ASV_00001 TRUE
ASV_00002 TRUE
ASV_00003 TRUE
ASV_00004 TRUE
ASV_00005 TRUE
ASV_00006 TRUE
ASV_00007 TRUE
ASV_00008 TRUE
ASV_00009 TRUE
ASV_00010 TRUE
ASV_00011 TRUE
ASV_00012 TRUE
ASV_00013 TRUE
ASV_00014 TRUE
ASV_00015 TRUE
ASV_00016 TRUE
ASV_00017 TRUE
ASV_00018 TRUE
ASV_00019 TRUE
ASV_00020 TRUE
ASV_00021 TRUE
ASV_00022 TRUE
ASV_00023 TRUE
ASV_00024 TRUE
ASV_00025 TRUE
ASV_00026 TRUE
ASV_00027 TRUE
ASV_00028 TRUE
ASV_00029 TRUE
ASV_00030 TRUE
ASV_00031 TRUE
ASV_00032 TRUE
ASV_00033 FALSE
ASV_00034 TRUE
ASV_00035 TRUE
ASV_00036 TRUE
ASV_00037 TRUE
ASV_00038 TRUE
ASV_00039 TRUE
ASV_00040 TRUE
ASV_00041 TRUE
ASV_00042 FALSE
ASV_00043 TRUE
ASV_00044 TRUE
ASV_00045 TRUE
ASV_00046 TRUE
ASV_00047 TRUE
ASV_00048 TRUE
ASV_00049 TRUE
ASV_00050 TRUE
ASV_00051 TRUE
ASV_00052 TRUE
ASV_00053 TRUE
ASV_00054 TRUE
ASV_00055 TRUE
ASV_00057 TRUE
ASV_00058 TRUE
ASV_00059 TRUE
ASV_00060 TRUE
ASV_00061 TRUE
ASV_00063 TRUE
ASV_00064 TRUE
ASV_00065 TRUE
ASV_00066 TRUE
ASV_00067 TRUE
ASV_00068 TRUE
ASV_00069 TRUE
ASV_00070 TRUE
ASV_00071 TRUE
ASV_00072 TRUE
ASV_00073 TRUE
ASV_00074 TRUE
ASV_00075 TRUE
ASV_00077 TRUE
ASV_00078 FALSE
ASV_00079 TRUE
ASV_00080 TRUE
ASV_00081 FALSE
ASV_00082 TRUE
ASV_00083 TRUE
ASV_00084 TRUE
ASV_00085 TRUE
ASV_00086 TRUE
ASV_00087 TRUE
ASV_00088 TRUE
ASV_00089 TRUE
ASV_00090 FALSE
ASV_00091 TRUE
ASV_00092 TRUE
ASV_00093 TRUE
ASV_00094 TRUE
ASV_00095 TRUE
ASV_00096 TRUE
ASV_00097 TRUE
ASV_00098 TRUE
ASV_00099 TRUE
ASV_00100 TRUE
ASV_00101 TRUE
ASV_00102 TRUE
ASV_00103 TRUE
ASV_00104 TRUE
ASV_00105 TRUE
ASV_00106 FALSE
ASV_00107 TRUE
ASV_00108 TRUE
ASV_00109 TRUE
ASV_00110 TRUE
ASV_00111 TRUE
ASV_00112 TRUE
ASV_00113 TRUE
ASV_00114 TRUE
ASV_00115 TRUE
ASV_00116 TRUE
ASV_00117 TRUE
ASV_00118 TRUE
ASV_00119 TRUE
ASV_00120 TRUE
ASV_00121 TRUE
ASV_00122 TRUE
ASV_00123 TRUE
ASV_00124 TRUE
ASV_00125 TRUE
ASV_00126 TRUE
ASV_00128 TRUE
ASV_00129 TRUE
ASV_00130 TRUE
ASV_00131 TRUE
ASV_00132 TRUE
ASV_00133 TRUE
ASV_00134 TRUE
ASV_00135 FALSE
