"","3'AMP","5'AMP","5'UMP","alanine","amMP","arginine","asparagine","aspartate","ciliatine","citrulline","cysteate","cysteine 2","DHPS","folate","GABA","glutamic acid","glutamine","glutathione 2","glycine","guanosine","histidine","homoserine betaine","isethionate","isoleucine","kynurenine","leucine","lysine 2","malic acid","methionine","ornithine 2","pantothenic acid","phenylalanine","proline","putrescine 2","sarcosine","serine","sn-glycerol 3-phosphate","spermidine 3","taurine","threonine","tryptamine","tryptophan","tyrosine","uridine","valine"
"CINAR_BC_113",0.000725573909632558,0.065154233408149,0.0780591679528509,0.716826403311477,0.000704662314222823,0.309512448769111,0.435793190566413,0.805132068531826,0.06241167137983,0.17279936635649,0.306400853135339,1.16990815066583,0.994906306165514,0.0490899805218296,0.00267976683860735,0.708961647863301,1.35041395704656,0.0628389675843474,1.62563508832964,0.00651283749783321,0.0509250065176191,0.418437662113725,0.502729654125813,0.346072631339021,0.0546903961805259,0.263900681241819,0.428625504086253,0.927816835240154,0.00578840884772328,0.459780493558319,0.0402193221473049,0.237623265274913,0.21279532407549,0.00366431080669402,0.114665371423218,1.38563287999335,0.223920215502919,0.000895155434951834,0.963245710992701,0.394758303877416,0.00119142503825718,0.0675476769172884,0.119294160738255,0.228907835369187,0.384390566493934
"CINAR_BC_88",0.017319154489326,0.00642382214138497,0.127367841678618,0.77831024958745,0.000704662314222823,0.792704245772403,0.907635040355403,1.22004673533277,0.0850902494676577,0.0912462275744521,0.537701226324906,2.17275497367412,2.25308706478436,0.0490899805218296,0.0664911955499793,1.98888523134469,1.91022090976076,0.272715481903417,2.36468798894127,0.530971549877036,0.0509250065176191,0.67766560301533,1.23671212583245,0.272186098664522,0.0865029784098786,0.225606885547493,0.600868315408722,1.38178933245653,0.158554525489071,0.0241191448340464,0.104876270430763,0.29991983582256,0.415489323527123,0.00366431080669402,0.537646220984211,0.68809056352763,0.231001995938189,0.00895711312485483,2.84664897822267,0.308961906317653,0.0347252235673183,0.115565801502654,0.119294160738255,0.38979778196457,0.334873824651562
"CINAR_BC_70",0.0376917795479703,0.272848999820771,0.225076221659166,1.61014916632902,0.000704662314222823,0.885015236893732,0.66223687211784,1.28507524077655,0.136619541940946,0.162246823924182,0.666225432393402,1.98906240803987,2.55891757777429,0.0490899805218296,0.128757717014464,2.00398294748323,2.23770705591996,0.250748980999338,2.56088764793891,0.179629500544392,0.0509250065176191,0.454149188337519,0.993239918527832,0.437467962797903,0.110185041141367,0.301957151613845,0.682333326194343,1.54671087790092,0.00578840884772328,0.451242426449665,0.115158424280122,0.367899064741698,0.500884890941833,0.0406787767592243,0.700887382204875,1.38933847068382,0.630486124082028,0.0340203690944102,2.33312152874052,0.544970283714986,0.00119142503825718,0.124859963920458,1.09546951361722,0.272419796224457,0.523762078854155
"CINAR_BC_52",0.0509583728329527,0.170223067351979,0.195861116434146,1.4472779113251,0.000704662314222823,0.580791615944783,0.695563388524757,1.40573581098925,0.120075866798456,0.246690802231931,0.689784555370399,1.94116724211019,2.37383263067459,0.0490899805218296,0.0825641779669419,1.62099020720807,2.39551560386443,0.121515742978985,2.50662579109249,0.237481186213988,0.0509250065176191,0.0424986934944793,0.858518917798444,0.504680450992869,0.0991542732521475,0.380095512925142,0.776962801067036,1.52362561488844,0.0716424346701059,0.774136769277416,0.110180150467735,0.387069952909135,0.622458389729109,0.0449328081898367,0.418023261558934,1.84251928748115,0.386326760773509,0.0168971309019857,2.18684341369224,0.741926472698182,0.00119142503825718,0.134887087582961,0.119294160738255,0.313855998424783,0.650979840937344
"CINAR_BC_103",0.0120634179513466,0.00642382214138497,0.143646636799126,1.12929273358701,0.000704662314222823,0.69752171369913,0.854062702402803,1.29721003029386,0.102968238166043,0.200896942582116,0.665317193127812,2.16146363084954,1.44206742022281,0.0490899805218296,0.0799219591629789,1.61716281939638,1.2579641272834,0.266988728667634,2.39937517710992,0.584749489347904,0.561775084618358,0.620903156790678,1.35438511573627,0.364608169230273,0.106408750610561,0.277688605683757,0.618207149047413,1.70164276276451,0.00578840884772328,0.549110008318589,0.103570741114131,0.281558608856306,0.424667922599231,0.0595460496532084,0.532294796773099,1.46630479053189,0.266844800115967,0.000895155434951834,2.73794078466385,0.580658265097579,0.0329473742071787,0.0990847326062012,0.119294160738255,0.366927742351398,0.460101796777365
"CINAR_BC_80",0.000725573909632558,0.00642382214138497,0.0815960293918196,1.64266767445449,0.000704662314222823,0.379354953803704,0.910309672313941,1.66152818521677,0.0780297861210052,0.451760596494147,0.365757209017879,1.33400980914147,1.50825878027643,0.0490899805218296,0.00267976683860735,1.14483119306441,1.36223521184418,0.049397532688943,3.41371065411987,0.00651283749783321,1.285658669662,0.0424986934944793,0.545973920506077,0.72788050975875,0.206687026740298,0.638984061357935,0.991689166050327,0.57077056241471,0.00578840884772328,1.46951432818698,0.0458445139238521,0.546542197595718,0.595793426919109,0.0384243590940694,0.136776262832196,2.82937601945281,0.238423482085828,0.000895155434951834,1.28268261876382,1.23127668483147,0.00119142503825718,0.220771205949389,0.119294160738255,0.148400611451854,0.9969099952548
"CINAR_BC_90",0.0311847323735219,0.115330350248039,0.0696541658073052,2.06538427612835,0.000704662314222823,0.497107216672399,0.753294091554985,2.08887540405188,0.0733132572623708,0.723908896589502,0.280461578159944,0.923408860467082,0.851745609521518,0.0490899805218296,0.0607232161968827,1.16498411520964,0.926714767043369,0.00474526888060423,3.25228216299243,0.00651283749783321,1.30600738815476,1.28646227320656,0.54090729481637,0.934716836029088,0.11302533192777,0.831028621318888,1.47043812280598,0.898621704082946,0.00578840884772328,1.84132884133062,0.0343775839666154,0.462295741395832,1.06712096421366,0.0419396427151521,0.16823275012876,3.20616971071774,0.215787612403073,0.000895155434951834,0.964258690097012,1.57963984218856,0.00119142503825718,0.146468360810494,0.119294160738255,0.0549907145064288,1.18945258557217
"CINAR_BC_71",0.0115177929103264,0.00642382214138497,0.0782405271770507,2.26144850195307,0.000704662314222823,0.329287749283123,0.950748978921386,2.25280685678238,0.0395550739173904,0.444412439969227,0.270315509389168,1.18781754576475,1.06424006362812,0.0490899805218296,0.0573461628602279,1.20464996899662,1.07870157406869,0.0505900583753995,3.19083516836093,0.00651283749783321,0.93907099377079,1.06794768896693,0.469134744931537,1.25150722610596,0.104318441480934,1.03577021129461,1.5614403435187,0.732876238610463,0.00578840884772328,1.93904549741541,0.0324305117563182,0.705428863810773,1.07563136289392,0.00366431080669402,0.127682988132137,3.34465113627599,0.199080852263587,0.000895155434951834,1.08202432510257,1.73586204877541,0.00119142503825718,0.0709905577344046,0.119294160738255,0.0770594477301759,1.46180388469685
"CINAR_BC_61",0.000725573909632558,0.00642382214138497,0.0676644180933912,2.39144699612816,0.000704662314222823,0.427971482342509,1.0982105236553,2.10494873893839,0.0529475065286208,0.599300597432672,0.304942487961127,1.10881263514094,1.33125889042239,0.0490899805218296,0.00267976683860735,1.31066540178147,1.20392504467703,0.0727834383115033,3.30310674596485,0.00651283749783321,1.7883235599822,0.0424986934944793,0.595415546477452,1.20078640470675,0.266689427637208,0.956979476782495,1.32411556613472,0.972804560161577,0.00578840884772328,1.99647372916826,0.0447178916425092,0.781916960010803,0.926516305847072,0.00366431080669402,0.15444281585025,3.48255994623478,0.181625020322301,0.000895155434951834,1.11657599024403,1.76276600483764,0.00119142503825718,0.298956958886305,0.119294160738255,0.107581661627235,1.46913331868066
"CINAR_BC_72",0.0123541189647248,0.00642382214138497,0.0789081138476596,2.7857886974948,0.000704662314222823,0.660237417638415,1.29776476788243,2.86284974412316,0.0405308077368558,0.725615421297193,0.207034755039114,1.21019519738197,1.11600686470883,0.0490899805218296,0.0862203489335181,1.89337292899677,1.18736269440602,0.00474526888060423,3.84258183596801,0.00651283749783321,1.80680092509394,0.0424986934944793,0.44897960388919,1.66243774619982,0.244072558772943,1.3640578670863,2.02256715502941,0.605109079523686,0.00578840884772328,2.5106559967707,0.0358446702210201,1.08670202740923,1.55186278089002,0.00366431080669402,0.190754956319426,3.99929116868125,0.235419596421887,0.000895155434951834,1.00847709025191,2.3173242234003,0.00119142503825718,0.302857202609765,0.119294160738255,0.104855767528812,1.87718138624407
"CINAR_BC_40",0.000725573909632558,0.00642382214138497,0.0747970244743478,1.79628723430488,0.000704662314222823,0.551652277400256,0.777211721816625,1.89425939484516,0.0628045489277386,0.623581133131538,0.385512872818585,1.2159427909092,1.38137888184596,0.0490899805218296,0.00267976683860735,1.40220193092548,1.33716697277813,0.0767410725533922,3.2370189616997,0.00651283749783321,1.28620583686147,0.0424986934944793,0.681941913160952,0.968021607960969,0.116584806800641,0.818296726328383,1.15368930696033,0.922726828408277,0.00578840884772328,1.48777659049637,0.0462297239772694,0.611463806173948,0.768061746928387,0.336761499473832,0.335706269851962,2.87157874025569,0.337015766484177,0.0604763919133161,1.41147930718275,1.37202108770827,0.00119142503825718,0.218135044095545,0.119294160738255,0.141220527799396,1.06592754374476
"CINAR_BC_91",0.000725573909632558,0.00642382214138497,0.0668440301143972,1.46410858879936,0.000704662314222823,0.329525225727366,0.504984628570713,1.44693342498568,0.0549816779523641,0.307806409337531,0.338045703773955,1.18671003620791,0.803149711695885,0.0490899805218296,0.00267976683860735,0.942053824824721,1.10721859443062,0.00474526888060423,2.35285763687547,0.00651283749783321,0.790945457728898,0.664503591358375,0.474616766640671,0.650341716753739,0.088863271448703,0.529811665285653,0.908499903862802,0.771685742752262,0.00578840884772328,1.2290478329018,0.0339937528754803,0.361673539241522,0.604064646443137,0.00366431080669402,0.243784022871619,2.49272481729137,0.149453588091683,0.000895155434951834,1.34480833434137,0.999011665747197,0.00119142503825718,0.12036979144917,0.119294160738255,0.0798166701721068,0.846953261874127
"CINAR_BC_96",0.000725573909632558,0.00642382214138497,0.098308955440791,1.60263609086473,0.000704662314222823,0.682432393543439,0.629423517609159,1.87815009265629,0.0741563989531554,0.401650124672412,0.295295182928045,1.2792848553059,1.31177550917106,0.0490899805218296,0.00267976683860735,1.74136558753375,1.81536694272613,0.0832646894886469,2.74732362360265,0.00651283749783321,0.78051625404465,0.826529201468923,0.780357358186869,0.625988931588631,0.0908157112719144,0.558568003734701,1.05856400480317,1.06840726484719,0.00578840884772328,1.31216457608178,0.0368762361882669,0.334623294955787,0.613767212585127,0.00366431080669402,0.32228356692751,2.57622342558993,0.220129279999646,0.000895155434951834,1.62852525207274,1.00987650408558,0.00119142503825718,0.110010900758043,0.119294160738255,0.0997126346356382,0.772898899387968
"CINAR_BC_118",0.000725573909632558,0.0654383615147227,0.0791706321302607,0.679797539686689,0.000704662314222823,0.280643078453708,0.42876268724421,0.88950732339488,0.0469387870490628,0.123531724918022,0.290615041708476,1.19584048994075,0.973714694037662,0.0490899805218296,0.00267976683860735,0.829984565434211,1.10671604461752,0.0732157661803766,1.33896244782524,0.00651283749783321,0.0509250065176191,1.45660945260297,0.533725425274957,0.255467901567709,0.00516315934649455,0.203497062352343,0.314304757710528,0.935981558258613,0.00578840884772328,0.400316161568357,0.0384736097652164,0.168275217087111,0.198627390902961,0.00366431080669402,0.160735374593746,1.15950504089853,0.16848726612591,0.000895155434951834,1.12970207695807,0.320385004709682,0.00119142503825718,0.0611433850394269,0.119294160738255,0.121642681037113,0.319965666183237
"CINAR_BC_63",0.155803977642356,0.290276543049696,0.194417429282504,1.41656761748134,0.000704662314222823,0.731827409689922,1.01784293520283,1.67425735644408,0.105349576647154,0.254649858409678,0.599870760806483,2.00825356304733,2.20947655150153,0.0490899805218296,0.105006856734664,1.70306237418492,1.67395034308698,0.174163863014874,3.10883241629886,0.406601681988314,0.0509250065176191,0.61840796260626,0.838274359504541,0.540748973026483,0.151774866574082,0.41646512750154,0.924918792996269,1.39400270290021,0.00578840884772328,0.934323212416147,0.106924560072663,0.399890615435277,0.650411756828987,0.0395183434260328,0.312193782488683,2.08521252369403,0.694349238589637,0.0368770912099656,2.45936460153534,0.912089580430547,0.0255409843653773,0.128885877213665,0.119294160738255,0.400036504836282,0.604157283902105
"CINAR_BC_93",0.00777130316598522,0.163561208642195,0.104423108879604,1.40761900864066,0.000704662314222823,0.531205704662729,0.52900291066405,1.46290355094725,0.0560630890846759,0.410424697088461,0.25280046405163,1.06185472021777,1.09712387162967,0.0490899805218296,0.00267976683860735,1.24267880441678,0.986604353011688,0.0862852003404389,2.45316242260516,0.0959245347391892,0.652642988152625,1.18145605711811,0.553931541231964,0.55521461132704,0.0969512951751548,0.457288124368879,0.820829245883613,0.924109995495152,0.00578840884772328,1.09564085379214,0.0367652632900542,0.295614489829838,0.499182125046795,0.0430322133530261,0.230670809790661,2.22648234465606,0.240721870823447,0.010335072164279,1.35020485841883,0.956661284120553,0.00119142503825718,0.109825391401244,0.119294160738255,0.0716130083514169,0.749677066172764
"CINAR_BC_97",0.000725573909632558,0.00642382214138497,0.0656977137711373,0.058715218716002,0.000704662314222823,0.281920827792666,0.281182774242286,0.795886323364896,0.060214492740345,0.22864321240556,0.299727092665443,0.974863004127163,1.12762419302945,0.0490899805218296,0.00267976683860735,0.897226969911752,1.36704098064437,0.0530893294563249,1.13969856215575,0.00651283749783321,0.0509250065176191,0.439042218451591,0.643439426626303,0.220645625359439,0.00516315934649455,0.200840557255102,0.403694305370509,0.795584765282342,0.00578840884772328,0.36749939157932,0.0343413976242927,0.154260244330368,0.192001833953914,0.00366431080669402,0.0971431649563707,1.13389051490109,0.137052981060999,0.000895155434951834,0.858957249492512,0.315844369484476,0.00119142503825718,0.0632797104313627,0.119294160738255,0.046247599619797,0.262595075577714
"CINAR_BC_84",0.0140845865663551,0.201388878279815,0.126770124864917,2.10353458263026,0.000704662314222823,0.647560554999564,1.36340686404135,2.33127511033504,0.0834178729265079,0.577772911613385,0.342169937179593,1.22153707526324,2.68858167708887,0.0490899805218296,0.00267976683860735,2.85774207917565,2.6034913378987,0.1025499752309,3.1535372354127,0.00651283749783321,1.47586997698408,0.0424986934944793,1.17529365431481,0.910913170896417,0.12570137427787,0.790807773726102,1.23258849499033,0.945997548951617,0.00578840884772328,1.81912327849598,0.0336019011934049,0.634245471508103,0.909908789036736,0.00366431080669402,0.218911026187894,3.22917802746254,0.203727775148507,0.000895155434951834,1.52461687284728,1.58879468874135,0.00119142503825718,0.227581000498437,0.119294160738255,0.0947694021696095,1.26871846034905
"CINAR_BC_53",0.000725573909632558,0.00642382214138497,0.0852442890616883,2.19226572497087,0.000704662314222823,0.415331162064599,0.978154664616556,2.18890103749999,0.0985521526759523,0.549734575690081,0.367218468533052,1.23347643834873,1.23353791203549,0.0490899805218296,0.00267976683860735,1.36446930532882,1.23428058543736,0.0489840710058638,3.41234200617067,0.0824710229609852,1.32865466458541,0.0424986934944793,0.606637487126293,1.09915958058911,0.138981112175562,0.925418076818934,1.32954707150035,0.696590091984134,0.107980648454133,1.88678303822769,0.0435250747557706,0.658941120668699,0.984644383526196,0.00366431080669402,0.258688426144587,3.40688088523594,0.191032530908273,0.000895155434951834,1.47786722398274,1.65717269570949,0.00119142503825718,0.191200714980737,1.00702746286494,0.120856801918885,1.30946772098281
"CINAR_BC_82",0.000725573909632558,0.00642382214138497,0.0718085190945942,1.86459463071174,0.000704662314222823,0.368289263514961,0.82341770854689,1.92025669607686,0.091790533734451,0.47062451894055,0.341527206939143,1.58639640817506,1.01700187987084,0.0490899805218296,0.00267976683860735,1.35899972467272,1.13169719517178,0.00474526888060423,2.96613514679285,0.116830722506577,1.30520387544471,0.0424986934944793,0.545636876779313,0.873661231464101,0.133099967410265,0.753718198373318,1.2420465358092,0.755091317705745,0.00578840884772328,1.66126960728375,0.0472423274157738,0.568083179650804,0.704991495196995,0.053458254906927,0.160904104235464,3.14739130824653,0.167795624856627,0.000895155434951834,1.31483110035269,1.42420819667336,0.00119142503825718,0.195098856254988,0.119294160738255,0.156427842937581,1.12319350100015
"CINAR_BC_95",0.0432440643261523,0.233195565998006,0.133862681004447,0.927246616889853,0.000704662314222823,0.703242031600234,0.377050937708746,1.05127882716624,0.0375381539732859,0.243669949751706,0.428127888898435,1.68785445983712,1.79756013583047,0.0490899805218296,0.0368586673489803,1.41158126474243,1.44471440628504,0.171728063784608,1.9097815464266,0.131603634654189,0.0509250065176191,0.0424986934944793,0.66725695079786,0.372088998975481,0.0816356986363543,0.292415946098477,0.562918549900956,1.37180964895542,0.00578840884772328,0.439848652656659,0.0724227935133991,0.241759477007703,0.47837710580008,0.00366431080669402,0.443267459460235,1.23717726168104,0.340135144146931,0.000895155434951834,2.10185107031876,0.515295989113998,0.00119142503825718,0.0893835822023305,0.119294160738255,0.210430664588208,0.339396863075391
"CINAR_BC_42",0.013538191984822,0.00642382214138497,0.0923850112889297,1.52722732893399,0.000704662314222823,0.487494841878585,0.473976043678478,1.18382122216741,0.0534774286261461,0.80209674695599,0.286397041205787,0.819924729080779,0.867669761241216,0.0490899805218296,0.0378482865772897,0.907766244989438,0.802783987452995,0.0493190938110091,2.48075173780428,0.00651283749783321,0.71274544497617,1.04481693526826,0.471751596041861,0.715349969032945,0.00516315934649455,0.535904370622604,0.885866690753603,0.947519728628066,0.00578840884772328,0.780524195900545,0.0328128959776723,0.462891465574296,0.543005778794547,0.169388933599368,0.184821032617812,2.24536789468166,0.462198059766777,0.0666715434156926,0.961237138812081,1.02311296103305,0.00119142503825718,0.128240395182699,0.119294160738255,0.0873326207742671,0.84303231285944
"CINAR_BC_43",0.0237000057845051,0.00642382214138497,0.0708362220801192,1.42483364641325,0.000704662314222823,0.844422255451027,0.634325423627893,1.5940028821638,0.0864054913631423,0.32198070151435,0.331645704244305,1.11026464558405,2.54497769523259,0.0490899805218296,0.103478613124322,2.68988181046791,2.72844326044977,0.164067781269108,2.27147823877897,0.00651283749783321,0.471466272962193,1.65608610814735,0.99755966937281,0.491023992517367,0.00516315934649455,0.387093587706053,0.826809197647804,0.95197509301522,0.00578840884772328,0.557583576652455,0.0311702735971238,0.285068449232757,0.430197082269098,0.104764283713647,0.746542978964641,1.55966752643106,0.254902220808675,0.10509775376142,1.40801422784929,0.68157554316946,0.00119142503825718,0.0810913711847983,0.119294160738255,0.225267505339459,0.623472376410771
"CINAR_BC_75",0.00844183469869715,0.072852375048885,0.064481950105076,2.26641508037022,0.000704662314222823,0.355157309810545,0.879273565772452,2.40889923864475,0.0623486476765228,0.620031465271542,0.300700407268529,1.2934478655603,0.827228339950745,0.0490899805218296,0.0290445960326242,1.23623330979309,0.886462631705741,0.00474526888060423,3.31587551280745,0.00651283749783321,1.55328523889654,0.0424986934944793,0.644039031589813,1.08220461285396,0.170721157078389,0.944783486672059,1.45980462721771,0.506660122034054,0.00578840884772328,2.17341835191202,0.0393643661379602,0.694852733427934,1.04892150042978,0.0539749498086738,0.146998937475664,3.63517315246673,0.159046083586798,0.000895155434951834,1.1266400547153,1.82618924521193,0.00119142503825718,0.175884717972052,0.119294160738255,0.107783329052674,1.4138484449205
"CINAR_BC_83",0.0131428726975124,0.00642382214138497,0.101811248261996,0.986916711353581,0.000704662314222823,0.765528080247843,0.840843420375043,1.09539448136827,0.0579826952818995,0.239661767289297,0.450988378139239,2.14775186987902,1.94007462483704,0.0490899805218296,0.0435984920454438,1.61185250259978,1.79948749562563,0.147387823507731,2.34533771652354,0.259990609190268,0.0509250065176191,0.0424986934944793,0.981966563993034,0.309726686591094,0.0882414270974741,0.2376928930882,0.578442077824636,1.09039177817104,0.0919469553466417,0.389777110535297,0.0884890016051715,0.25969642972644,0.432687969127579,0.00366431080669402,0.534621338210566,1.3775686548823,0.21844607650758,0.0111909031658305,2.53002379642441,0.434354242072696,0.0187804457467708,0.145051002414349,0.119294160738255,0.338384317145618,0.316737271982581
