pair1	pair2	t	p.value	boot.p.value	q05	q10	sig
LB_seagrass	Tektite	-13.895615469568405	1.582820640020136e-36	1.582820640020136e-36	1.8417829579029862e-6	5.63727754217744e-6	1.582820640020136e-36
LB_seagrass	Yawzi	-7.973270342668159	1.3445073688873796e-14	1.3445073688873796e-14	4.5140763804243906e-4	0.0012810161350699325	1.3445073688873796e-14
Tektite	Yawzi	4.9744310600579205	8.568589288247326e-7	8.568589288247326e-7	0.0033978776356987455	0.009335046335880984	8.568589288247326e-7
