"","metabolites","adaptedDervLabel","File_Name_Neg","File_Name_Pos","rowID_full","rep_group","n","Site","Site_abv","group","Date","Time","sample_type","Sampling_Day","collection_depth_m","DNA_no","Before_mass_g","After_mass_g","vol_difference","vol_ml","SPE_label","Deriv_label","Deriv_mass_g","FCM_no","DOC_no","HOBO_temp_F","HOBO_lumens","Dry_shipper","Notes","Analyze_","matlabName","DateRun","filename","NPOC","TN","CINARSampleBox","AddedDetailFromNotesInsideSampleBox","Experiment","Sample_ID","Filtration_typeOrReef","TimeOrDay","TreatmentOrTimeCollected","IncubationOrTimeOfDay","Prochlorococcus","Synechococcus","Picoeukaryotes","Unpigmented_cells","date_time","concentration","LOD","LOQ","QuantFlag","LODflag","site_time","log2_concen"
"1513","histidine","CINAR_BC_42","mtab_CINAR_BC_lumos_032822_62","mtab_CINAR_BC_lumos_032822_175","25","9",3,"Tektite","TK","coral",2021-01-23,13:04:00,"peak_photo","Day2",8.9,224,1956.5,331.5,1625,1.59,143,"Deriv_42",56,250,41,81.266,1280,NA,NA,1,"CINAR_BC_42","2-Apr-22","CINAR_41",73.19069238,5.372264579,1,"USVI 2021","Temporal",250,"Tektite","1/23/2021",13:04:00,"peak_photo",18790,58590,1195,567000,2021-01-23 13:04:00,0.638920012,0.359289133,1.088754948,TRUE,FALSE,"Tektite_peak_photo",0.71274544497617
"1514","histidine","CINAR_BC_53","mtab_CINAR_BC_lumos_032822_77","mtab_CINAR_BC_lumos_032822_190","60","20",3,"Yawzi","YZ","coral",2021-01-24,06:26:00,"dawn","Day3",8.8,284,1979.3,331.4,1647.9,1.61,154,"Deriv_53",54.6,246,50,80.382,0,NA,NA,1,"CINAR_BC_53","1-Apr-22","CINAR_50",87.21707241,9.54714419,1,"USVI 2021","Temporal",246,"Yawzi","1/24/2021",06:26:00,"dawn",27207,74924,1668,657000,2021-01-24 06:26:00,1.511683473,0.359289133,1.088754948,FALSE,FALSE,"Yawzi_dawn",1.32865466458541
"1515","histidine","CINAR_BC_43","mtab_CINAR_BC_lumos_032822_93","mtab_CINAR_BC_lumos_032822_206","26","9",3,"Tektite","TK","coral",2021-01-23,13:04:00,"peak_photo","Day2",8.9,236,1962,331.9,1630.1,1.59,144,"Deriv_43",53.8,244,42,81.266,1280,NA,"*filter was loaded incorrectly, not as much biomass on filter as the other filters",1,"CINAR_BC_43","1-Apr-22","CINAR_42",80.2788941,8.103138464,1,"USVI 2021","Temporal",244,"Tektite","1/23/2021",13:04:00,"peak_photo",21193,61531,1352,597000,2021-01-23 13:04:00,0.38651793,0.359289133,1.088754948,TRUE,FALSE,"Tektite_peak_photo",0.471466272962193
"1516","histidine","CINAR_BC_98","mtab_CINAR_BC_lumos_032822_91","mtab_CINAR_BC_lumos_032822_204","40","13",3,"Tektite","TK","coral",2021-01-25,13:00:00,"peak_photo","Day4",9.1,270,1967.1,332.4,1634.7,1.59,183,"Deriv_98",56.5,288,80,81.266,960,NA,NA,1,"CINAR_BC_98","1-Apr-22","CINAR_80",87.3442488,9.023692114,1,"USVI 2021","Temporal",288,"Tektite","1/25/2021",13:00:00,"peak_photo",23439,55714,1392,591000,2021-01-25 13:00:00,4.206418313,0.359289133,1.088754948,FALSE,FALSE,"Tektite_peak_photo",2.38029123065208
"1517","histidine","CINAR_BC_112","mtab_CINAR_BC_lumos_032822_28","mtab_CINAR_BC_lumos_032822_141","44","15",3,"Tektite","TK","coral",2021-01-26,13:02:00,"peak_photo","Day5",9.2,320,2075.2,333.7,1741.5,1.7,204,"Deriv_112",51.6,339,102,81.09,960,NA,NA,1,"CINAR_BC_112","2-Apr-22","CINAR_102",98.04092686,13.4766675,1,"USVI 2021","Temporal",339,"Tektite","1/26/2021",13:02:00,"peak_photo",22874,42688,972,474000,2021-01-26 13:02:00,0.442773284,0.359289133,1.088754948,TRUE,FALSE,"Tektite_peak_photo",0.528844613934293
"1518","histidine","CINAR_BC_109","mtab_CINAR_BC_lumos_032822_98","mtab_CINAR_BC_lumos_032822_211","23","8",3,"LB_seagrass","SG","seagrass",2021-01-26,06:31:00,"dawn","Day5",3.7,309,2043.2,332,1711.2,1.67,195,"109",58.2,356,92,80.029,0,NA,NA,1,"CINAR_BC_109","2-Apr-22","CINAR_92",85.50700825,7.773734165,1,"USVI 2021","Temporal",356,"LB_seagrass","1/26/2021",06:31:00,"dawn",10977,54230,2784,735000,2021-01-26 06:31:00,0.898028068,0.359289133,1.088754948,TRUE,FALSE,"LB_seagrass_dawn",0.924501327061339
"1519","histidine","CINAR_BC_81B","mtab_CINAR_BC_lumos_032822_57","mtab_CINAR_BC_lumos_032822_170","6","2",3,"LB_seagrass","SG","seagrass",2021-01-23,06:35:00,"dawn","Day2",3,219,1940.5,332,1608.5,1.57,138,"Deriv_81",57.8,201,38,80.206,0,NA,NA,1,"CINAR_BC_81B","1-Apr-22","CINAR_38",84.89963607,8.906366649,1,"USVI 2021","Temporal",201,"LB_seagrass","1/23/2021",06:35:00,"dawn",5436,25868,1996,456000,2021-01-23 06:35:00,0.035928913,0.359289133,1.088754948,TRUE,TRUE,"LB_seagrass_dawn",0.0509250065176191
"1520","histidine","CINAR_BC_48","mtab_CINAR_BC_lumos_032822_34","mtab_CINAR_BC_lumos_032822_147","1","1",3,"LB_seagrass","SG","seagrass",2021-01-23,13:56:00,"peak_photo","Day2",3.8,183,1968.9,331.8,1637.1,1.6,148,"Deriv_48",57.9,268,40,81.975,1088,NA,NA,1,"CINAR_BC_48","1-Apr-22","CINAR_40",82.80829108,8.094113428,1,"USVI 2021","Temporal",268,"LB_seagrass","1/23/2021",13:56:00,"peak_photo",2298,18882,1878,331000,2021-01-23 13:56:00,0.035928913,0.359289133,1.088754948,TRUE,TRUE,"LB_seagrass_peak_photo",0.0509250065176191
"1521","histidine","CINAR_BC_114","mtab_CINAR_BC_lumos_032822_107","mtab_CINAR_BC_lumos_032822_220","70","23",3,"Yawzi","YZ","coral",2021-01-26,13:28:00,"peak_photo","Day5",8.8,317,2004,328.6,1675.4,1.63,201,"Deriv_114",54.1,333,103,81.09,464,NA,NA,1,"CINAR_BC_114","1-Apr-22","CINAR_103",81.40935085,11.55070213,1,"USVI 2021","Temporal",333,"Yawzi","1/26/2021",13:28:00,"peak_photo",20773,60428,1392,618000,2021-01-26 13:28:00,0.035928913,0.359289133,1.088754948,TRUE,TRUE,"Yawzi_peak_photo",0.0509250065176191
"1522","histidine","CINAR_BC_107","mtab_CINAR_BC_lumos_032822_68","mtab_CINAR_BC_lumos_032822_181","73","24",3,"Yawzi","YZ","coral",2021-01-26,06:15:00,"dawn","Day5",8.3,303,2047.1,333.7,1713.4,1.67,193,"107",57.2,357,88,80.206,0,NA,NA,1,"CINAR_BC_107","2-Apr-22","CINAR_88",82.22846009,6.922749581,1,"USVI 2021","Temporal",357,"Yawzi","1/26/2021",06:15:00,"dawn",28862,68530,1431,643000,2021-01-26 06:15:00,1.542134516,0.359289133,1.088754948,FALSE,FALSE,"Yawzi_dawn",1.34604037197607
"1523","histidine","CINAR_BC_119","mtab_CINAR_BC_lumos_032822_45","mtab_CINAR_BC_lumos_032822_158","20","7",3,"LB_seagrass","SG","seagrass",2021-01-26,13:49:00,"peak_photo","Day5",3.6,329,1946.3,330.8,1615.5,1.58,200,"Deriv_119",57,342,98,82.686,2304,NA,NA,1,"CINAR_BC_119","31-Mar-22","CINAR_98",79.9933198,9.499795311,1,"USVI 2021","Temporal",342,"LB_seagrass","1/26/2021",13:49:00,"peak_photo",14405,59653,1694,761000,2021-01-26 13:49:00,0.035928913,0.359289133,1.088754948,TRUE,TRUE,"LB_seagrass_peak_photo",0.0509250065176191
"1524","histidine","CINAR_BC_77","mtab_CINAR_BC_lumos_032822_46","mtab_CINAR_BC_lumos_032822_159","29","10",3,"Tektite","TK","coral",2021-01-23,05:55:00,"dawn","Day2",7.4,234,1921.2,328,1593.2,1.55,141,"Deriv_77",54.8,192,34,80.206,0,NA,NA,1,"CINAR_BC_77","31-Mar-22","CINAR_34",89.67781279,8.146896333,1,"USVI 2021","Temporal",192,"Tektite","1/23/2021",05:55:00,"dawn",21732,53482,998,529000,2021-01-23 05:55:00,3.10393085,0.359289133,1.088754948,FALSE,FALSE,"Tektite_dawn",2.03700642217241
"1525","histidine","CINAR_BC_105","mtab_CINAR_BC_lumos_032822_109","mtab_CINAR_BC_lumos_032822_222","48","16",3,"Tektite","TK","coral",2021-01-26,05:54:00,"dawn","Day5",9.4,321,1871.3,333.2,1538.1,1.5,190,"Deriv_104*, Deriv_105, Deriv_106",NA,338,95,80.206,0,NA,NA,1,"CINAR_BC_105","2-Apr-22","CINAR_95",94.2401321,10.57619125,1,"USVI 2021","Temporal",338,"Tektite","1/26/2021",05:54:00,"dawn",33470,54900,1247,510000,2021-01-26 05:54:00,1.032354717,0.359289133,1.088754948,TRUE,FALSE,"Tektite_dawn",1.02315222484394
"1526","histidine","CINAR_BC_45","mtab_CINAR_BC_lumos_032822_53","mtab_CINAR_BC_lumos_032822_166","50","17",3,"Yawzi","YZ","coral",2021-01-23,13:40:00,"peak_photo","Day2",8.1,239,1994.9,331.5,1663.4,1.62,146,"Deriv_45",58.5,253,45,81.09,416,NA,NA,1,"CINAR_BC_45","2-Apr-22","CINAR_45",84.43350133,6.24107083,1,"USVI 2021","Temporal",253,"Yawzi","1/23/2021",13:40:00,"peak_photo",17385,57460,1077,575000,2021-01-23 13:40:00,0.750567755,0.359289133,1.088754948,TRUE,FALSE,"Yawzi_peak_photo",0.807822901761155
"1527","histidine","CINAR_BC_111","mtab_CINAR_BC_lumos_032822_55","mtab_CINAR_BC_lumos_032822_168","74","24",3,"Yawzi","YZ","coral",2021-01-26,06:15:00,"dawn","Day5",8.3,306,1937.6,332.2,1605.4,1.57,188,"111",52.2,360,90,80.206,0,NA,NA,1,"CINAR_BC_111","2-Apr-22","CINAR_90",105.1347766,13.73062625,1,"USVI 2021","Temporal",360,"Yawzi","1/26/2021",06:15:00,"dawn",NA,NA,NA,NA,2021-01-26 06:15:00,1.292485204,0.359289133,1.088754948,FALSE,FALSE,"Yawzi_dawn",1.19691242250748
"1528","histidine","CINAR_BC_108","mtab_CINAR_BC_lumos_032822_87","mtab_CINAR_BC_lumos_032822_200","49","16",3,"Tektite","TK","coral",2021-01-26,05:54:00,"dawn","Day5",9.4,315,2102.9,332,1770.9,1.73,196,"108",57.9,344,96,80.206,0,NA,NA,1,"CINAR_BC_108","2-Apr-22","CINAR_96",121.4259695,17.26377167,1,"USVI 2021","Temporal",344,"Tektite","1/26/2021",05:54:00,"dawn",32709,56896,1497,604000,2021-01-26 05:54:00,0.628406428,0.359289133,1.088754948,TRUE,FALSE,"Tektite_dawn",0.703460821521425
"1529","histidine","CINAR_BC_75","mtab_CINAR_BC_lumos_032822_71","mtab_CINAR_BC_lumos_032822_184","41","14",3,"Tektite","TK","coral",2021-01-25,06:03:00,"dawn","Day4",9.6,322,1894.1,332,1562.1,1.52,171,"Deriv_75",52.7,302,70,80.382,0,"cane5",NA,1,"CINAR_BC_75","1-Apr-22","CINAR_70",88.31926775,10.85577438,1,"USVI 2021","Temporal",302,"Tektite","1/25/2021",06:03:00,"dawn",31514,56922,1694,511000,2021-01-25 06:03:00,1.934846887,0.359289133,1.088754948,FALSE,FALSE,"Tektite_dawn",1.55328523889654
"1530","histidine","CINAR_BC_100","mtab_CINAR_BC_lumos_032822_43","mtab_CINAR_BC_lumos_032822_156","13","5",3,"LB_seagrass","SG","seagrass",2021-01-25,13:40:00,"peak_photo","Day4",3.6,282,2025.5,332.5,1693,1.65,184,"Deriv_100",55.1,300,86,81.621,336,NA,NA,1,"CINAR_BC_100","2-Apr-22","CINAR_86",80.82129562,5.857904996,1,"USVI 2021","Temporal",300,"LB_seagrass","1/25/2021",13:40:00,"peak_photo",14444,68110,1707,702000,2021-01-25 13:40:00,0.035928913,0.359289133,1.088754948,TRUE,TRUE,"LB_seagrass_peak_photo",0.0509250065176191
"1531","histidine","CINAR_BC_96","mtab_CINAR_BC_lumos_032822_99","mtab_CINAR_BC_lumos_032822_212","64","21",3,"Yawzi","YZ","coral",2021-01-25,13:22:00,"peak_photo","Day4",8.5,285,1897,332.6,1564.4,1.53,179,"Deriv_96",53.1,310,82,80.911,448,NA,NA,1,"CINAR_BC_96","31-Mar-22","CINAR_82",128.2528957,15.20220128,1,"USVI 2021","Temporal",310,"Yawzi","1/25/2021",13:22:00,"peak_photo",17109,61019,1576,637000,2021-01-25 13:22:00,0.717745441,0.359289133,1.088754948,TRUE,FALSE,"Yawzi_peak_photo",0.78051625404465
"1532","histidine","CINAR_BC_82","mtab_CINAR_BC_lumos_032822_81","mtab_CINAR_BC_lumos_032822_194","67","22",3,"Yawzi","YZ","coral",2021-01-25,06:29:00,"dawn","Day4",8.4,331,1955.1,332.2,1622.9,1.58,176,"Deriv_82",53.7,349,72,80.206,0,"cane5",NA,1,"CINAR_BC_82","2-Apr-22","CINAR_72",84.56406298,10.79896208,1,"USVI 2021","Temporal",349,"Yawzi","1/25/2021",06:29:00,"dawn",23570,63684,1471,609000,2021-01-25 06:29:00,1.471186467,0.359289133,1.088754948,FALSE,FALSE,"Yawzi_dawn",1.30520387544471
"1533","histidine","CINAR_BC_97","mtab_CINAR_BC_lumos_032822_113","mtab_CINAR_BC_lumos_032822_226","65","21",3,"Yawzi","YZ","coral",2021-01-25,13:22:00,"peak_photo","Day4",8.5,267,2067.7,332.9,1734.8,1.69,186,"Deriv_97",55,291,83,80.911,448,NA,NA,1,"CINAR_BC_97","31-Mar-22","CINAR_83",83.96188879,6.031147777,1,"USVI 2021","Temporal",291,"Yawzi","1/25/2021",13:22:00,"peak_photo",19224,60231,1326,630000,2021-01-25 13:22:00,0.035928913,0.359289133,1.088754948,TRUE,TRUE,"Yawzi_peak_photo",0.0509250065176191
"1534","homoserine betaine","CINAR_BC_79","mtab_CINAR_BC_lumos_032822_82","mtab_CINAR_BC_lumos_032822_195","30","10",3,"Tektite","TK","coral",2021-01-23,05:55:00,"dawn","Day2",7.4,241,1963.4,331.8,1631.6,1.59,139,"Deriv_79",60.4,198,35,80.206,0,NA,NA,1,"CINAR_BC_79","1-Apr-22","CINAR_35",77.14187661,8.531827664,1,"USVI 2021","Temporal",198,"Tektite","1/23/2021",05:55:00,"dawn",23570,60060,1142,601000,2021-01-23 05:55:00,0.029896024,0.298960245,0.905940136,TRUE,TRUE,"Tektite_dawn",0.0424986934944793
"1535","homoserine betaine","CINAR_BC_37","mtab_CINAR_BC_lumos_032822_49","mtab_CINAR_BC_lumos_032822_162","4","2",3,"LB_seagrass","SG","seagrass",2021-01-23,06:35:00,"dawn","Day2",3,237,1937.1,331.7,1605.4,1.57,136,"Deriv_37",60.9,207,39,80.206,0,NA,NA,1,"CINAR_BC_37","1-Apr-22","CINAR_39",89.26602528,9.470431386,1,"USVI 2021","Temporal",207,"LB_seagrass","1/23/2021",06:35:00,"dawn",6263,28875,1418,585000,2021-01-23 06:35:00,0.37301583,0.298960245,0.905940136,TRUE,FALSE,"LB_seagrass_dawn",0.457348258937922
"1536","homoserine betaine","CINAR_BC_115","mtab_CINAR_BC_lumos_032822_44","mtab_CINAR_BC_lumos_032822_157","45","15",3,"Tektite","TK","coral",2021-01-26,13:02:00,"peak_photo","Day5",9.2,311,1940.6,333.1,1607.5,1.57,205,"Deriv_115",54,336,100,81.09,960,NA,NA,1,"CINAR_BC_115","2-Apr-22","CINAR_100",91.4983374,9.622732083,1,"USVI 2021","Temporal",336,"Tektite","1/26/2021",13:02:00,"peak_photo",17398,39708,959,459000,2021-01-26 13:02:00,2.834820152,0.298960245,0.905940136,FALSE,FALSE,"Tektite_peak_photo",1.93915891882288
"1537","homoserine betaine","CINAR_BC_80","mtab_CINAR_BC_lumos_032822_56","mtab_CINAR_BC_lumos_032822_169","66","22",3,"Yawzi","YZ","coral",2021-01-25,06:29:00,"dawn","Day4",8.4,313,2010.7,332.1,1678.6,1.64,172,"Deriv_80",52.6,352,73,80.206,0,"cane5",NA,1,"CINAR_BC_80","1-Apr-22","CINAR_73",72.67657244,7.669936746,1,"USVI 2021","Temporal",352,"Yawzi","1/25/2021",06:29:00,"dawn",25500,66705,1865,631000,2021-01-25 06:29:00,0.029896024,0.298960245,0.905940136,TRUE,TRUE,"Yawzi_dawn",0.0424986934944793
"1538","homoserine betaine","CINAR_BC_84","mtab_CINAR_BC_lumos_032822_24","mtab_CINAR_BC_lumos_032822_137","43","14",3,"Tektite","TK","coral",2021-01-25,06:03:00,"dawn","Day4",9.6,316,2187.8,333,1854.8,1.81,178,"Deriv_84",53.8,305,71,80.382,0,"cane5",NA,1,"CINAR_BC_84","2-Apr-22","CINAR_71",79.41413114,5.822261663,1,"USVI 2021","Temporal",305,"Tektite","1/25/2021",06:03:00,"dawn",29715,56594,1458,530000,2021-01-25 06:03:00,0.029896024,0.298960245,0.905940136,TRUE,TRUE,"Tektite_dawn",0.0424986934944793
"1539","homoserine betaine","CINAR_BC_55","mtab_CINAR_BC_lumos_032822_41","mtab_CINAR_BC_lumos_032822_154","61","20",3,"Yawzi","YZ","coral",2021-01-24,06:26:00,"dawn","Day3",8.8,295,2191.5,332.8,1858.7,1.81,159,"Deriv_55",55.9,248,51,80.382,0,NA,NA,1,"CINAR_BC_55","1-Apr-22","CINAR_51",86.5953212,11.03176258,1,"USVI 2021","Temporal",248,"Yawzi","1/24/2021",06:26:00,"dawn",28454,73848,1628,643000,2021-01-24 06:26:00,0.029896024,0.298960245,0.905940136,TRUE,TRUE,"Yawzi_dawn",0.0424986934944793
"1540","homoserine betaine","CINAR_BC_81A","mtab_CINAR_BC_lumos_032822_84","mtab_CINAR_BC_lumos_032822_197","42","14",3,"Tektite","TK","coral",2021-01-25,06:03:00,"dawn","Day4",9.6,319,1951.3,332.8,1618.5,1.58,174,"Deriv_81",51.5,358,69,80.382,0,"cane5",NA,1,"CINAR_BC_81A","31-Mar-22","CINAR_69",85.85732473,10.05191296,1,"USVI 2021","Temporal",358,"Tektite","1/25/2021",06:03:00,"dawn",30214,58590,1497,551000,2021-01-25 06:03:00,0.029896024,0.298960245,0.905940136,TRUE,TRUE,"Tektite_dawn",0.0424986934944793
"1541","homoserine betaine","CINAR_BC_78","mtab_CINAR_BC_lumos_032822_108","mtab_CINAR_BC_lumos_032822_221","56","18",4,"Yawzi","YZ","coral",2021-01-23,06:20:00,"dawn","Day2",8.2,225,1952.3,332.6,1619.7,1.58,135,"Deriv_78",55,216,31,80.382,0,NA,NA,1,"CINAR_BC_78","1-Apr-22","CINAR_31",77.08535377,9.668982173,1,"USVI 2021","Temporal",216,"Yawzi","1/23/2021",06:20:00,"dawn",21942,63881,1129,603000,2021-01-23 06:20:00,0.029896024,0.298960245,0.905940136,TRUE,TRUE,"Yawzi_dawn",0.0424986934944793
"1542","homoserine betaine","CINAR_BC_39","mtab_CINAR_BC_lumos_032822_92","mtab_CINAR_BC_lumos_032822_205","53","18",4,"Yawzi","YZ","coral",2021-01-23,06:20:00,"dawn","Day2",8.2,228,1883,332,1551,1.51,134,"Deriv_38*, Deriv_39, Deriv_40",NA,213,33,80.382,0,NA,NA,1,"CINAR_BC_39","31-Mar-22","CINAR_33",138.6777934,7.3671882,1,"USVI 2021","Temporal",213,"Yawzi","1/23/2021",06:20:00,"dawn",21075,65549,1142,633000,2021-01-23 06:20:00,0.029896024,0.298960245,0.905940136,TRUE,TRUE,"Yawzi_dawn",0.0424986934944793
"1543","homoserine betaine","CINAR_BC_74","mtab_CINAR_BC_lumos_032822_63","mtab_CINAR_BC_lumos_032822_176","9","3",3,"LB_seagrass","SG","seagrass",2021-01-24,14:01:00,"peak_photo","Day3",3.5,289,2000.9,331.4,1669.5,1.63,167,"Deriv_74",56.6,258,67,82.33,1920,"cane4",NA,1,"CINAR_BC_74","1-Apr-22","CINAR_67",243.2624963,7.674449264,1,"USVI 2021","Temporal",258,"LB_seagrass","1/24/2021",14:01:00,"peak_photo",4018,31908,1615,535000,2021-01-24 14:01:00,0.328778149,0.298960245,0.905940136,TRUE,FALSE,"LB_seagrass_peak_photo",0.410100254309573
"1544","homoserine betaine","CINAR_BC_98","mtab_CINAR_BC_lumos_032822_91","mtab_CINAR_BC_lumos_032822_204","40","13",3,"Tektite","TK","coral",2021-01-25,13:00:00,"peak_photo","Day4",9.1,270,1967.1,332.4,1634.7,1.59,183,"Deriv_98",56.5,288,80,81.266,960,NA,NA,1,"CINAR_BC_98","1-Apr-22","CINAR_80",87.3442488,9.023692114,1,"USVI 2021","Temporal",288,"Tektite","1/25/2021",13:00:00,"peak_photo",23439,55714,1392,591000,2021-01-25 13:00:00,3.709043695,0.298960245,0.905940136,FALSE,FALSE,"Tektite_peak_photo",2.23543410940052
"1545","homoserine betaine","CINAR_BC_81B","mtab_CINAR_BC_lumos_032822_57","mtab_CINAR_BC_lumos_032822_170","6","2",3,"LB_seagrass","SG","seagrass",2021-01-23,06:35:00,"dawn","Day2",3,219,1940.5,332,1608.5,1.57,138,"Deriv_81",57.8,201,38,80.206,0,NA,NA,1,"CINAR_BC_81B","1-Apr-22","CINAR_38",84.89963607,8.906366649,1,"USVI 2021","Temporal",201,"LB_seagrass","1/23/2021",06:35:00,"dawn",5436,25868,1996,456000,2021-01-23 06:35:00,0.363025019,0.298960245,0.905940136,TRUE,FALSE,"LB_seagrass_dawn",0.446812043768916
"1546","homoserine betaine","CINAR_BC_99","mtab_CINAR_BC_lumos_032822_26","mtab_CINAR_BC_lumos_032822_139","15","5",3,"LB_seagrass","SG","seagrass",2021-01-25,13:40:00,"peak_photo","Day4",3.6,273,1805.1,332,1473.1,1.44,181,"Deriv_99",55.4,297,85,81.621,336,NA,NA,1,"CINAR_BC_99","1-Apr-22","CINAR_85",80.70281538,7.647374156,1,"USVI 2021","Temporal",297,"LB_seagrass","1/25/2021",13:40:00,"peak_photo",13538,68582,1668,704000,2021-01-25 13:40:00,0.029896024,0.298960245,0.905940136,TRUE,TRUE,"LB_seagrass_peak_photo",0.0424986934944793
"1547","homoserine betaine","CINAR_BC_83","mtab_CINAR_BC_lumos_032822_48","mtab_CINAR_BC_lumos_032822_161","16","6",3,"LB_seagrass","SG","seagrass",2021-01-25,06:44:00,"dawn","Day4",3.8,334,2030.6,335.5,1695.1,1.65,175,"Deriv_83",54.2,340,75,79.853,1,"cane5",NA,1,"CINAR_BC_83","2-Apr-22","CINAR_75",84.30293968,12.21578459,1,"USVI 2021","Temporal",340,"LB_seagrass","1/25/2021",06:44:00,"dawn",8732,47691,3427,644000,2021-01-25 06:44:00,0.029896024,0.298960245,0.905940136,TRUE,TRUE,"LB_seagrass_dawn",0.0424986934944793
"1548","homoserine betaine","CINAR_BC_76","mtab_CINAR_BC_lumos_032822_69","mtab_CINAR_BC_lumos_032822_182","55","18",4,"Yawzi","YZ","coral",2021-01-23,06:20:00,"dawn","Day2",8.2,222,2093.2,332,1761.2,1.72,137,"Deriv_76",55.5,210,32,80.382,0,NA,NA,1,"CINAR_BC_76","2-Apr-22","CINAR_32",97.63473505,14.5727,1,"USVI 2021","Temporal",210,"Yawzi","1/23/2021",06:20:00,"dawn",19591,64709,1090,648000,2021-01-23 06:20:00,0.029896024,0.298960245,0.905940136,TRUE,TRUE,"Yawzi_dawn",0.0424986934944793
"1549","homoserine betaine","CINAR_BC_60","mtab_CINAR_BC_lumos_032822_76","mtab_CINAR_BC_lumos_032822_189","36","12",3,"Tektite","TK","coral",2021-01-24,06:02:00,"dawn","Day3",6.6,278,1852.2,332.6,1519.6,1.48,152,"Deriv_58, Deriv_59*, Deriv_60",NA,254,55,80.382,0,NA,NA,1,"CINAR_BC_60","31-Mar-22","CINAR_55",100.3840642,10.00976658,1,"USVI 2021","Temporal",254,"Tektite","1/24/2021",06:02:00,"dawn",24226,59982,1129,525000,2021-01-24 06:02:00,0.630162351,0.298960245,0.905940136,TRUE,FALSE,"Tektite_dawn",0.70501565238202
"1550","homoserine betaine","CINAR_BC_113","mtab_CINAR_BC_lumos_032822_35","mtab_CINAR_BC_lumos_032822_148","69","23",3,"Yawzi","YZ","coral",2021-01-26,13:28:00,"peak_photo","Day5",8.8,308,1868.8,329.5,1539.3,1.5,198,"Deriv_113",53.2,330,104,81.09,464,NA,NA,1,"CINAR_BC_113","1-Apr-22","CINAR_104",81.49413511,11.05883768,1,"USVI 2021","Temporal",330,"Yawzi","1/26/2021",13:28:00,"peak_photo",18593,57762,1497,591000,2021-01-26 13:28:00,0.336479457,0.298960245,0.905940136,TRUE,FALSE,"Yawzi_peak_photo",0.418437662113725
"1551","homoserine betaine","CINAR_BC_116","mtab_CINAR_BC_lumos_032822_27","mtab_CINAR_BC_lumos_032822_140","46","15",3,"Tektite","TK","coral",2021-01-26,13:02:00,"peak_photo","Day5",9.2,314,1916.6,325.2,1591.4,1.55,199,"Deriv_116",57.2,345,101,81.09,960,NA,NA,1,"CINAR_BC_116","2-Apr-22","CINAR_101",75.36671992,8.459868332,1,"USVI 2021","Temporal",345,"Tektite","1/26/2021",13:02:00,"peak_photo",25040,37528,1011,462000,2021-01-26 13:02:00,3.523694299,0.298960245,0.905940136,FALSE,FALSE,"Tektite_peak_photo",2.17750143856328
"1552","homoserine betaine","CINAR_BC_120","mtab_CINAR_BC_lumos_032822_32","mtab_CINAR_BC_lumos_032822_145","21","7",3,"LB_seagrass","SG","seagrass",2021-01-26,13:49:00,"peak_photo","Day5",3.6,332,1940.2,332.6,1607.6,1.57,203,"DerIv_120",53.7,354,97,82.686,2304,NA,NA,1,"CINAR_BC_120","1-Apr-22","CINAR_97",83.24634307,9.014667078,1,"USVI 2021","Temporal",354,"LB_seagrass","1/26/2021",13:49:00,"peak_photo",13052,59850,1497,745000,2021-01-26 13:49:00,0.029896024,0.298960245,0.905940136,TRUE,TRUE,"LB_seagrass_peak_photo",0.0424986934944793
"1553","homoserine betaine","CINAR_BC_85","mtab_CINAR_BC_lumos_032822_89","mtab_CINAR_BC_lumos_032822_202","17","6",3,"LB_seagrass","SG","seagrass",2021-01-25,06:44:00,"dawn","Day4",3.8,337,1924.6,331.8,1592.8,1.55,173,"Deriv_85",52.6,346,76,79.853,1,"cane5",NA,1,"CINAR_BC_85","1-Apr-22","CINAR_76",84.65941401,8.292664215,1,"USVI 2021","Temporal",346,"LB_seagrass","1/25/2021",06:44:00,"dawn",9192,46759,3165,629000,2021-01-25 06:44:00,0.505009948,0.298960245,0.905940136,TRUE,FALSE,"LB_seagrass_dawn",0.589773023119751
"1554","homoserine betaine","CINAR_BC_40","mtab_CINAR_BC_lumos_032822_103","mtab_CINAR_BC_lumos_032822_216","54","18",4,"Yawzi","YZ","coral",2021-01-23,06:20:00,"dawn","Day2",8.2,228,1883,332,1551,1.51,134,"Deriv_38*, Deriv_39, Deriv_40",NA,213,33,80.382,0,NA,NA,1,"CINAR_BC_40","31-Mar-22","CINAR_33",138.6777934,7.3671882,1,"USVI 2021","Temporal",213,"Yawzi","1/23/2021",06:20:00,"dawn",21075,65549,1142,633000,2021-01-23 06:20:00,0.029896024,0.298960245,0.905940136,TRUE,TRUE,"Yawzi_dawn",0.0424986934944793
"1555","homoserine betaine","CINAR_BC_82","mtab_CINAR_BC_lumos_032822_81","mtab_CINAR_BC_lumos_032822_194","67","22",3,"Yawzi","YZ","coral",2021-01-25,06:29:00,"dawn","Day4",8.4,331,1955.1,332.2,1622.9,1.58,176,"Deriv_82",53.7,349,72,80.206,0,"cane5",NA,1,"CINAR_BC_82","2-Apr-22","CINAR_72",84.56406298,10.79896208,1,"USVI 2021","Temporal",349,"Yawzi","1/25/2021",06:29:00,"dawn",23570,63684,1471,609000,2021-01-25 06:29:00,0.029896024,0.298960245,0.905940136,TRUE,TRUE,"Yawzi_dawn",0.0424986934944793
