"","metabolites","LOD","LODflag","LOQ","QuantFlag","adaptedDervLabel","File_Name_Neg","File_Name_Pos","rowID_full","rep_group","n","Site","Site_abv","group","Date","Time","date_time","sample_type","Sampling_Day","collection_depth_m","DNA_no","Before_mass_g","After_mass_g","vol_difference","vol_ml","SPE_label","Deriv_label","Deriv_mass_g","FCM_no","DOC_no","HOBO_temp_F","HOBO_lumens","Dry_shipper","Notes","Analyze_","matlabName","DateRun","filename","NPOC","TN","CINARSampleBox","AddedDetailFromNotesInsideSampleBox","Experiment","Sample_ID","Filtration_typeOrReef","TimeOrDay","TreatmentOrTimeCollected","IncubationOrTimeOfDay","Prochlorococcus","Synechococcus","Picoeukaryotes","Unpigmented_cells","concentration"
"42","2'deoxycytidine",0.124174896,FALSE,0.376287562,FALSE,"CINAR_BC_65","mtab_CINAR_BC_lumos_032822_33","mtab_CINAR_BC_lumos_032822_146","31","11",4,"Tektite","TK","coral","01/24/2021",13:05:00,2021-01-24 13:05:00,"peak_photo","Day3",7.3,277,1838.6,332.3,1506.3,1.47,161,"Deriv_64*, Deriv_65, Deriv_66",NA,296,59,81.442,864,"cane4",NA,1,"CINAR_BC_65","02-Apr-2022","CINAR_59",92.2091730614747,10.8702487508858,1,"USVI 2021","Temporal",296,"Tektite","01/24/2021",13:05:00,"peak_photo",16781,59154,1313,553000,0.0705375494370725
"43","2'deoxycytidine",0.124174896,FALSE,0.376287562,FALSE,"CINAR_BC_44","mtab_CINAR_BC_lumos_032822_90","mtab_CINAR_BC_lumos_032822_203","27","9",3,"Tektite","TK","coral","01/23/2021",13:04:00,2021-01-23 13:04:00,"peak_photo","Day2",8.9,227,2154.2,332,1822.2,1.78,150,"Deriv_44",55.3,247,43,81.266,1280,NA,NA,1,"CINAR_BC_44","31-Mar-2022","CINAR_43",77.4611358492874,7.75914958600259,1,"USVI 2021","Temporal",247,"Tektite","01/23/2021",13:04:00,"peak_photo",21193,61584,1339,606000,0.0705375494370725
"44","2'deoxycytidine",0.124174896,FALSE,0.376287562,FALSE,"CINAR_BC_115","mtab_CINAR_BC_lumos_032822_44","mtab_CINAR_BC_lumos_032822_157","45","15",3,"Tektite","TK","coral","01/26/2021",13:02:00,2021-01-26 13:02:00,"peak_photo","Day5",9.2,311,1940.6,333.1,1607.5,1.57,205,"Deriv_115",54,336,100,81.09,960,NA,NA,1,"CINAR_BC_115","02-Apr-2022","CINAR_100",91.4983373992597,9.62273208307213,1,"USVI 2021","Temporal",336,"Tektite","01/26/2021",13:02:00,"peak_photo",17398,39708,959,459000,0.0705375494370725
"45","2'deoxycytidine",0.124174896,FALSE,0.376287562,FALSE,"CINAR_BC_43","mtab_CINAR_BC_lumos_032822_93","mtab_CINAR_BC_lumos_032822_206","26","9",3,"Tektite","TK","coral","01/23/2021",13:04:00,2021-01-23 13:04:00,"peak_photo","Day2",8.9,236,1962,331.9,1630.1,1.59,144,"Deriv_43",53.8,244,42,81.266,1280,NA,"*filter was loaded incorrectly, not as much biomass on filter as the other filters",1,"CINAR_BC_43","01-Apr-2022","CINAR_42",80.2788940983459,8.10313846369066,1,"USVI 2021","Temporal",244,"Tektite","01/23/2021",13:04:00,"peak_photo",21193,61531,1352,597000,0.0705375494370725
"46","2'deoxycytidine",0.124174896,FALSE,0.376287562,FALSE,"CINAR_BC_77","mtab_CINAR_BC_lumos_032822_46","mtab_CINAR_BC_lumos_032822_159","29","10",3,"Tektite","TK","coral","01/23/2021",05:55:00,2021-01-23 05:55:00,"dawn","Day2",7.4,234,1921.2,328,1593.2,1.55,141,"Deriv_77",54.8,192,34,80.206,0,NA,NA,1,"CINAR_BC_77","31-Mar-2022","CINAR_34",89.6778127897696,8.1468963333748,1,"USVI 2021","Temporal",192,"Tektite","01/23/2021",05:55:00,"dawn",21732,53482,998,529000,0.0705375494370725
"47","2'deoxycytidine",0.124174896,FALSE,0.376287562,FALSE,"CINAR_BC_96","mtab_CINAR_BC_lumos_032822_99","mtab_CINAR_BC_lumos_032822_212","64","21",3,"Yawzi","YZ","coral","01/25/2021",13:22:00,2021-01-25 13:22:00,"peak_photo","Day4",8.5,285,1897,332.6,1564.4,1.53,179,"Deriv_96",53.1,310,82,80.911,448,NA,NA,1,"CINAR_BC_96","31-Mar-2022","CINAR_82",128.252895735171,15.2022012801257,1,"USVI 2021","Temporal",310,"Yawzi","01/25/2021",13:22:00,"peak_photo",17109,61019,1576,637000,0.0705375494370725
"48","2'deoxycytidine",0.124174896,FALSE,0.376287562,FALSE,"CINAR_BC_39","mtab_CINAR_BC_lumos_032822_92","mtab_CINAR_BC_lumos_032822_205","53","18",4,"Yawzi","YZ","coral","01/23/2021",06:20:00,2021-01-23 06:20:00,"dawn","Day2",8.2,228,1883,332,1551,1.51,134,"Deriv_38*, Deriv_39, Deriv_40",NA,213,33,80.382,0,NA,NA,1,"CINAR_BC_39","31-Mar-2022","CINAR_33",138.677793391049,7.36718820007199,1,"USVI 2021","Temporal",213,"Yawzi","01/23/2021",06:20:00,"dawn",21075,65549,1142,633000,0.0705375494370725
"49","2'deoxycytidine",0.124174896,FALSE,0.376287562,FALSE,"CINAR_BC_73","mtab_CINAR_BC_lumos_032822_111","mtab_CINAR_BC_lumos_032822_224","8","3",3,"LB_seagrass","SG","seagrass","01/24/2021",14:01:00,2021-01-24 14:01:00,"peak_photo","Day3",3.5,280,1948.9,332.1,1616.8,1.58,166,"Deriv_73",57.5,257,66,82.33,1920,"cane4",NA,1,"CINAR_BC_73","02-Apr-2022","CINAR_66",84.3754739268606,5.73315332949579,1,"USVI 2021","Temporal",257,"LB_seagrass","01/24/2021",14:01:00,"peak_photo",0,25947,276,13.1,0.0705375494370725
"50","2'deoxycytidine",0.124174896,FALSE,0.376287562,FALSE,"CINAR_BC_50","mtab_CINAR_BC_lumos_032822_47","mtab_CINAR_BC_lumos_032822_160","52","17",3,"Yawzi","YZ","coral","01/23/2021",13:40:00,2021-01-23 13:40:00,"peak_photo","Day2",8.1,186,1893.5,332.3,1561.2,1.52,149,"Deriv_47, Deriv_50, Deriv_51*",NA,259,44,81.09,416,NA,NA,1,"CINAR_BC_50","02-Apr-2022","CINAR_44",79.5156790933501,7.45294416441042,1,"USVI 2021","Temporal",259,"Yawzi","01/23/2021",13:40:00,"peak_photo",19145,67755,1392,617000,0.0705375494370725
"51","2'deoxycytidine",0.124174896,FALSE,0.376287562,FALSE,"CINAR_BC_116","mtab_CINAR_BC_lumos_032822_27","mtab_CINAR_BC_lumos_032822_140","46","15",3,"Tektite","TK","coral","01/26/2021",13:02:00,2021-01-26 13:02:00,"peak_photo","Day5",9.2,314,1916.6,325.2,1591.4,1.55,199,"Deriv_116",57.2,345,101,81.09,960,NA,NA,1,"CINAR_BC_116","02-Apr-2022","CINAR_101",75.3667199220545,8.45986833200293,1,"USVI 2021","Temporal",345,"Tektite","01/26/2021",13:02:00,"peak_photo",25040,37528,1011,462000,0.0705375494370725
"52","2'deoxycytidine",0.124174896,FALSE,0.376287562,FALSE,"CINAR_BC_113","mtab_CINAR_BC_lumos_032822_35","mtab_CINAR_BC_lumos_032822_148","69","23",3,"Yawzi","YZ","coral","01/26/2021",13:28:00,2021-01-26 13:28:00,"peak_photo","Day5",8.8,308,1868.8,329.5,1539.3,1.5,198,"Deriv_113",53.2,330,104,81.09,464,NA,NA,1,"CINAR_BC_113","01-Apr-2022","CINAR_104",81.4941351065479,11.0588376842708,1,"USVI 2021","Temporal",330,"Yawzi","01/26/2021",13:28:00,"peak_photo",18593,57762,1497,591000,0.0705375494370725
"53","2'deoxycytidine",0.124174896,FALSE,0.376287562,FALSE,"CINAR_BC_114","mtab_CINAR_BC_lumos_032822_107","mtab_CINAR_BC_lumos_032822_220","70","23",3,"Yawzi","YZ","coral","01/26/2021",13:28:00,2021-01-26 13:28:00,"peak_photo","Day5",8.8,317,2004,328.6,1675.4,1.63,201,"Deriv_114",54.1,333,103,81.09,464,NA,NA,1,"CINAR_BC_114","01-Apr-2022","CINAR_103",81.4093508501617,11.5507021347185,1,"USVI 2021","Temporal",333,"Yawzi","01/26/2021",13:28:00,"peak_photo",20773,60428,1392,618000,0.0705375494370725
"54","2'deoxycytidine",0.124174896,FALSE,0.376287562,FALSE,"CINAR_BC_111","mtab_CINAR_BC_lumos_032822_55","mtab_CINAR_BC_lumos_032822_168","74","24",3,"Yawzi","YZ","coral","01/26/2021",06:15:00,2021-01-26 06:15:00,"dawn","Day5",8.3,306,1937.6,332.2,1605.4,1.57,188,"111",52.2,360,90,80.206,0,NA,NA,1,"CINAR_BC_111","02-Apr-2022","CINAR_90",105.134776633588,13.7306262535159,1,"USVI 2021","Temporal",360,"Yawzi","01/26/2021",06:15:00,"dawn",NA,NA,NA,NA,0.0705375494370725
"55","2'deoxycytidine",0.124174896,TRUE,0.376287562,FALSE,"CINAR_BC_54","mtab_CINAR_BC_lumos_032822_67","mtab_CINAR_BC_lumos_032822_180","10","4",3,"LB_seagrass","SG","seagrass","01/24/2021",06:42:00,2021-01-24 06:42:00,"dawn","Day3",3.4,287,1984.7,331.5,1653.2,1.61,158,"Deriv_54",54.3,243,57,80.206,0,NA,NA,1,"CINAR_BC_54","02-Apr-2022","CINAR_57",88.6985153011476,7.45294416441042,1,"USVI 2021","Temporal",243,"LB_seagrass","01/24/2021",06:42:00,"dawn",3611,25960,3033,360000,0.160769637883965
"56","2'deoxycytidine",0.124174896,TRUE,0.376287562,FALSE,"CINAR_BC_95","mtab_CINAR_BC_lumos_032822_101","mtab_CINAR_BC_lumos_032822_214","14","5",3,"LB_seagrass","SG","seagrass","01/25/2021",13:40:00,2021-01-25 13:40:00,"peak_photo","Day4",3.6,279,1926.7,332,1594.7,1.56,182,"Deriv_95",54.4,294,84,81.621,336,NA,NA,1,"CINAR_BC_95","31-Mar-2022","CINAR_84",80.7485325532717,7.03844639251729,1,"USVI 2021","Temporal",294,"LB_seagrass","01/25/2021",13:40:00,"peak_photo",13735,77761,2022,913000,0.159456282885813
"57","2'deoxycytidine",0.124174896,FALSE,0.376287562,FALSE,"CINAR_BC_69","mtab_CINAR_BC_lumos_032822_52","mtab_CINAR_BC_lumos_032822_165","58","19",3,"Yawzi","YZ","coral","01/24/2021",13:37:00,2021-01-24 13:37:00,"peak_photo","Day3",8.9,274,1955.2,332.2,1623,1.58,168,"Deriv_69",55.4,263,62,81.09,432,"cane4",NA,1,"CINAR_BC_69","01-Apr-2022","CINAR_62",79.247352312314,9.24029297298259,1,"USVI 2021","Temporal",263,"Yawzi","01/24/2021",13:37:00,"peak_photo",16492,56633,1339,569000,0.0705375494370725
"58","2'deoxycytidine",0.124174896,FALSE,0.376287562,FALSE,"CINAR_BC_80","mtab_CINAR_BC_lumos_032822_56","mtab_CINAR_BC_lumos_032822_169","66","22",3,"Yawzi","YZ","coral","01/25/2021",06:29:00,2021-01-25 06:29:00,"dawn","Day4",8.4,313,2010.7,332.1,1678.6,1.64,172,"Deriv_80",52.6,352,73,80.206,0,"cane5",NA,1,"CINAR_BC_80","01-Apr-2022","CINAR_73",72.6765724423846,7.66993674586517,1,"USVI 2021","Temporal",352,"Yawzi","01/25/2021",06:29:00,"dawn",25500,66705,1865,631000,0.0705375494370725
"59","2'deoxycytidine",0.124174896,FALSE,0.376287562,FALSE,"CINAR_BC_84","mtab_CINAR_BC_lumos_032822_24","mtab_CINAR_BC_lumos_032822_137","43","14",3,"Tektite","TK","coral","01/25/2021",06:03:00,2021-01-25 06:03:00,"dawn","Day4",9.6,316,2187.8,333,1854.8,1.81,178,"Deriv_84",53.8,305,71,80.382,0,"cane5",NA,1,"CINAR_BC_84","02-Apr-2022","CINAR_71",79.414131141605,5.82226166291105,1,"USVI 2021","Temporal",305,"Tektite","01/25/2021",06:03:00,"dawn",29715,56594,1458,530000,0.0705375494370725
"60","2'deoxycytidine",0.124174896,FALSE,0.376287562,FALSE,"CINAR_BC_112","mtab_CINAR_BC_lumos_032822_28","mtab_CINAR_BC_lumos_032822_141","44","15",3,"Tektite","TK","coral","01/26/2021",13:02:00,2021-01-26 13:02:00,"peak_photo","Day5",9.2,320,2075.2,333.7,1741.5,1.7,204,"Deriv_112",51.6,339,102,81.09,960,NA,NA,1,"CINAR_BC_112","02-Apr-2022","CINAR_102",98.0409268616874,13.4766675032824,1,"USVI 2021","Temporal",339,"Tektite","01/26/2021",13:02:00,"peak_photo",22874,42688,972,474000,0.0705375494370725
"61","2'deoxycytidine",0.124174896,FALSE,0.376287562,FALSE,"CINAR_BC_74","mtab_CINAR_BC_lumos_032822_63","mtab_CINAR_BC_lumos_032822_176","9","3",3,"LB_seagrass","SG","seagrass","01/24/2021",14:01:00,2021-01-24 14:01:00,"peak_photo","Day3",3.5,289,2000.9,331.4,1669.5,1.63,167,"Deriv_74",56.6,258,67,82.33,1920,"cane4",NA,1,"CINAR_BC_74","01-Apr-2022","CINAR_67",243.262496291391,7.67444926375919,1,"USVI 2021","Temporal",258,"LB_seagrass","01/24/2021",14:01:00,"peak_photo",4018,31908,1615,535000,0.0705375494370725
"62","2'deoxycytidine",0.124174896,TRUE,0.376287562,FALSE,"CINAR_BC_45","mtab_CINAR_BC_lumos_032822_53","mtab_CINAR_BC_lumos_032822_166","50","17",3,"Yawzi","YZ","coral","01/23/2021",13:40:00,2021-01-23 13:40:00,"peak_photo","Day2",8.1,239,1994.9,331.5,1663.4,1.62,146,"Deriv_45",58.5,253,45,81.09,416,NA,NA,1,"CINAR_BC_45","02-Apr-2022","CINAR_45",84.4335013278577,6.24107082996281,1,"USVI 2021","Temporal",253,"Yawzi","01/23/2021",13:40:00,"peak_photo",17385,57460,1077,575000,0.23780519819897
"63","2'deoxycytidine",0.124174896,TRUE,0.376287562,FALSE,"CINAR_BC_78","mtab_CINAR_BC_lumos_032822_108","mtab_CINAR_BC_lumos_032822_221","56","18",4,"Yawzi","YZ","coral","01/23/2021",06:20:00,2021-01-23 06:20:00,"dawn","Day2",8.2,225,1952.3,332.6,1619.7,1.58,135,"Deriv_78",55,216,31,80.382,0,NA,NA,1,"CINAR_BC_78","01-Apr-2022","CINAR_31",77.0853537744662,9.66898217291406,1,"USVI 2021","Temporal",216,"Yawzi","01/23/2021",06:20:00,"dawn",21942,63881,1129,603000,0.145321740309222
"64","2'deoxycytidine",0.124174896,TRUE,0.376287562,FALSE,"CINAR_BC_85","mtab_CINAR_BC_lumos_032822_89","mtab_CINAR_BC_lumos_032822_202","17","6",3,"LB_seagrass","SG","seagrass","01/25/2021",06:44:00,2021-01-25 06:44:00,"dawn","Day4",3.8,337,1924.6,331.8,1592.8,1.55,173,"Deriv_85",52.6,346,76,79.853,1,"cane5",NA,1,"CINAR_BC_85","01-Apr-2022","CINAR_76",84.6594140116322,8.29266421523932,1,"USVI 2021","Temporal",346,"LB_seagrass","01/25/2021",06:44:00,"dawn",9192,46759,3165,629000,0.163757325075946
"65","2'deoxycytidine",0.124174896,FALSE,0.376287562,FALSE,"CINAR_BC_72","mtab_CINAR_BC_lumos_032822_114","mtab_CINAR_BC_lumos_032822_227","34","11",4,"Tektite","TK","coral","01/24/2021",13:05:00,2021-01-24 13:05:00,"peak_photo","Day3",7.3,266,1960.1,332.7,1627.4,1.59,165,"Deriv_72",55.9,299,64,81.442,864,"cane4",NA,1,"CINAR_BC_72","31-Mar-2022","CINAR_64",78.749439963011,6.80242663324725,1,"USVI 2021","Temporal",299,"Tektite","01/24/2021",13:05:00,"peak_photo",15744,52142,1169,490000,0.0705375494370725
"66","2'deoxycytidine",0.124174896,FALSE,0.376287562,FALSE,"CINAR_BC_63","mtab_CINAR_BC_lumos_032822_96","mtab_CINAR_BC_lumos_032822_209","12","4",3,"LB_seagrass","SG","seagrass","01/24/2021",06:42:00,2021-01-24 06:42:00,"dawn","Day3",3.4,281,1959.3,331.6,1627.7,1.59,160,"Deriv_63",56.2,245,58,80.206,0,NA,NA,1,"CINAR_BC_63","31-Mar-2022","CINAR_58",86.9679317229717,9.69366868430524,1,"USVI 2021","Temporal",245,"LB_seagrass","01/24/2021",06:42:00,"dawn",4556,30871,2311,534000,0.0705375494370725
"67","2'deoxycytidine",0.124174896,TRUE,0.376287562,TRUE,"CINAR_BC_109","mtab_CINAR_BC_lumos_032822_98","mtab_CINAR_BC_lumos_032822_211","23","8",3,"LB_seagrass","SG","seagrass","01/26/2021",06:31:00,2021-01-26 06:31:00,"dawn","Day5",3.7,309,2043.2,332,1711.2,1.67,195,"109",58.2,356,92,80.029,0,NA,NA,1,"CINAR_BC_109","02-Apr-2022","CINAR_92",85.5070082463049,7.77373416470538,1,"USVI 2021","Temporal",356,"LB_seagrass","01/26/2021",06:31:00,"dawn",10977,54230,2784,735000,0.440059476166579
"68","2'deoxycytidine",0.124174896,TRUE,0.376287562,FALSE,"CINAR_BC_110","mtab_CINAR_BC_lumos_032822_42","mtab_CINAR_BC_lumos_032822_155","24","8",3,"LB_seagrass","SG","seagrass","01/26/2021",06:31:00,2021-01-26 06:31:00,"dawn","Day5",3.7,318,1976.3,333.6,1642.7,1.6,194,"110",56.3,364,93,80.029,0,NA,NA,1,"CINAR_BC_110","01-Apr-2022","CINAR_93",81.211520918594,9.19516779404243,1,"USVI 2021","Temporal",364,"LB_seagrass","01/26/2021",06:31:00,"dawn",10505,58629,2272,687000,0.217515536176617
"69","2'deoxycytidine",0.124174896,FALSE,0.376287562,FALSE,"CINAR_BC_66","mtab_CINAR_BC_lumos_032822_31","mtab_CINAR_BC_lumos_032822_144","32","11",4,"Tektite","TK","coral","01/24/2021",13:05:00,2021-01-24 13:05:00,"peak_photo","Day3",7.3,277,1838.6,332.3,1506.3,1.47,161,"Deriv_64*, Deriv_65, Deriv_66",NA,296,59,81.442,864,"cane4",NA,1,"CINAR_BC_66","02-Apr-2022","CINAR_59",92.2091730614747,10.8702487508858,1,"USVI 2021","Temporal",296,"Tektite","01/24/2021",13:05:00,"peak_photo",16781,59154,1313,553000,0.0705375494370725
"70","2'deoxycytidine",0.124174896,FALSE,0.376287562,FALSE,"CINAR_BC_68","mtab_CINAR_BC_lumos_032822_80","mtab_CINAR_BC_lumos_032822_193","33","11",4,"Tektite","TK","coral","01/24/2021",13:05:00,2021-01-24 13:05:00,"peak_photo","Day3",7.3,283,1809.3,332.1,1477.2,1.44,162,"Deriv_68",56.3,293,60,81.442,864,"cane4",NA,1,"CINAR_BC_68","31-Mar-2022","CINAR_60",73.5221830418108,7.5568469351997,1,"USVI 2021","Temporal",293,"Tektite","01/24/2021",13:05:00,"peak_photo",19145,61190,1077,566000,0.0705375494370725
"71","2'deoxycytidine",0.124174896,FALSE,0.376287562,FALSE,"CINAR_BC_83","mtab_CINAR_BC_lumos_032822_48","mtab_CINAR_BC_lumos_032822_161","16","6",3,"LB_seagrass","SG","seagrass","01/25/2021",06:44:00,2021-01-25 06:44:00,"dawn","Day4",3.8,334,2030.6,335.5,1695.1,1.65,175,"Deriv_83",54.2,340,75,79.853,1,"cane5",NA,1,"CINAR_BC_83","02-Apr-2022","CINAR_75",84.3029396756142,12.2157845854564,1,"USVI 2021","Temporal",340,"LB_seagrass","01/25/2021",06:44:00,"dawn",8732,47691,3427,644000,0.0705375494370725
"72","2'deoxycytidine",0.124174896,TRUE,0.376287562,FALSE,"CINAR_BC_49","mtab_CINAR_BC_lumos_032822_21","mtab_CINAR_BC_lumos_032822_134","2","1",3,"LB_seagrass","SG","seagrass","01/23/2021",13:56:00,2021-01-23 13:56:00,"peak_photo","Day2",3.8,233,1947.8,332.2,1615.6,1.58,145,"Deriv_49",50.6,262,47,81.975,1088,NA,NA,1,"CINAR_BC_49","01-Apr-2022","CINAR_47",84.9702896183815,9.33956836665092,1,"USVI 2021","Temporal",262,"LB_seagrass","01/23/2021",13:56:00,"peak_photo",1996,16256,1339,378000,0.248107395664084
"73","2'deoxycytidine",0.124174896,TRUE,0.376287562,TRUE,"CINAR_BC_48","mtab_CINAR_BC_lumos_032822_34","mtab_CINAR_BC_lumos_032822_147","1","1",3,"LB_seagrass","SG","seagrass","01/23/2021",13:56:00,2021-01-23 13:56:00,"peak_photo","Day2",3.8,183,1968.9,331.8,1637.1,1.6,148,"Deriv_48",57.9,268,40,81.975,1088,NA,NA,1,"CINAR_BC_48","01-Apr-2022","CINAR_40",82.8082910805338,8.09411342790263,1,"USVI 2021","Temporal",268,"LB_seagrass","01/23/2021",13:56:00,"peak_photo",2298,18882,1878,331000,0.379585763137688
"74","2'deoxycytidine",0.124174896,TRUE,0.376287562,FALSE,"CINAR_BC_46","mtab_CINAR_BC_lumos_032822_102","mtab_CINAR_BC_lumos_032822_215","51","17",3,"Yawzi","YZ","coral","01/23/2021",13:40:00,2021-01-23 13:40:00,"peak_photo","Day2",8.1,230,2087.9,332.9,1755,1.71,151,"Deriv_46",60.7,256,46,81.09,416,NA,NA,1,"CINAR_BC_46","31-Mar-2022","CINAR_46",73.2408292698481,6.18708940372178,1,"USVI 2021","Temporal",256,"Yawzi","01/23/2021",13:40:00,"peak_photo",17372,57986,1274,564000,0.183454815863346
"75","2'deoxyguanosine",NA,NA,NA,NA,"CINAR_BC_91","mtab_CINAR_BC_lumos_032822_74","mtab_CINAR_BC_lumos_032822_187","63","21",3,"Yawzi","YZ","coral","01/25/2021",13:22:00,2021-01-25 13:22:00,"peak_photo","Day4",8.5,276,1911.8,332.7,1579.1,1.54,187,"Deriv_91",51.1,307,81,80.911,448,NA,NA,1,"CINAR_BC_91","31-Mar-2022","CINAR_81",83.7101512055098,7.52734446529094,1,"USVI 2021","Temporal",307,"Yawzi","01/25/2021",13:22:00,"peak_photo",19407,63343,1169,644000,0.00731341516635789
"76","2'deoxyguanosine",NA,NA,NA,NA,"CINAR_BC_81A","mtab_CINAR_BC_lumos_032822_84","mtab_CINAR_BC_lumos_032822_197","42","14",3,"Tektite","TK","coral","01/25/2021",06:03:00,2021-01-25 06:03:00,"dawn","Day4",9.6,319,1951.3,332.8,1618.5,1.58,174,"Deriv_81",51.5,358,69,80.382,0,"cane5",NA,1,"CINAR_BC_81A","31-Mar-2022","CINAR_69",85.8573247283824,10.0519129617687,1,"USVI 2021","Temporal",358,"Tektite","01/25/2021",06:03:00,"dawn",30214,58590,1497,551000,0.00731341516635789
"77","2'deoxyguanosine",NA,NA,NA,NA,"CINAR_BC_99","mtab_CINAR_BC_lumos_032822_26","mtab_CINAR_BC_lumos_032822_139","15","5",3,"LB_seagrass","SG","seagrass","01/25/2021",13:40:00,2021-01-25 13:40:00,"peak_photo","Day4",3.6,273,1805.1,332,1473.1,1.44,181,"Deriv_99",55.4,297,85,81.621,336,NA,NA,1,"CINAR_BC_99","01-Apr-2022","CINAR_85",80.7028153802768,7.64737415639509,1,"USVI 2021","Temporal",297,"LB_seagrass","01/25/2021",13:40:00,"peak_photo",13538,68582,1668,704000,0.00731341516635789
"78","2'deoxyguanosine",NA,NA,NA,NA,"CINAR_BC_57","mtab_CINAR_BC_lumos_032822_65","mtab_CINAR_BC_lumos_032822_178","11","4",3,"LB_seagrass","SG","seagrass","01/24/2021",06:42:00,2021-01-24 06:42:00,"dawn","Day3",3.4,272,1888.4,333.3,1555.1,1.52,153,"Deriv_57",53.2,242,56,80.206,0,NA,NA,1,"CINAR_BC_57","02-Apr-2022","CINAR_56",85.9567206040327,5.79552916288648,1,"USVI 2021","Temporal",242,"LB_seagrass","01/24/2021",06:42:00,"dawn",2377,18396,1602,303000,0.00731341516635789
"79","2'deoxyguanosine",NA,NA,NA,NA,"CINAR_BC_37","mtab_CINAR_BC_lumos_032822_49","mtab_CINAR_BC_lumos_032822_162","4","2",3,"LB_seagrass","SG","seagrass","01/23/2021",06:35:00,2021-01-23 06:35:00,"dawn","Day2",3,237,1937.1,331.7,1605.4,1.57,136,"Deriv_37",60.9,207,39,80.206,0,NA,NA,1,"CINAR_BC_37","01-Apr-2022","CINAR_39",89.2660252752816,9.47043138557738,1,"USVI 2021","Temporal",207,"LB_seagrass","01/23/2021",06:35:00,"dawn",6263,28875,1418,585000,0.00731341516635789
"80","2'deoxyguanosine",NA,NA,NA,NA,"CINAR_BC_70","mtab_CINAR_BC_lumos_032822_25","mtab_CINAR_BC_lumos_032822_138","7","3",3,"LB_seagrass","SG","seagrass","01/24/2021",14:01:00,2021-01-24 14:01:00,"peak_photo","Day3",3.5,286,1976,332.4,1643.6,1.6,169,"Deriv_70",59.3,255,65,82.33,1920,"cane4",NA,1,"CINAR_BC_70","02-Apr-2022","CINAR_65",85.0718027388263,7.19007458083539,1,"USVI 2021","Temporal",255,"LB_seagrass","01/24/2021",14:01:00,"peak_photo",3033,26669,1733,515000,0.00731341516635789
"81","2'deoxyguanosine",NA,NA,NA,NA,"CINAR_BC_79","mtab_CINAR_BC_lumos_032822_82","mtab_CINAR_BC_lumos_032822_195","30","10",3,"Tektite","TK","coral","01/23/2021",05:55:00,2021-01-23 05:55:00,"dawn","Day2",7.4,241,1963.4,331.8,1631.6,1.59,139,"Deriv_79",60.4,198,35,80.206,0,NA,NA,1,"CINAR_BC_79","01-Apr-2022","CINAR_35",77.141876612057,8.53182766362213,1,"USVI 2021","Temporal",198,"Tektite","01/23/2021",05:55:00,"dawn",23570,60060,1142,601000,0.00731341516635789
"82","2'deoxyguanosine",NA,NA,NA,NA,"CINAR_BC_60","mtab_CINAR_BC_lumos_032822_76","mtab_CINAR_BC_lumos_032822_189","36","12",3,"Tektite","TK","coral","01/24/2021",06:02:00,2021-01-24 06:02:00,"dawn","Day3",6.6,278,1852.2,332.6,1519.6,1.48,152,"Deriv_58, Deriv_59*, Deriv_60",NA,254,55,80.382,0,NA,NA,1,"CINAR_BC_60","31-Mar-2022","CINAR_55",100.38406421761,10.0097665761848,1,"USVI 2021","Temporal",254,"Tektite","01/24/2021",06:02:00,"dawn",24226,59982,1129,525000,0.00731341516635789
"83","2'deoxyguanosine",NA,NA,NA,NA,"CINAR_BC_76","mtab_CINAR_BC_lumos_032822_69","mtab_CINAR_BC_lumos_032822_182","55","18",4,"Yawzi","YZ","coral","01/23/2021",06:20:00,2021-01-23 06:20:00,"dawn","Day2",8.2,222,2093.2,332,1761.2,1.72,137,"Deriv_76",55.5,210,32,80.382,0,NA,NA,1,"CINAR_BC_76","02-Apr-2022","CINAR_32",97.6347350547074,14.5727000042901,1,"USVI 2021","Temporal",210,"Yawzi","01/23/2021",06:20:00,"dawn",19591,64709,1090,648000,0.00731341516635789
"84","2'deoxyguanosine",NA,NA,NA,NA,"CINAR_BC_55","mtab_CINAR_BC_lumos_032822_41","mtab_CINAR_BC_lumos_032822_154","61","20",3,"Yawzi","YZ","coral","01/24/2021",06:26:00,2021-01-24 06:26:00,"dawn","Day3",8.8,295,2191.5,332.8,1858.7,1.81,159,"Deriv_55",55.9,248,51,80.382,0,NA,NA,1,"CINAR_BC_55","01-Apr-2022","CINAR_51",86.5953211991168,11.0317625769067,1,"USVI 2021","Temporal",248,"Yawzi","01/24/2021",06:26:00,"dawn",28454,73848,1628,643000,0.00731341516635789
"85","2'deoxyguanosine",NA,NA,NA,NA,"CINAR_BC_100","mtab_CINAR_BC_lumos_032822_43","mtab_CINAR_BC_lumos_032822_156","13","5",3,"LB_seagrass","SG","seagrass","01/25/2021",13:40:00,2021-01-25 13:40:00,"peak_photo","Day4",3.6,282,2025.5,332.5,1693,1.65,184,"Deriv_100",55.1,300,86,81.621,336,NA,NA,1,"CINAR_BC_100","02-Apr-2022","CINAR_86",80.8212956157857,5.85790499627716,1,"USVI 2021","Temporal",300,"LB_seagrass","01/25/2021",13:40:00,"peak_photo",14444,68110,1707,702000,0.00731341516635789
