pair1	pair2	t	p.value	boot.p.value	q05	q10	sig
LB_seagrass	Tektite	6.502339867944642	1.9374952322047322e-10	1.9374952322047322e-10	5.750341279356903e-4	0.0017062801286956497	1.9374952322047322e-10
LB_seagrass	Yawzi	9.402942897858267	2.545641956408024e-19	2.545641956408024e-19	3.828600614162938e-5	1.1940415368334197e-4	2.545641956408024e-19
Tektite	Yawzi	2.9305094663624236	0.003527417564671322	0.003527417564671322	0.016256122654615172	0.036987103215614096	0.003527417564671322
