Source,Target,Type,Weight,estimate,padj_01
1,353,Undirected,0.7343158832057564,-0.7343158832057564,0.006537925003600076
2,354,Undirected,0.6504436355879909,0.6504436355879909,0.022008556958211092
2,355,Undirected,0.6504436355879909,0.6504436355879909,0.022008556958211092
3,356,Undirected,0.6504436355879909,-0.6504436355879909,0.022008556958211155
3,357,Undirected,0.6504436355879909,-0.6504436355879909,0.022008556958211155
4,358,Undirected,0.6783216783216784,0.6783216783216784,0.0153173290532817
5,354,Undirected,0.701819725665741,-0.701819725665741,0.010957379166021288
5,355,Undirected,0.6706277378583748,-0.6706277378583748,0.016989057452698724
5,359,Undirected,0.7581047672567904,-0.7581047672567904,0.00685706500360498
6,358,Undirected,0.6888580946214354,0.6888580946214354,0.01322866419803614
7,360,Undirected,0.6598535432689541,-0.6598535432689541,0.019550223530710016
8,356,Undirected,0.6608842948851807,-0.6608842948851807,0.019293713890780072
9,361,Undirected,0.6976000890454686,0.6976000890454686,0.011662174288655423
9,353,Undirected,0.6608842948851807,0.6608842948851807,0.019293713890780072
9,362,Undirected,0.6976000890454686,0.6976000890454686,0.011662174288655423
9,360,Undirected,0.7526737802859003,0.7526737802859003,0.00472787750582091
9,363,Undirected,0.7618527288259723,0.7618527288259723,0.003979733967020667
9,364,Undirected,0.6976000890454686,0.6976000890454686,0.011662174288655423
9,365,Undirected,0.6976000890454686,0.6976000890454686,0.011662174288655423
9,366,Undirected,0.7526737802859003,0.7526737802859003,0.00472787750582091
9,367,Undirected,0.6976000890454686,0.6976000890454686,0.011662174288655423
9,368,Undirected,0.6976000890454686,0.6976000890454686,0.011662174288655423
10,369,Undirected,0.6504436355879909,-0.6504436355879909,0.022008556958211155
10,364,Undirected,0.6504436355879909,-0.6504436355879909,0.022008556958211155
11,355,Undirected,0.6643356643356645,-0.6643356643356645,0.018452718028445364
12,354,Undirected,0.6713286713286714,-0.6713286713286714,0.01683145618689345
12,370,Undirected,0.7272727272727274,-0.7272727272727274,0.007355028857805111
12,355,Undirected,0.7692307692307694,-0.7692307692307694,0.0034464502618274493
13,371,Undirected,0.7280804124763831,-0.7280804124763831,0.007257634527692916
14,358,Undirected,0.6504436355879909,0.6504436355879909,0.022008556958211092
15,372,Undirected,0.6504436355879909,0.6504436355879909,0.022008556958211092
16,373,Undirected,0.6504436355879909,-0.6504436355879909,0.022008556958211155
17,354,Undirected,0.7272727272727274,0.7272727272727274,0.007355028857805126
17,358,Undirected,0.7062937062937064,-0.7062937062937064,0.010245193941127892
17,355,Undirected,0.7202797202797203,0.7202797202797203,0.008239768712338441
18,374,Undirected,0.686223731762058,-0.686223731762058,0.013729821891784637
19,375,Undirected,0.6713286713286714,0.6713286713286714,0.016831456186893405
19,359,Undirected,0.7454545454545454,0.7454545454545454,0.008454728885061592
20,373,Undirected,0.7096177226175827,0.7096177226175827,0.009738808592170642
21,373,Undirected,0.8896686147896997,0.8896686147896997,1.0670024787795806e-4
21,376,Undirected,0.6514896155546621,0.6514896155546621,0.0217247350674116
22,374,Undirected,0.9352028352316923,-0.9352028352316923,8.063834068683856e-6
23,377,Undirected,0.7226520157232504,0.7226520157232504,0.011996297693220085
24,361,Undirected,0.6504436355879909,-0.6504436355879909,0.022008556958211155
25,370,Undirected,0.6743558189451947,0.6743558189451947,0.01616312363204513
25,378,Undirected,0.7686206108407596,0.7686206108407596,0.003488367166039998
26,376,Undirected,0.6504436355879909,0.6504436355879909,0.022008556958211092
27,379,Undirected,0.8624886920341297,-0.8624886920341297,0.0058486331164544795
28,380,Undirected,0.6792421919653246,-0.6792421919653246,0.015125767324672931
29,381,Undirected,0.7154157546749256,0.7154157546749256,0.0089004650546664
30,373,Undirected,0.7110343653634215,0.7110343653634215,0.009528761167698633
30,382,Undirected,0.704029100680038,-0.704029100680038,0.010601234739609762
31,383,Undirected,0.8111888111888113,0.8111888111888113,0.0013633152527271946
32,373,Undirected,0.847109202052897,0.847109202052897,5.060072238973722e-4
32,384,Undirected,0.6549079545282901,0.6549079545282901,0.020815766877094483
32,376,Undirected,0.6549079545282901,0.6549079545282901,0.020815766877094483
33,374,Undirected,0.7692307692307694,-0.7692307692307694,0.0034464502618274493
34,380,Undirected,0.7202797202797203,0.7202797202797203,0.008239768712338441
34,385,Undirected,0.7202797202797203,0.7202797202797203,0.008239768712338441
35,358,Undirected,0.6503496503496504,-0.6503496503496504,0.022034190932365288
36,371,Undirected,0.7618527288259723,0.7618527288259723,0.003979733967020667
37,354,Undirected,0.6643356643356645,0.6643356643356645,0.018452718028445402
37,380,Undirected,0.8461538461538463,0.8461538461538463,5.211337004810042e-4
38,375,Undirected,0.7106115081357965,-0.7106115081357965,0.009591101661609711
38,378,Undirected,0.8338808513838429,-0.8338808513838429,7.484447300748816e-4
