label	NMDS1	NMDS2	type	sample_type	sampling_date	sampling_time	sampling_day	site	replicate	text_label
ASV_00818	0.19109984446336067	-0.020199071699837663	species	NA	NA	NA	NA	NA	NA	NA
ASV_00821	0.5587979068224532	0.15888775046360856	species	NA	NA	NA	NA	NA	NA	NA
ASV_00822	0.2445829023763566	-0.00240028012506301	species	NA	NA	NA	NA	NA	NA	NA
ASV_00825	0.23118699874942733	-0.15461150449992359	species	NA	NA	NA	NA	NA	NA	NA
ASV_00829	-0.8566446586509384	-0.137692712744207	species	NA	NA	NA	NA	NA	NA	NA
ASV_00837	-0.30473190732266686	0.13969861151473575	species	NA	NA	NA	NA	NA	NA	NA
ASV_00838	-0.8813304573636446	-0.12953485652527755	species	NA	NA	NA	NA	NA	NA	NA
ASV_00844	0.36029131710202655	-0.040794994679627716	species	NA	NA	NA	NA	NA	NA	NA
ASV_00845	-0.3612956264699381	0.03696374231722573	species	NA	NA	NA	NA	NA	NA	NA
ASV_00847	-0.4246723443840706	-0.3315508937462156	species	NA	NA	NA	NA	NA	NA	NA
ASV_00849	0.3040731885508363	-0.03710300213610907	species	NA	NA	NA	NA	NA	NA	NA
ASV_00851	-0.9559132940063144	-0.28084324797096877	species	NA	NA	NA	NA	NA	NA	NA
ASV_00852	0.2104255378786284	-0.12962763721274098	species	NA	NA	NA	NA	NA	NA	NA
ASV_00853	-0.2937604097641957	0.08346254866448849	species	NA	NA	NA	NA	NA	NA	NA
ASV_00856	0.0636554892621774	-0.013059803329533624	species	NA	NA	NA	NA	NA	NA	NA
ASV_00859	-0.6041003807948084	0.22224027195444276	species	NA	NA	NA	NA	NA	NA	NA
ASV_00864	-0.8093600485931365	-0.8779628000731464	species	NA	NA	NA	NA	NA	NA	NA
ASV_00867	0.6000073098519971	0.1607423587155562	species	NA	NA	NA	NA	NA	NA	NA
ASV_00869	0.33307549207088555	-0.116562376237212	species	NA	NA	NA	NA	NA	NA	NA
ASV_00871	0.23134180324318018	-0.020147413724503436	species	NA	NA	NA	NA	NA	NA	NA
ASV_00873	0.40219473244266835	0.07467562589305822	species	NA	NA	NA	NA	NA	NA	NA
ASV_00881	0.4582559604732666	0.3633057629180301	species	NA	NA	NA	NA	NA	NA	NA
ASV_00882	-0.9495963565819489	0.15427349189448106	species	NA	NA	NA	NA	NA	NA	NA
ASV_00884	-0.6287695830368792	0.17779405343877389	species	NA	NA	NA	NA	NA	NA	NA
ASV_00885	0.7375819502001413	0.14777574794743426	species	NA	NA	NA	NA	NA	NA	NA
ASV_00890	0.5107483594171344	0.09966698853687109	species	NA	NA	NA	NA	NA	NA	NA
ASV_00895	-0.8249055050222508	0.041828047534500284	species	NA	NA	NA	NA	NA	NA	NA
ASV_00896	0.3025480745550494	0.032978208302696356	species	NA	NA	NA	NA	NA	NA	NA
ASV_00897	0.48024943928160424	0.13417136691988554	species	NA	NA	NA	NA	NA	NA	NA
ASV_00898	-0.7770338744609194	-0.2541014703712988	species	NA	NA	NA	NA	NA	NA	NA
ASV_00899	-0.7770338744609194	-0.2541014703712988	species	NA	NA	NA	NA	NA	NA	NA
ASV_00902	0.39590832146692284	-0.024608466557577792	species	NA	NA	NA	NA	NA	NA	NA
ASV_00907	0.3934536608623044	-0.05377608053523124	species	NA	NA	NA	NA	NA	NA	NA
ASV_00908	-0.8919894779713161	-0.056055128748419475	species	NA	NA	NA	NA	NA	NA	NA
ASV_00909	0.6933420405270596	0.15338050047083202	species	NA	NA	NA	NA	NA	NA	NA
ASV_00911	-0.7770338744609194	-0.2541014703712988	species	NA	NA	NA	NA	NA	NA	NA
ASV_00912	0.35188475346259085	-0.004357686356204098	species	NA	NA	NA	NA	NA	NA	NA
ASV_00913	0.39222172066992883	-0.07617973051711532	species	NA	NA	NA	NA	NA	NA	NA
ASV_00914	0.07037872665090829	0.1973320788834041	species	NA	NA	NA	NA	NA	NA	NA
ASV_00916	-0.5070428903204177	0.22599826012372146	species	NA	NA	NA	NA	NA	NA	NA
ASV_00917	-0.66672915761525	-0.23291593686325215	species	NA	NA	NA	NA	NA	NA	NA
ASV_00918	0.3998550771676017	0.1595997173751645	species	NA	NA	NA	NA	NA	NA	NA
ASV_00919	0.32208698813347747	0.24000322061424834	species	NA	NA	NA	NA	NA	NA	NA
ASV_00921	0.36850891963423343	0.14249153049426086	species	NA	NA	NA	NA	NA	NA	NA
ASV_00923	0.2551197915173343	-0.09255879592746832	species	NA	NA	NA	NA	NA	NA	NA
ASV_00924	-0.7770338744609194	-0.2541014703712988	species	NA	NA	NA	NA	NA	NA	NA
ASV_00926	-0.5769744754771583	0.40032160630469443	species	NA	NA	NA	NA	NA	NA	NA
ASV_00927	0.3821999791940449	-0.03917867776828476	species	NA	NA	NA	NA	NA	NA	NA
ASV_00929	-0.9910416630889735	0.08139876611853454	species	NA	NA	NA	NA	NA	NA	NA
ASV_00932	0.32330066046767103	0.03289346072221241	species	NA	NA	NA	NA	NA	NA	NA
ASV_00933	-0.4290176807000918	-0.37226482960472046	species	NA	NA	NA	NA	NA	NA	NA
ASV_00934	0.5207960773893933	0.21539915288534656	species	NA	NA	NA	NA	NA	NA	NA
ASV_00936	-0.7770338744609194	-0.2541014703712988	species	NA	NA	NA	NA	NA	NA	NA
ASV_00938	0.33719472508248705	-0.09522833583982818	species	NA	NA	NA	NA	NA	NA	NA
ASV_00939	0.23126406989549197	0.3703785214972852	species	NA	NA	NA	NA	NA	NA	NA
ASV_00940	0.4025825570865927	0.009896067728707807	species	NA	NA	NA	NA	NA	NA	NA
ASV_00942	-0.8730477084020135	-0.38361611484033786	species	NA	NA	NA	NA	NA	NA	NA
ASV_00945	0.2264641503159361	0.04416873823979121	species	NA	NA	NA	NA	NA	NA	NA
ASV_00946	0.4795818797827082	-0.009530516426891235	species	NA	NA	NA	NA	NA	NA	NA
ASV_00951	-1.0391621861633122	-0.3200113091802993	species	NA	NA	NA	NA	NA	NA	NA
ASV_00955	0.051024204987860124	-0.06998245275028249	species	NA	NA	NA	NA	NA	NA	NA
ASV_00959	0.19253254016020022	0.26112337002682146	species	NA	NA	NA	NA	NA	NA	NA
ASV_00962	0.03183743557278992	-0.2264468656457604	species	NA	NA	NA	NA	NA	NA	NA
ASV_00965	0.30947561285158404	0.012899880694428314	species	NA	NA	NA	NA	NA	NA	NA
ASV_00966	0.5910810176733562	0.1217898594562187	species	NA	NA	NA	NA	NA	NA	NA
ASV_00967	-0.6317565191502327	0.02906213827953217	species	NA	NA	NA	NA	NA	NA	NA
ASV_00969	0.5204971102577662	0.10285865263919011	species	NA	NA	NA	NA	NA	NA	NA
ASV_00970	-0.8228170161755848	-0.35161821850662767	species	NA	NA	NA	NA	NA	NA	NA
ASV_00973	0.00201498317156976	-0.3154077251080423	species	NA	NA	NA	NA	NA	NA	NA
ASV_00975	-0.9253246872092576	-0.09942738426941176	species	NA	NA	NA	NA	NA	NA	NA
ASV_00982	0.11940667315961782	0.21676805776341984	species	NA	NA	NA	NA	NA	NA	NA
ASV_00984	-0.0905195297934399	-0.14660343916118826	species	NA	NA	NA	NA	NA	NA	NA
ASV_00987	0.39371121687988264	0.01723889266603178	species	NA	NA	NA	NA	NA	NA	NA
ASV_00989	0.1639566958269626	-0.07179736710084889	species	NA	NA	NA	NA	NA	NA	NA
ASV_00991	-0.18911563734706827	0.4367789278986597	species	NA	NA	NA	NA	NA	NA	NA
ASV_00992	0.41788646866112833	0.10682336308110896	species	NA	NA	NA	NA	NA	NA	NA
ASV_00996	-0.5740297269782167	0.034093306722348504	species	NA	NA	NA	NA	NA	NA	NA
ASV_00999	0.30811407505986266	-0.18367960965591673	species	NA	NA	NA	NA	NA	NA	NA
ASV_01009	-0.35683839860488636	0.1310851589291967	species	NA	NA	NA	NA	NA	NA	NA
ASV_01010	-0.3192767793033327	0.16247885874293075	species	NA	NA	NA	NA	NA	NA	NA
ASV_01012	0.3442138332308312	0.04261929352647103	species	NA	NA	NA	NA	NA	NA	NA
ASV_01015	-0.7538088757052224	0.15308198549185534	species	NA	NA	NA	NA	NA	NA	NA
ASV_01016	-0.5392274890211614	0.02930153256659131	species	NA	NA	NA	NA	NA	NA	NA
ASV_01017	-0.878977052110583	0.20947987130597684	species	NA	NA	NA	NA	NA	NA	NA
ASV_01018	-0.3151794722275452	0.19742537801770838	species	NA	NA	NA	NA	NA	NA	NA
ASV_01021	-0.782282463882711	0.1427564774177663	species	NA	NA	NA	NA	NA	NA	NA
ASV_01022	-1.033828132800616	0.1270767697808477	species	NA	NA	NA	NA	NA	NA	NA
ASV_01024	0.3165922838581867	-0.0723023578267065	species	NA	NA	NA	NA	NA	NA	NA
ASV_01026	-0.9849803547636943	-1.0937558454390142	species	NA	NA	NA	NA	NA	NA	NA
ASV_01030	0.33645841819237454	0.15180172317085538	species	NA	NA	NA	NA	NA	NA	NA
ASV_01031	-0.00780002954340154	-0.2951749450402789	species	NA	NA	NA	NA	NA	NA	NA
ASV_01032	-0.90395846819462	-0.8232751550158993	species	NA	NA	NA	NA	NA	NA	NA
ASV_01033	-0.11640275817869078	-0.3935442135679503	species	NA	NA	NA	NA	NA	NA	NA
ASV_01034	-0.012707341138244815	0.08960611802597239	species	NA	NA	NA	NA	NA	NA	NA
ASV_01035	-0.8538265660601423	-0.32543176542907537	species	NA	NA	NA	NA	NA	NA	NA
ASV_01037	0.4831268532520485	-0.031957768568656564	species	NA	NA	NA	NA	NA	NA	NA
ASV_01039	-0.5350498523743571	0.05463783156786165	species	NA	NA	NA	NA	NA	NA	NA
ASV_01041	-0.1404872149388595	-0.09638314210068705	species	NA	NA	NA	NA	NA	NA	NA
ASV_01042	0.21525869913369197	0.037535315958842116	species	NA	NA	NA	NA	NA	NA	NA
ASV_01044	-0.7770338744609194	-0.2541014703712988	species	NA	NA	NA	NA	NA	NA	NA
ASV_01046	0.2774757032542327	-0.014658319866027857	species	NA	NA	NA	NA	NA	NA	NA
ASV_01047	0.4087791612471215	0.021554047028503234	species	NA	NA	NA	NA	NA	NA	NA
ASV_01048	-0.3265560038295838	-0.4923655045698968	species	NA	NA	NA	NA	NA	NA	NA
ASV_01052	0.2745981489019104	-0.060013375201395484	species	NA	NA	NA	NA	NA	NA	NA
ASV_01054	0.3390020216255838	0.025932995943773858	species	NA	NA	NA	NA	NA	NA	NA
ASV_01056	-0.5414608878760091	-0.16740622133591537	species	NA	NA	NA	NA	NA	NA	NA
ASV_01060	0.412962583541712	0.1413981038364034	species	NA	NA	NA	NA	NA	NA	NA
ASV_01061	0.37329965996380854	0.07248546252128377	species	NA	NA	NA	NA	NA	NA	NA
ASV_01065	0.12589727843786766	0.03362200192535309	species	NA	NA	NA	NA	NA	NA	NA
ASV_01066	0.18815776052578176	-0.07311975759741868	species	NA	NA	NA	NA	NA	NA	NA
ASV_01067	-0.4776282113173511	-0.25188326732426675	species	NA	NA	NA	NA	NA	NA	NA
ASV_01068	-0.9240278762299916	0.4197261566158414	species	NA	NA	NA	NA	NA	NA	NA
ASV_01070	-0.3545567347527396	0.16138471271499796	species	NA	NA	NA	NA	NA	NA	NA
ASV_01074	-0.9611978212512541	-0.4571186787686208	species	NA	NA	NA	NA	NA	NA	NA
ASV_01076	-0.8368743485104027	-0.16527593846287728	species	NA	NA	NA	NA	NA	NA	NA
ASV_01079	0.5254102523216405	0.15117822310782203	species	NA	NA	NA	NA	NA	NA	NA
ASV_01080	-0.851865649430279	-0.42564789471839115	species	NA	NA	NA	NA	NA	NA	NA
ASV_01082	-0.9849803547636943	-1.0937558454390142	species	NA	NA	NA	NA	NA	NA	NA
ASV_01083	-0.8041035106557564	-0.30724043420621744	species	NA	NA	NA	NA	NA	NA	NA
ASV_01093	-0.4498197931223589	0.10611542897677709	species	NA	NA	NA	NA	NA	NA	NA
ASV_01094	-0.9603848606512237	-0.5059176056529785	species	NA	NA	NA	NA	NA	NA	NA
ASV_01095	-0.7809585716576299	-0.3851482933363061	species	NA	NA	NA	NA	NA	NA	NA
ASV_01096	0.3438084566718967	0.05302474091666259	species	NA	NA	NA	NA	NA	NA	NA
ASV_01097	0.3269491954967615	0.03703160452682934	species	NA	NA	NA	NA	NA	NA	NA
ASV_01098	0.36850891963423343	0.14249153049426086	species	NA	NA	NA	NA	NA	NA	NA
ASV_01105	-0.1031127999652927	0.0744321649423673	species	NA	NA	NA	NA	NA	NA	NA
ASV_01106	0.4330437727532568	0.2226790480138216	species	NA	NA	NA	NA	NA	NA	NA
ASV_01107	-0.8211598046409261	0.23797454569713447	species	NA	NA	NA	NA	NA	NA	NA
ASV_01108	0.17275662328157973	-0.14499129175135905	species	NA	NA	NA	NA	NA	NA	NA
ASV_01113	-0.526613894727828	-0.35260107896292886	species	NA	NA	NA	NA	NA	NA	NA
ASV_01114	0.24575589903929745	0.2848200577602939	species	NA	NA	NA	NA	NA	NA	NA
ASV_01115	0.35726609692242417	0.10073722851682179	species	NA	NA	NA	NA	NA	NA	NA
ASV_01116	0.09350915580232677	0.4485178660879649	species	NA	NA	NA	NA	NA	NA	NA
ASV_01119	-0.7036061033180633	0.055212923712861336	species	NA	NA	NA	NA	NA	NA	NA
ASV_01123	0.34783594557114367	0.12639451785829461	species	NA	NA	NA	NA	NA	NA	NA
ASV_01127	-0.2998837556551619	0.043648618827278426	species	NA	NA	NA	NA	NA	NA	NA
ASV_01128	-0.3631019114623943	0.00636662802492425	species	NA	NA	NA	NA	NA	NA	NA
ASV_01134	-0.8006833687182721	-0.7957066851638163	species	NA	NA	NA	NA	NA	NA	NA
ASV_01135	0.3742884282480348	-0.15319537404826933	species	NA	NA	NA	NA	NA	NA	NA
ASV_01136	0.27728417785191034	0.1689572468805081	species	NA	NA	NA	NA	NA	NA	NA
ASV_01137	0.2598317682122719	0.07726522645629005	species	NA	NA	NA	NA	NA	NA	NA
ASV_01138	0.4913980617361009	0.028119198324104786	species	NA	NA	NA	NA	NA	NA	NA
ASV_01139	0.5032769336149299	0.012334375209529538	species	NA	NA	NA	NA	NA	NA	NA
ASV_01144	-0.8254213071453076	-0.5305256848025397	species	NA	NA	NA	NA	NA	NA	NA
ASV_01145	-0.2814163401947475	0.0953396849388031	species	NA	NA	NA	NA	NA	NA	NA
ASV_01146	0.2841075153080001	-0.2382786967562352	species	NA	NA	NA	NA	NA	NA	NA
ASV_01147	-1.0385661784425204	-0.27005531346446227	species	NA	NA	NA	NA	NA	NA	NA
ASV_01152	-0.7898960676831501	-0.21520751279935196	species	NA	NA	NA	NA	NA	NA	NA
ASV_01153	-0.8121642568446481	0.22344941788322573	species	NA	NA	NA	NA	NA	NA	NA
ASV_01155	0.5474443066598252	0.14505344484942562	species	NA	NA	NA	NA	NA	NA	NA
ASV_01156	-0.9849803547636943	-1.0937558454390142	species	NA	NA	NA	NA	NA	NA	NA
ASV_01161	0.36798208611885946	0.07421060937398806	species	NA	NA	NA	NA	NA	NA	NA
ASV_01163	0.2641295894585747	-0.008021904323027408	species	NA	NA	NA	NA	NA	NA	NA
ASV_01164	-0.8532269958738922	-0.7007179705691107	species	NA	NA	NA	NA	NA	NA	NA
ASV_01165	0.12540524236448994	0.027257261057223606	species	NA	NA	NA	NA	NA	NA	NA
ASV_01167	-0.825305718627011	0.4769539393899116	species	NA	NA	NA	NA	NA	NA	NA
ASV_01168	-0.9849803547636943	-1.0937558454390142	species	NA	NA	NA	NA	NA	NA	NA
ASV_01169	-0.7770338744609194	-0.2541014703712988	species	NA	NA	NA	NA	NA	NA	NA
ASV_01171	-0.18584988150305998	-0.2265389413772689	species	NA	NA	NA	NA	NA	NA	NA
ASV_01172	-0.8991321072182626	0.11897115576278118	species	NA	NA	NA	NA	NA	NA	NA
ASV_01175	-0.9849803547636943	-1.0937558454390142	species	NA	NA	NA	NA	NA	NA	NA
ASV_01179	0.5255998547014098	-0.2317612195248178	species	NA	NA	NA	NA	NA	NA	NA
ASV_01180	-0.7303338162380143	0.16835190215322332	species	NA	NA	NA	NA	NA	NA	NA
ASV_01181	-0.04671371711241781	-0.1860954798069616	species	NA	NA	NA	NA	NA	NA	NA
ASV_01182	0.39346116802073566	0.04105296711849647	species	NA	NA	NA	NA	NA	NA	NA
ASV_01189	0.3910156782141869	0.011306924374390442	species	NA	NA	NA	NA	NA	NA	NA
ASV_01190	-0.6200045717495495	0.3477779214748765	species	NA	NA	NA	NA	NA	NA	NA
ASV_01193	0.056956870676368676	0.22429112549937924	species	NA	NA	NA	NA	NA	NA	NA
ASV_01199	-0.0021762447875178113	0.07302598280074116	species	NA	NA	NA	NA	NA	NA	NA
ASV_01201	-0.7457882334013599	-0.051067907200208845	species	NA	NA	NA	NA	NA	NA	NA
ASV_01202	-0.854262865754423	0.1353869760174376	species	NA	NA	NA	NA	NA	NA	NA
ASV_01203	-0.11813786420415001	0.0074438119745703565	species	NA	NA	NA	NA	NA	NA	NA
ASV_01207	0.35893182692559944	0.004554077901701738	species	NA	NA	NA	NA	NA	NA	NA
ASV_01208	-0.6925826603820793	0.4583122911235059	species	NA	NA	NA	NA	NA	NA	NA
ASV_01209	0.4338321239459612	-0.03920993023420131	species	NA	NA	NA	NA	NA	NA	NA
ASV_01210	0.027584204659253334	0.28381654015039764	species	NA	NA	NA	NA	NA	NA	NA
ASV_01212	-0.6396312447440308	0.24765252422998402	species	NA	NA	NA	NA	NA	NA	NA
ASV_01213	-0.8781877278924588	-0.24743607668311637	species	NA	NA	NA	NA	NA	NA	NA
ASV_01217	-0.8342272039404168	-0.22894613106342376	species	NA	NA	NA	NA	NA	NA	NA
ASV_01219	-0.7770338744609194	-0.2541014703712988	species	NA	NA	NA	NA	NA	NA	NA
ASV_01220	0.38382773702660183	-0.07557641657728345	species	NA	NA	NA	NA	NA	NA	NA
ASV_01221	-0.5778043511954759	0.10088397643637279	species	NA	NA	NA	NA	NA	NA	NA
ASV_01222	-0.8359347597051602	-0.21119228979263774	species	NA	NA	NA	NA	NA	NA	NA
ASV_01223	0.19279492701104636	-0.08515826024748997	species	NA	NA	NA	NA	NA	NA	NA
ASV_01225	-0.922997184185848	0.08594774270890698	species	NA	NA	NA	NA	NA	NA	NA
ASV_01232	-0.38843770862223614	0.3949955913273414	species	NA	NA	NA	NA	NA	NA	NA
ASV_01235	-0.20327588963354035	0.0790207996657322	species	NA	NA	NA	NA	NA	NA	NA
ASV_01239	-0.9223408663371334	-0.47757496807001565	species	NA	NA	NA	NA	NA	NA	NA
ASV_01241	-0.7770338744609194	-0.2541014703712988	species	NA	NA	NA	NA	NA	NA	NA
ASV_01242	-0.7619201324067001	0.1613269158643441	species	NA	NA	NA	NA	NA	NA	NA
ASV_01245	-0.3873123458838712	0.1356121326499337	species	NA	NA	NA	NA	NA	NA	NA
ASV_01246	-0.9034635573968924	0.12041419931692413	species	NA	NA	NA	NA	NA	NA	NA
ASV_01247	0.2826234118992381	-0.048648928192372196	species	NA	NA	NA	NA	NA	NA	NA
ASV_01248	0.12658424038375965	0.042703622793286274	species	NA	NA	NA	NA	NA	NA	NA
ASV_01252	0.056736141982586696	-0.42673195857672164	species	NA	NA	NA	NA	NA	NA	NA
ASV_01256	-0.867677042076766	-0.10823885270026015	species	NA	NA	NA	NA	NA	NA	NA
ASV_01257	-0.9017719938365237	-0.19832508830847476	species	NA	NA	NA	NA	NA	NA	NA
ASV_01258	-0.14783614570715375	0.1598590687740587	species	NA	NA	NA	NA	NA	NA	NA
ASV_01260	0.3579001130211925	-0.015528331294338357	species	NA	NA	NA	NA	NA	NA	NA
ASV_01267	0.1738761126766319	0.22812905338342665	species	NA	NA	NA	NA	NA	NA	NA
ASV_01268	-0.2220035659067837	-0.8336021019815201	species	NA	NA	NA	NA	NA	NA	NA
ASV_01269	-0.9659969257395787	0.05721636470915209	species	NA	NA	NA	NA	NA	NA	NA
ASV_01270	-0.8879601793998958	-0.0894455548668085	species	NA	NA	NA	NA	NA	NA	NA
ASV_01275	0.3269723449454297	-0.0020309928599041983	species	NA	NA	NA	NA	NA	NA	NA
ASV_01278	-0.9534165300630819	0.3666667198672539	species	NA	NA	NA	NA	NA	NA	NA
ASV_01279	0.49871539099073636	0.056349922523132936	species	NA	NA	NA	NA	NA	NA	NA
ASV_01281	-0.2687931186495075	0.2565493852028521	species	NA	NA	NA	NA	NA	NA	NA
ASV_01282	-0.9960555352537523	-0.11420743312871344	species	NA	NA	NA	NA	NA	NA	NA
ASV_01283	0.2449265510628773	0.0661183629385956	species	NA	NA	NA	NA	NA	NA	NA
ASV_01284	0.39436312831297293	0.027772890370956954	species	NA	NA	NA	NA	NA	NA	NA
ASV_01285	0.2718294842555064	0.05245991629048869	species	NA	NA	NA	NA	NA	NA	NA
ASV_01288	0.3107079438356821	-0.07525507930222376	species	NA	NA	NA	NA	NA	NA	NA
ASV_01293	0.2968191421418936	-0.060153824913971775	species	NA	NA	NA	NA	NA	NA	NA
ASV_01294	-0.3062731467830728	0.13875464670157414	species	NA	NA	NA	NA	NA	NA	NA
ASV_01295	-1.033828132800616	0.1270767697808477	species	NA	NA	NA	NA	NA	NA	NA
ASV_01296	-0.8051788389915175	0.22660598600829418	species	NA	NA	NA	NA	NA	NA	NA
ASV_01297	0.16431633240746474	-0.3653400524998239	species	NA	NA	NA	NA	NA	NA	NA
ASV_01298	-0.12895333710206963	0.07463390913066735	species	NA	NA	NA	NA	NA	NA	NA
ASV_01301	0.36850891963423343	0.14249153049426086	species	NA	NA	NA	NA	NA	NA	NA
ASV_01302	0.049919550077993535	-0.016793884578574083	species	NA	NA	NA	NA	NA	NA	NA
ASV_01307	-0.07092789908922514	0.058478688357726676	species	NA	NA	NA	NA	NA	NA	NA
ASV_01308	-0.8314968997374843	-0.17325807355040626	species	NA	NA	NA	NA	NA	NA	NA
ASV_01310	-0.5957726489067989	-0.7037300825774273	species	NA	NA	NA	NA	NA	NA	NA
ASV_01312	-0.96489187913283	0.024749716108921464	species	NA	NA	NA	NA	NA	NA	NA
ASV_01313	-0.04520759798087681	0.06600608074040543	species	NA	NA	NA	NA	NA	NA	NA
ASV_01317	-0.7576522784529061	-0.10098640085447871	species	NA	NA	NA	NA	NA	NA	NA
ASV_01319	-0.9849803547636943	-1.0937558454390142	species	NA	NA	NA	NA	NA	NA	NA
ASV_01320	0.3369206493972578	0.004544245156528459	species	NA	NA	NA	NA	NA	NA	NA
ASV_01321	-0.6412543603955942	0.2473134061749545	species	NA	NA	NA	NA	NA	NA	NA
ASV_01322	-0.8617681031098712	0.10704130174330378	species	NA	NA	NA	NA	NA	NA	NA
ASV_01323	0.3788592765118958	0.1833354215140146	species	NA	NA	NA	NA	NA	NA	NA
ASV_01324	-0.5383353651008231	-0.6988662686313707	species	NA	NA	NA	NA	NA	NA	NA
ASV_01325	0.5655332141812963	-0.12302259713565869	species	NA	NA	NA	NA	NA	NA	NA
ASV_01326	-0.7770338744609194	-0.2541014703712988	species	NA	NA	NA	NA	NA	NA	NA
ASV_01327	-0.7770338744609194	-0.2541014703712988	species	NA	NA	NA	NA	NA	NA	NA
ASV_01330	-0.8604628418461718	-0.13919474323056347	species	NA	NA	NA	NA	NA	NA	NA
ASV_01333	-0.8114576509101699	-0.2526707509435049	species	NA	NA	NA	NA	NA	NA	NA
ASV_01334	0.13111260242212028	-0.14650456380514645	species	NA	NA	NA	NA	NA	NA	NA
ASV_01344	0.3591785146684632	0.036270067504710755	species	NA	NA	NA	NA	NA	NA	NA
ASV_01345	-0.12995111626745667	-0.693811945236188	species	NA	NA	NA	NA	NA	NA	NA
ASV_01348	0.24525544792923418	0.083177467069640465	species	NA	NA	NA	NA	NA	NA	NA
ASV_01351	-0.9849803547636943	-1.0937558454390142	species	NA	NA	NA	NA	NA	NA	NA
ASV_01353	-0.06926993421758984	0.20843047337227044	species	NA	NA	NA	NA	NA	NA	NA
ASV_01354	-0.9274721579942158	0.4540274727965686	species	NA	NA	NA	NA	NA	NA	NA
ASV_01355	-0.9927649452716767	-0.6070343062447967	species	NA	NA	NA	NA	NA	NA	NA
ASV_01359	0.29168691417138276	-0.174256868566724	species	NA	NA	NA	NA	NA	NA	NA
ASV_01361	0.08425322798376401	-0.01234554087035052	species	NA	NA	NA	NA	NA	NA	NA
ASV_01362	-0.958726731662439	0.09791058164620375	species	NA	NA	NA	NA	NA	NA	NA
ASV_01365	0.344505631269733	0.16653320544673036	species	NA	NA	NA	NA	NA	NA	NA
ASV_01367	-0.9849803547636943	-1.0937558454390142	species	NA	NA	NA	NA	NA	NA	NA
ASV_01369	0.16409861079154112	-0.05889039952469649	species	NA	NA	NA	NA	NA	NA	NA
ASV_01371	-0.1357924207305947	0.17301292542393337	species	NA	NA	NA	NA	NA	NA	NA
ASV_01372	-0.1420057086525586	0.509482130836041	species	NA	NA	NA	NA	NA	NA	NA
ASV_01374	-0.14745589682302065	-0.01914054357421709	species	NA	NA	NA	NA	NA	NA	NA
ASV_01375	0.5530335218814545	-0.006404105452214498	species	NA	NA	NA	NA	NA	NA	NA
ASV_01376	0.2535994280426021	0.01439094428657645	species	NA	NA	NA	NA	NA	NA	NA
ASV_01377	-1.0833328400981757	-0.5691369409990863	species	NA	NA	NA	NA	NA	NA	NA
ASV_01378	0.22308205502976267	0.11641929968408224	species	NA	NA	NA	NA	NA	NA	NA
ASV_01386	0.3418146785174428	0.2739441232149129	species	NA	NA	NA	NA	NA	NA	NA
ASV_01387	-0.6512941204949851	0.28653886640987364	species	NA	NA	NA	NA	NA	NA	NA
ASV_01390	0.6499559616399836	0.11781288894169664	species	NA	NA	NA	NA	NA	NA	NA
ASV_01391	0.07916958764569261	0.10934996604961104	species	NA	NA	NA	NA	NA	NA	NA
ASV_01392	-0.9849803547636943	-1.0937558454390142	species	NA	NA	NA	NA	NA	NA	NA
ASV_01393	-0.7770338744609194	-0.2541014703712988	species	NA	NA	NA	NA	NA	NA	NA
ASV_01396	-0.777322140257039	-0.24655860348506872	species	NA	NA	NA	NA	NA	NA	NA
ASV_01398	-0.908593728048798	0.1503124636658662	species	NA	NA	NA	NA	NA	NA	NA
ASV_01399	-0.7996973438740423	-0.11889922921913666	species	NA	NA	NA	NA	NA	NA	NA
ASV_01400	0.29830351758538987	0.014768016530545854	species	NA	NA	NA	NA	NA	NA	NA
ASV_01401	0.2758136449192866	1.1228406304300998e-4	species	NA	NA	NA	NA	NA	NA	NA
ASV_01402	0.27447318872369486	0.09704743900491894	species	NA	NA	NA	NA	NA	NA	NA
ASV_01407	0.3782103779066634	0.21463628713617713	species	NA	NA	NA	NA	NA	NA	NA
ASV_01410	-0.7691623680744742	0.13334767049016008	species	NA	NA	NA	NA	NA	NA	NA
ASV_01411	-0.8189609077027868	-0.5103981075640898	species	NA	NA	NA	NA	NA	NA	NA
ASV_01412	0.36850891963423343	0.14249153049426086	species	NA	NA	NA	NA	NA	NA	NA
ASV_01413	-0.9791123985472115	-1.0619302033456723	species	NA	NA	NA	NA	NA	NA	NA
ASV_01415	-0.9849803547636943	-1.0937558454390142	species	NA	NA	NA	NA	NA	NA	NA
ASV_01416	-0.7770338744609194	-0.2541014703712988	species	NA	NA	NA	NA	NA	NA	NA
ASV_01417	-0.7770338744609194	-0.2541014703712988	species	NA	NA	NA	NA	NA	NA	NA
ASV_01421	-0.54424305518504	-0.12638594528450828	species	NA	NA	NA	NA	NA	NA	NA
ASV_01422	-0.9849803547636943	-1.0937558454390142	species	NA	NA	NA	NA	NA	NA	NA
ASV_01423	0.5485074723043134	0.14886713995231304	species	NA	NA	NA	NA	NA	NA	NA
ASV_01426	-0.8067767760487553	0.6347560360059487	species	NA	NA	NA	NA	NA	NA	NA
ASV_01427	-0.9849803547636943	-1.0937558454390142	species	NA	NA	NA	NA	NA	NA	NA
ASV_01430	-0.23285200046772858	0.45023586442354313	species	NA	NA	NA	NA	NA	NA	NA
