cluster,Source,Target,Type,Weight
reefs,37,58,Undirected,0.29386703959624516
reefs,37,59,Undirected,0.2985595776067904
reefs,37,76,Undirected,0.32826011618438944
reefs,38,57,Undirected,0.284478990857138
reefs,38,60,Undirected,0.28211478269988843
reefs,38,78,Undirected,0.447486546827505
reefs,38,80,Undirected,0.2898408726197167
reefs,39,46,Undirected,0.35105730410681346
reefs,40,76,Undirected,0.3014366487609842
reefs,40,115,Undirected,0.2993285716688867
reefs,41,45,Undirected,0.28878013701788796
reefs,41,52,Undirected,0.3127463871959846
reefs,42,44,Undirected,0.34627682677233995
reefs,42,51,Undirected,0.3655908661171834
reefs,42,55,Undirected,0.26247534070182754
reefs,42,56,Undirected,0.30951697210937723
reefs,42,88,Undirected,0.33440875589453456
reefs,43,61,Undirected,0.32540423746885405
reefs,43,62,Undirected,0.3516841804808717
reefs,44,45,Undirected,0.30338728372033563
reefs,44,46,Undirected,0.3088336335642262
reefs,45,56,Undirected,0.3438850873742153
reefs,45,68,Undirected,0.3179937875061054
reefs,45,89,Undirected,0.3338337901952785
reefs,46,58,Undirected,0.3010265486173753
reefs,46,77,Undirected,0.319268831734011
reefs,46,79,Undirected,0.3996304662503094
reefs,46,82,Undirected,0.32794600941911234
reefs,47,50,Undirected,0.36628198188129313
reefs,47,63,Undirected,0.29341808816138437
reefs,47,133,Undirected,0.2975483296340532
reefs,47,91,Undirected,0.33276403719098413
reefs,48,63,Undirected,0.37236459517902276
reefs,48,140,Undirected,0.35946136142610063
reefs,49,55,Undirected,0.286092268421524
reefs,49,57,Undirected,0.25421149444040125
reefs,49,140,Undirected,0.2858198339905941
reefs,50,63,Undirected,0.31707911825280555
reefs,51,60,Undirected,0.29409641332264447
reefs,52,71,Undirected,0.3006072925000365
reefs,52,115,Undirected,0.3129669635492851
reefs,53,65,Undirected,0.33082462171243865
reefs,54,137,Undirected,0.34418531173792644
reefs,54,62,Undirected,0.29459003698480746
reefs,54,72,Undirected,0.3013719006689528
reefs,55,57,Undirected,0.3659744613563293
reefs,55,59,Undirected,0.39258454511790775
reefs,55,66,Undirected,0.31821032693347895
reefs,55,67,Undirected,0.28698038444245244
reefs,55,72,Undirected,0.29135294073078244
reefs,56,63,Undirected,0.29796565236652595
reefs,56,77,Undirected,0.33550633161558774
reefs,56,80,Undirected,0.31491549409450714
reefs,56,84,Undirected,0.36997798628313383
reefs,57,67,Undirected,0.2844300388772507
reefs,57,78,Undirected,0.28395398455213616
reefs,58,60,Undirected,0.4009493565619039
reefs,58,65,Undirected,0.3061977045136659
reefs,58,85,Undirected,0.29616338042396506
reefs,59,142,Undirected,0.2826847323650994
reefs,59,71,Undirected,0.3031296520847909
reefs,59,75,Undirected,0.29719224207189765
reefs,60,69,Undirected,0.2955993757629386
reefs,61,105,Undirected,0.2968812400885541
reefs,61,106,Undirected,0.2877142015713491
reefs,62,72,Undirected,0.29358162274498956
reefs,63,64,Undirected,0.3041752937417279
reefs,64,86,Undirected,0.3636647749322216
reefs,64,133,Undirected,0.3212562343211437
reefs,65,66,Undirected,0.3223744616459677
reefs,65,80,Undirected,0.3011738306780162
reefs,66,86,Undirected,0.30338473542803013
reefs,67,71,Undirected,0.30194284640156954
reefs,67,73,Undirected,0.3340166228023461
reefs,67,78,Undirected,0.31928298548014467
reefs,67,135,Undirected,0.30360215644301913
reefs,68,75,Undirected,0.346208050872605
reefs,68,87,Undirected,0.31047281997352383
reefs,68,89,Undirected,0.3006899183311874
reefs,68,139,Undirected,0.31416098213020194
reefs,69,133,Undirected,0.35437407350347905
reefs,69,99,Undirected,0.2985308302567825
reefs,70,74,Undirected,0.39046734910371494
reefs,70,138,Undirected,0.32550653530482365
reefs,71,83,Undirected,0.3308232948500026
reefs,71,88,Undirected,0.30825005952705864
reefs,72,73,Undirected,0.295762058071914
reefs,72,135,Undirected,0.31035207096388706
reefs,73,85,Undirected,0.3539818893193496
reefs,73,89,Undirected,0.32964731439456907
reefs,73,141,Undirected,0.3546063971627401
reefs,73,90,Undirected,0.36249904284938317
reefs,74,138,Undirected,0.3801372529238046
reefs,74,127,Undirected,0.3280373751315899
reefs,75,77,Undirected,0.35081508644558157
reefs,75,84,Undirected,0.3622363482913903
reefs,76,135,Undirected,0.31046429375314577
reefs,77,83,Undirected,0.2948578035228945
reefs,77,87,Undirected,0.3305315483896264
reefs,77,89,Undirected,0.2999986740514846
reefs,77,90,Undirected,0.3045885028066251
reefs,78,143,Undirected,0.3007092098441614
reefs,79,90,Undirected,0.3796947311096508
reefs,80,85,Undirected,0.3157883942995561
reefs,80,87,Undirected,0.3028393129405731
reefs,80,89,Undirected,0.35551802045040726
reefs,80,90,Undirected,0.30523695747738744
reefs,81,133,Undirected,0.33179391691192217
reefs,82,83,Undirected,0.3069035724438717
reefs,83,85,Undirected,0.43523005241616464
reefs,83,87,Undirected,0.34783974162251985
reefs,83,88,Undirected,0.29497964107245134
reefs,83,141,Undirected,0.30508174163222523
reefs,83,90,Undirected,0.33930903194334494
reefs,84,85,Undirected,0.3252663703551595
reefs,84,87,Undirected,0.2961746215928852
reefs,84,141,Undirected,0.29316731816618247
reefs,85,139,Undirected,0.39427593326313937
reefs,85,135,Undirected,0.29895427469083957
reefs,85,90,Undirected,0.4705109944488792
reefs,85,138,Undirected,0.31459674253126313
reefs,86,133,Undirected,0.3609122335808159
reefs,87,88,Undirected,0.33213159077474164
reefs,88,141,Undirected,0.292962605486492
reefs,88,139,Undirected,0.33656461891917233
reefs,89,133,Undirected,0.3480532342533862
reefs,90,133,Undirected,0.2942536625446235
reefs,91,93,Undirected,0.28629516322345505
reefs,91,121,Undirected,0.33135035101806765
reefs,91,124,Undirected,0.2993183104560967
reefs,92,95,Undirected,0.36026152580646664
reefs,92,97,Undirected,0.4163652372397274
reefs,92,108,Undirected,0.3024312669331971
reefs,92,131,Undirected,0.377100923961436
reefs,92,144,Undirected,0.29685572997318743
reefs,93,105,Undirected,0.2691418709942094
reefs,93,126,Undirected,0.48456081301414655
reefs,94,95,Undirected,0.40569114208913115
reefs,94,111,Undirected,0.3077320166113855
reefs,94,119,Undirected,0.2815732781559349
reefs,95,111,Undirected,0.37375375786842213
reefs,95,114,Undirected,0.28171610779637135
reefs,95,130,Undirected,0.33293452102035304
reefs,96,103,Undirected,0.28080088030798156
reefs,96,112,Undirected,0.35734419341500223
reefs,96,129,Undirected,0.36447105434885285
reefs,96,132,Undirected,0.3517562390679577
reefs,97,101,Undirected,0.33019096202002896
reefs,97,107,Undirected,0.4211417621182061
reefs,97,108,Undirected,0.2954434586501371
reefs,97,122,Undirected,0.3713283305813073
reefs,97,124,Undirected,0.42159267343634443
reefs,97,144,Undirected,0.5895085671252122
reefs,98,109,Undirected,0.30657073421397874
reefs,98,123,Undirected,0.28708656229197926
reefs,98,128,Undirected,0.31324942971721437
reefs,99,108,Undirected,0.2734637525326795
reefs,99,131,Undirected,0.24013226258099762
reefs,100,105,Undirected,0.28045865507250656
reefs,100,107,Undirected,0.2886654331248505
reefs,100,120,Undirected,0.3454341438325399
reefs,100,123,Undirected,0.2960724147335323
reefs,100,130,Undirected,0.2854991012182043
reefs,100,131,Undirected,0.2211973989895798
reefs,101,103,Undirected,0.3934204806565491
reefs,101,107,Undirected,0.34798856456791694
reefs,101,113,Undirected,0.3567961963373104
reefs,101,124,Undirected,0.30772219629619346
reefs,101,144,Undirected,0.2928932188135466
reefs,101,145,Undirected,0.3666346166728752
reefs,102,104,Undirected,0.2884528506558953
reefs,102,113,Undirected,0.2719195870974025
reefs,102,146,Undirected,0.24586266852422878
reefs,102,147,Undirected,0.2572509897198483
reefs,103,104,Undirected,0.32483216492742084
reefs,103,111,Undirected,0.29464345728728236
reefs,103,113,Undirected,0.3219477355946866
reefs,103,147,Undirected,0.3522343164400068
reefs,104,113,Undirected,0.30405651725972993
reefs,104,118,Undirected,0.30538535658947563
reefs,105,108,Undirected,0.3408428545719655
reefs,105,121,Undirected,0.30596558517857475
reefs,105,131,Undirected,0.29556041027181224
reefs,106,110,Undirected,0.5072341130416724
reefs,106,116,Undirected,0.3414328719843549
reefs,107,109,Undirected,0.27737495495049436
reefs,107,144,Undirected,0.2928932188134964
reefs,108,131,Undirected,0.3343013355033665
reefs,108,144,Undirected,0.3215353757053795
reefs,109,110,Undirected,0.4048971172730309
reefs,109,118,Undirected,0.26886420457558935
reefs,110,116,Undirected,0.3297450077733879
reefs,111,114,Undirected,0.26074582465399043
reefs,111,119,Undirected,0.28659344702074585
reefs,111,147,Undirected,0.3270622250651515
reefs,111,148,Undirected,0.2312637544749172
reefs,112,143,Undirected,0.26813716976314594
reefs,112,123,Undirected,0.3304790197271895
reefs,112,132,Undirected,0.31910406418175363
reefs,113,147,Undirected,0.33186517224061574
reefs,114,123,Undirected,0.31182499902531935
reefs,114,148,Undirected,0.333996863819088
reefs,115,125,Undirected,0.27694894275149595
reefs,116,148,Undirected,0.2758902277623956
reefs,117,119,Undirected,0.5696797075763734
reefs,117,125,Undirected,0.3231934412769196
reefs,117,148,Undirected,0.33789920184709277
reefs,118,121,Undirected,0.30779428031891487
reefs,118,124,Undirected,0.3219601671274632
reefs,118,149,Undirected,0.4873152857521995
reefs,119,120,Undirected,0.29484063704617947
reefs,119,125,Undirected,0.3724946052510749
reefs,119,126,Undirected,0.2983781300404391
reefs,120,126,Undirected,0.4129731812679732
reefs,120,132,Undirected,0.35242170964576325
reefs,121,127,Undirected,0.447337169750341
reefs,121,131,Undirected,0.3519483153893298
reefs,122,144,Undirected,0.29289321881346453
reefs,122,147,Undirected,0.2983353749609885
reefs,123,128,Undirected,0.2554748537590552
reefs,123,129,Undirected,0.3379096090687139
reefs,123,130,Undirected,0.26806807773606034
reefs,123,132,Undirected,0.4772752815932181
reefs,124,144,Undirected,0.29289321881345853
reefs,125,128,Undirected,0.24707521107255426
reefs,125,146,Undirected,0.2655013997348108
reefs,126,147,Undirected,0.25923212771091486
reefs,127,149,Undirected,0.29953033444313726
reefs,128,148,Undirected,0.28429669055790596
reefs,129,132,Undirected,0.3218777486814647
reefs,130,131,Undirected,0.3098169222279131
reefs,131,147,Undirected,0.29391664915497917
reefs,132,148,Undirected,0.45185130668360873
seagrass,1,44,Undirected,0.3004345953040487
seagrass,1,59,Undirected,0.31492689642264715
seagrass,1,71,Undirected,0.3207231271142522
seagrass,1,76,Undirected,0.29737018347208466
seagrass,1,80,Undirected,0.3216626783760549
seagrass,1,135,Undirected,0.3291848560333819
seagrass,1,102,Undirected,0.3006155900410604
seagrass,2,5,Undirected,0.29193205719078075
seagrass,2,8,Undirected,0.3037203921455396
seagrass,2,11,Undirected,0.3789886596763681
seagrass,2,12,Undirected,0.4537646997834731
seagrass,2,15,Undirected,0.31416784515364304
seagrass,2,24,Undirected,0.2676946050998532
seagrass,2,42,Undirected,0.26607724080342154
seagrass,3,8,Undirected,0.3525399747936808
seagrass,3,9,Undirected,0.3014816107425654
seagrass,3,16,Undirected,0.33205698036960396
seagrass,3,18,Undirected,0.32747483663067345
seagrass,3,136,Undirected,0.3271667223069037
seagrass,3,25,Undirected,0.3866817231846983
seagrass,3,26,Undirected,0.31575760929221097
seagrass,3,47,Undirected,0.2802547900750798
seagrass,3,56,Undirected,0.2886659494406575
seagrass,4,12,Undirected,0.2630948812722288
seagrass,4,14,Undirected,0.2273112378980633
seagrass,4,15,Undirected,0.28935815344545757
seagrass,4,79,Undirected,0.34395036875616525
seagrass,5,17,Undirected,0.3011040595309019
seagrass,5,22,Undirected,0.44203333820468693
seagrass,5,24,Undirected,0.3578923182887589
seagrass,5,44,Undirected,0.30652456036767695
seagrass,6,7,Undirected,0.2975281224076368
seagrass,6,10,Undirected,0.35207268917038814
seagrass,6,32,Undirected,0.3774261797894988
seagrass,6,46,Undirected,0.3185251536915319
seagrass,6,114,Undirected,0.2951354647844163
seagrass,7,28,Undirected,0.29231566479766724
seagrass,7,54,Undirected,0.2726175247182613
seagrass,7,94,Undirected,0.28526637614157035
seagrass,7,98,Undirected,0.3581243453870506
seagrass,8,14,Undirected,0.4209725392132322
seagrass,8,20,Undirected,0.3058313331753493
seagrass,8,26,Undirected,0.3286150961329145
seagrass,9,12,Undirected,0.30092467476278295
seagrass,9,28,Undirected,0.30306048128118346
seagrass,9,31,Undirected,0.29232681207417655
seagrass,9,37,Undirected,0.356515920519483
seagrass,9,56,Undirected,0.26059937984580817
seagrass,9,66,Undirected,0.2805532195035312
seagrass,10,29,Undirected,0.29200822139237304
seagrass,10,39,Undirected,0.31538778570284653
seagrass,10,69,Undirected,0.2853981721352109
seagrass,10,88,Undirected,0.28412187570834946
seagrass,10,89,Undirected,0.2802474029081954
seagrass,11,22,Undirected,0.25227520856366203
seagrass,11,50,Undirected,0.2879816623329985
seagrass,12,15,Undirected,0.3646490487674665
seagrass,12,18,Undirected,0.35439386735640355
seagrass,12,25,Undirected,0.29962546595275064
seagrass,12,42,Undirected,0.2889810565112514
seagrass,12,47,Undirected,0.2786091383604987
seagrass,13,18,Undirected,0.1811970539406781
seagrass,13,94,Undirected,0.2628448275672164
seagrass,13,115,Undirected,0.29593882818801975
seagrass,14,20,Undirected,0.3095630099236176
seagrass,14,25,Undirected,0.30821728263812587
seagrass,14,33,Undirected,0.3754227293640585
seagrass,14,54,Undirected,0.29558152123918324
seagrass,15,34,Undirected,0.32940398439649277
seagrass,16,26,Undirected,0.30165004689337815
seagrass,16,53,Undirected,0.34135866873921605
seagrass,16,62,Undirected,0.3746885239667913
seagrass,134,91,Undirected,0.31972005681662197
seagrass,17,20,Undirected,0.2371290407986415
seagrass,17,25,Undirected,0.2886924333483689
seagrass,17,109,Undirected,0.2900205217413322
seagrass,18,33,Undirected,0.3259100536899737
seagrass,136,22,Undirected,0.2428471356158034
seagrass,136,53,Undirected,0.2956055036686047
seagrass,136,63,Undirected,0.2424212992579894
seagrass,19,21,Undirected,0.3929662020414878
seagrass,19,41,Undirected,0.2779586376559472
seagrass,19,49,Undirected,0.2541163570799231
seagrass,19,70,Undirected,0.2970680833168141
seagrass,19,74,Undirected,0.31054278197283824
seagrass,20,25,Undirected,0.3692376805704989
seagrass,20,140,Undirected,0.2890911780699682
seagrass,20,77,Undirected,0.2171954064062932
seagrass,21,138,Undirected,0.4508693207021187
seagrass,22,77,Undirected,0.30106039156458153
seagrass,23,50,Undirected,0.31233168147725054
seagrass,23,66,Undirected,0.3029764600315924
seagrass,24,42,Undirected,0.2935431142864119
seagrass,24,47,Undirected,0.30600155429761977
seagrass,24,61,Undirected,0.22748465488499547
seagrass,26,36,Undirected,0.28212014848553946
seagrass,26,137,Undirected,0.3093928118123742
seagrass,26,60,Undirected,0.2856700500459175
seagrass,26,79,Undirected,0.2847977334338573
seagrass,27,46,Undirected,0.32566221990877475
seagrass,27,85,Undirected,0.4323849952114932
seagrass,27,98,Undirected,0.305022599897674
seagrass,28,37,Undirected,0.3080380067755857
seagrass,28,48,Undirected,0.29037770442603383
seagrass,28,57,Undirected,0.3343499356850623
seagrass,28,142,Undirected,0.29583744412349144
seagrass,28,82,Undirected,0.3050387252464922
seagrass,28,112,Undirected,0.29031160630752584
seagrass,29,61,Undirected,0.28820061323878143
seagrass,29,83,Undirected,0.3066662331052642
seagrass,29,89,Undirected,0.4179689812173867
seagrass,29,116,Undirected,0.2857027243078075
seagrass,30,43,Undirected,0.27522189414524156
seagrass,30,145,Undirected,0.2931562867212154
seagrass,31,42,Undirected,0.29400188936298044
seagrass,31,56,Undirected,0.4525148012595186
seagrass,31,68,Undirected,0.38694586399396835
seagrass,31,75,Undirected,0.2966375291914666
seagrass,31,81,Undirected,0.35554362809805506
seagrass,34,43,Undirected,0.3902528053478168
seagrass,35,37,Undirected,0.3383235048179559
seagrass,35,41,Undirected,0.2981254321487844
seagrass,35,48,Undirected,0.2922104298111553
seagrass,35,85,Undirected,0.29266286605672753
seagrass,36,64,Undirected,0.42803790473960424
seagrass,37,40,Undirected,0.35959524658141917
seagrass,37,41,Undirected,0.3050613070650061
seagrass,37,52,Undirected,0.37854602511167246
seagrass,38,78,Undirected,0.3694047649832115
seagrass,39,46,Undirected,0.3728632125018946
seagrass,39,135,Undirected,0.290917564532158
seagrass,39,116,Undirected,0.31244313825091297
seagrass,40,72,Undirected,0.3389987757255919
seagrass,41,54,Undirected,0.31362714392655444
seagrass,41,90,Undirected,0.2863576230623641
seagrass,42,47,Undirected,0.3572847021861282
seagrass,42,60,Undirected,0.3312279531139395
seagrass,42,66,Undirected,0.334345506125455
seagrass,42,112,Undirected,0.3217238890089984
seagrass,43,48,Undirected,0.2668445201370966
seagrass,43,137,Undirected,0.33447843686125456
seagrass,43,62,Undirected,0.2995933085861966
seagrass,43,103,Undirected,0.292641322944287
seagrass,44,78,Undirected,0.3005518698457553
seagrass,44,95,Undirected,0.27886172180859947
seagrass,44,131,Undirected,0.2840197239386796
seagrass,45,68,Undirected,0.29329647436982254
seagrass,45,78,Undirected,0.3226565226482375
seagrass,45,87,Undirected,0.29311461123981264
seagrass,45,89,Undirected,0.36358674539407965
seagrass,46,73,Undirected,0.45358721496168763
seagrass,46,90,Undirected,0.36563868596590843
seagrass,47,56,Undirected,0.2972234943818578
seagrass,48,62,Undirected,0.27399106438582443
seagrass,48,64,Undirected,0.3042377143147743
seagrass,48,85,Undirected,0.3295328264898362
seagrass,49,65,Undirected,0.32062616443986036
seagrass,49,82,Undirected,0.2983466756975319
seagrass,49,130,Undirected,0.23793984945286673
seagrass,50,77,Undirected,0.33976339518675436
seagrass,50,80,Undirected,0.3105865550348659
seagrass,50,84,Undirected,0.36856889670126636
seagrass,50,87,Undirected,0.3661337093794672
seagrass,51,86,Undirected,0.30447371636317255
seagrass,51,89,Undirected,0.3451548575068931
seagrass,51,135,Undirected,0.3160150254644547
seagrass,52,59,Undirected,0.307705395993906
seagrass,52,72,Undirected,0.34885444644854
seagrass,52,86,Undirected,0.3000995365282787
seagrass,53,125,Undirected,0.28794539667955943
seagrass,54,137,Undirected,0.43866386135100344
seagrass,55,65,Undirected,0.2464622790690525
seagrass,55,70,Undirected,0.33261191567801673
seagrass,55,86,Undirected,0.34711522406155737
seagrass,56,68,Undirected,0.3094127542486519
seagrass,137,62,Undirected,0.37512877289958924
seagrass,57,59,Undirected,0.29518260921718364
seagrass,57,135,Undirected,0.3389492931573349
seagrass,58,60,Undirected,0.42513447818483197
seagrass,58,64,Undirected,0.30735742394627397
seagrass,59,141,Undirected,0.2995111547946445
seagrass,60,83,Undirected,0.29378026804222834
seagrass,61,88,Undirected,0.29009402538019124
seagrass,62,64,Undirected,0.29279410783464843
seagrass,63,140,Undirected,0.3036375487856624
seagrass,63,139,Undirected,0.35365270410014293
seagrass,63,112,Undirected,0.29763574347015676
seagrass,63,121,Undirected,0.28913136568639963
seagrass,142,76,Undirected,0.305594621723566
seagrass,142,93,Undirected,0.30361105639012087
seagrass,140,78,Undirected,0.3295001125882796
seagrass,140,80,Undirected,0.3042810445759847
seagrass,140,87,Undirected,0.3213005195734836
seagrass,66,139,Undirected,0.31074352548503714
seagrass,67,69,Undirected,0.3000357237534893
seagrass,67,82,Undirected,0.3756982456580624
seagrass,67,141,Undirected,0.4297175016540351
seagrass,68,79,Undirected,0.30490262865080886
seagrass,68,111,Undirected,0.2680294776468529
seagrass,68,125,Undirected,0.3177815023596908
seagrass,69,88,Undirected,0.2934716901640142
seagrass,69,147,Undirected,0.32879106132236824
seagrass,70,74,Undirected,0.49281840014503575
seagrass,71,141,Undirected,0.30012672572790733
seagrass,71,135,Undirected,0.42142873501903033
seagrass,72,109,Undirected,0.30663916090463383
seagrass,73,114,Undirected,0.2943098209837711
seagrass,74,88,Undirected,0.3457069031305252
seagrass,74,138,Undirected,0.29411709961347776
seagrass,75,84,Undirected,0.44850806277661415
seagrass,76,80,Undirected,0.2960242624221222
seagrass,76,89,Undirected,0.29426605297803476
seagrass,76,135,Undirected,0.37288416045443407
seagrass,77,139,Undirected,0.3048634612908827
seagrass,80,84,Undirected,0.3184910667702776
seagrass,80,89,Undirected,0.3531856877615941
seagrass,80,105,Undirected,0.2962134753803287
seagrass,81,84,Undirected,0.31396650582370267
seagrass,81,89,Undirected,0.29854024119609024
seagrass,81,139,Undirected,0.3241885255270386
seagrass,82,135,Undirected,0.31116707570724855
seagrass,83,133,Undirected,0.35552662658045275
seagrass,84,133,Undirected,0.3363321996806996
seagrass,86,88,Undirected,0.3017984555023653
