order	day	time	date_ast	temp	lux	site
1443	01/26/21	12:41:12 PM	01/26/21 12:41:12 PM	27.173	3272.2	Tektite
1444	01/26/21	12:46:12 PM	01/26/21 12:46:12 PM	27.272	7577.8	Tektite
1445	01/26/21	12:51:12 PM	01/26/21 12:51:12 PM	27.37	8611.2	Tektite
1446	01/26/21	12:56:12 PM	01/26/21 12:56:12 PM	27.272	3100	Tektite
1447	01/26/21	01:01:12 PM	01/26/21 01:01:12 PM	27.272	10333.4	Tektite
1448	01/26/21	01:06:12 PM	01/26/21 01:06:12 PM	27.075	0	Tektite
1449	01/26/21	01:11:12 PM	01/26/21 01:11:12 PM	26.977	32.3	Tektite
1450	01/26/21	01:16:12 PM	01/26/21 01:16:12 PM	26.977	1463.9	Tektite
1451	01/26/21	01:21:12 PM	01/26/21 01:21:12 PM	26.781	10.8	Tektite
1452	01/26/21	01:26:12 PM	01/26/21 01:26:12 PM	15.76	10.8	Tektite
1453	01/26/21	01:31:12 PM	01/26/21 01:31:12 PM	10.161	10.8	Tektite
1454	01/26/21	01:36:12 PM	01/26/21 01:36:12 PM	7.381	10.8	Tektite
1455	01/26/21	01:41:12 PM	01/26/21 01:41:12 PM	8.082	10.8	Tektite
1456	01/26/21	01:46:12 PM	01/26/21 01:46:12 PM	8.581	21.5	Tektite
1457	01/26/21	01:51:12 PM	01/26/21 01:51:12 PM	8.182	21.5	Tektite
1458	01/26/21	01:56:12 PM	01/26/21 01:56:12 PM	7.882	0	Tektite
1459	01/26/21	02:01:12 PM	01/26/21 02:01:12 PM	6.268	0	Tektite
1460	01/26/21	02:06:12 PM	01/26/21 02:06:12 PM	3.472	0	Tektite
1461	01/26/21	02:11:12 PM	01/26/21 02:11:12 PM	2.303	0	Tektite
1462	01/26/21	02:16:12 PM	01/26/21 02:16:12 PM	1.764	0	Tektite
1463	01/26/21	02:21:12 PM	01/26/21 02:21:12 PM	2.195	0	Tektite
1464	01/26/21	02:26:12 PM	01/26/21 02:26:12 PM	2.088	96.9	Tektite
1465	01/26/21	02:31:12 PM	01/26/21 02:31:12 PM	2.088	0	Tektite
1466	01/26/21	02:36:12 PM	01/26/21 02:36:12 PM	1.98	0	Tektite
1467	01/26/21	02:41:12 PM	01/26/21 02:41:12 PM	1.872	0	Tektite
1468	01/26/21	02:46:12 PM	01/26/21 02:46:12 PM	1.764	0	Tektite
1469	01/26/21	02:51:12 PM	01/26/21 02:51:12 PM	13.365	247.6	Tektite
1470	01/26/21	02:56:12 PM	01/26/21 02:56:12 PM	20.424	269.1	Tektite
1471	01/26/21	03:01:12 PM	01/26/21 03:01:12 PM	22.908	258.3	Tektite
1472	01/26/21	03:06:12 PM	01/26/21 03:06:12 PM	23.869	226	Tektite
1473	01/26/21	03:11:12 PM	01/26/21 03:11:12 PM	24.351	204.5	Tektite
1474	01/26/21	03:16:12 PM	01/26/21 03:16:12 PM	24.545	172.2	Tektite
1475	01/26/21	03:21:12 PM	01/26/21 03:21:12 PM	24.738	226	Tektite
1476	01/26/21	03:26:12 PM	01/26/21 03:26:12 PM	24.738	204.5	Tektite
1477	01/26/21	03:31:12 PM	01/26/21 03:31:12 PM	24.835	258.3	Tektite
1478	01/26/21	03:36:12 PM	01/26/21 03:36:12 PM	24.835	247.6	Tektite
1479	01/26/21	03:41:12 PM	01/26/21 03:41:12 PM	24.835	226	Tektite
1480	01/26/21	03:46:12 PM	01/26/21 03:46:12 PM	24.835	150.7	Tektite
1481	01/26/21	03:51:12 PM	01/26/21 03:51:12 PM	24.931	269.1	Tektite
1482	01/26/21	03:56:12 PM	01/26/21 03:56:12 PM	24.931	269.1	Tektite
1483	01/26/21	04:01:12 PM	01/26/21 04:01:12 PM	24.931	269.1	Tektite
1484	01/26/21	04:06:12 PM	01/26/21 04:06:12 PM	24.931	236.8	Tektite
1485	01/26/21	04:11:12 PM	01/26/21 04:11:12 PM	24.931	236.8	Tektite
1486	01/26/21	04:16:12 PM	01/26/21 04:16:12 PM	24.931	75.3	Tektite
1487	01/26/21	04:21:12 PM	01/26/21 04:21:12 PM	24.835	269.1	Tektite
1488	01/26/21	04:26:12 PM	01/26/21 04:26:12 PM	24.835	129.2	Tektite
1489	01/26/21	04:31:12 PM	01/26/21 04:31:12 PM	24.835	247.6	Tektite
1490	01/26/21	04:36:12 PM	01/26/21 04:36:12 PM	24.835	172.2	Tektite
1491	01/26/21	04:41:12 PM	01/26/21 04:41:12 PM	24.931	226	Tektite
1492	01/26/21	04:46:12 PM	01/26/21 04:46:12 PM	25.028	247.6	Tektite
1493	01/26/21	04:51:12 PM	01/26/21 04:51:12 PM	25.028	129.2	Tektite
1494	01/26/21	04:56:12 PM	01/26/21 04:56:12 PM	25.028	226	Tektite
1495	01/26/21	05:01:12 PM	01/26/21 05:01:12 PM	25.028	107.6	Tektite
1496	01/26/21	05:06:12 PM	01/26/21 05:06:12 PM	25.028	193.8	Tektite
1497	01/26/21	05:11:12 PM	01/26/21 05:11:12 PM	24.931	215.3	Tektite
1498	01/26/21	05:16:12 PM	01/26/21 05:16:12 PM	24.931	172.2	Tektite
1499	01/26/21	05:21:12 PM	01/26/21 05:21:12 PM	25.028	75.3	Tektite
1500	01/26/21	05:26:12 PM	01/26/21 05:26:12 PM	25.125	0	Tektite
1501	01/26/21	05:31:12 PM	01/26/21 05:31:12 PM	25.028	0	Tektite
1502	01/26/21	05:36:12 PM	01/26/21 05:36:12 PM	24.931	0	Tektite
1503	01/26/21	05:41:12 PM	01/26/21 05:41:12 PM	24.931	0	Tektite
1504	01/26/21	05:46:12 PM	01/26/21 05:46:12 PM	24.835	0	Tektite
1505	01/26/21	05:51:12 PM	01/26/21 05:51:12 PM	24.738	0	Tektite
1506	01/26/21	05:56:12 PM	01/26/21 05:56:12 PM	24.738	0	Tektite
1507	01/26/21	06:01:12 PM	01/26/21 06:01:12 PM	24.641	0	Tektite
1508	01/26/21	06:06:12 PM	01/26/21 06:06:12 PM	24.641	0	Tektite
1509	01/26/21	06:11:12 PM	01/26/21 06:11:12 PM	24.545	0	Tektite
1510	01/26/21	06:16:12 PM	01/26/21 06:16:12 PM	24.545	0	Tektite
1511	01/26/21	06:21:12 PM	01/26/21 06:21:12 PM	24.545	0	Tektite
1512	01/26/21	06:26:12 PM	01/26/21 06:26:12 PM	24.448	0	Tektite
1513	01/26/21	06:31:12 PM	01/26/21 06:31:12 PM	24.448	0	Tektite
1514	01/26/21	06:36:12 PM	01/26/21 06:36:12 PM	24.351	0	Tektite
1515	01/26/21	06:41:12 PM	01/26/21 06:41:12 PM	24.351	0	Tektite
1516	01/26/21	06:46:12 PM	01/26/21 06:46:12 PM	24.255	0	Tektite
1517	01/26/21	06:51:12 PM	01/26/21 06:51:12 PM	24.255	0	Tektite
1518	01/26/21	06:56:12 PM	01/26/21 06:56:12 PM	24.255	0	Tektite
1519	01/26/21	07:01:12 PM	01/26/21 07:01:12 PM	24.158	0	Tektite
1520	01/26/21	07:06:12 PM	01/26/21 07:06:12 PM	24.158	0	Tektite
1521	01/26/21	07:11:12 PM	01/26/21 07:11:12 PM	24.158	0	Tektite
1522	01/26/21	07:16:12 PM	01/26/21 07:16:12 PM	24.062	0	Tektite
1523	01/26/21	07:21:12 PM	01/26/21 07:21:12 PM	24.062	0	Tektite
1524	01/26/21	07:26:12 PM	01/26/21 07:26:12 PM	24.062	0	Tektite
1525	01/26/21	07:31:12 PM	01/26/21 07:31:12 PM	23.966	0	Tektite
1526	01/26/21	07:36:12 PM	01/26/21 07:36:12 PM	23.966	0	Tektite
1527	01/26/21	07:41:12 PM	01/26/21 07:41:12 PM	23.966	0	Tektite
1528	01/26/21	07:46:12 PM	01/26/21 07:46:12 PM	23.966	0	Tektite
1529	01/26/21	07:51:12 PM	01/26/21 07:51:12 PM	23.869	0	Tektite
1530	01/26/21	07:56:12 PM	01/26/21 07:56:12 PM	23.869	0	Tektite
1531	01/26/21	08:01:12 PM	01/26/21 08:01:12 PM	23.869	0	Tektite
1532	01/26/21	08:06:12 PM	01/26/21 08:06:12 PM	23.869	0	Tektite
1533	01/26/21	08:11:12 PM	01/26/21 08:11:12 PM	23.773	0	Tektite
1534	01/26/21	08:16:12 PM	01/26/21 08:16:12 PM	23.773	0	Tektite
1535	01/26/21	08:21:12 PM	01/26/21 08:21:12 PM	23.773	0	Tektite
1536	01/26/21	08:26:12 PM	01/26/21 08:26:12 PM	23.677	0	Tektite
1537	01/26/21	08:31:12 PM	01/26/21 08:31:12 PM	23.677	0	Tektite
1538	01/26/21	08:36:12 PM	01/26/21 08:36:12 PM	23.677	0	Tektite
1539	01/26/21	08:41:12 PM	01/26/21 08:41:12 PM	23.581	0	Tektite
1540	01/26/21	08:46:12 PM	01/26/21 08:46:12 PM	23.581	0	Tektite
1541	01/26/21	08:51:12 PM	01/26/21 08:51:12 PM	23.581	0	Tektite
1542	01/26/21	08:56:12 PM	01/26/21 08:56:12 PM	23.581	0	Tektite
1543	01/26/21	09:01:12 PM	01/26/21 09:01:12 PM	23.484	0	Tektite
1544	01/26/21	09:06:12 PM	01/26/21 09:06:12 PM	23.484	0	Tektite
1545	01/26/21	09:11:12 PM	01/26/21 09:11:12 PM	23.484	0	Tektite
1546	01/26/21	09:16:12 PM	01/26/21 09:16:12 PM	23.388	0	Tektite
1547	01/26/21	09:21:12 PM	01/26/21 09:21:12 PM	23.388	0	Tektite
1548	01/26/21	09:26:12 PM	01/26/21 09:26:12 PM	23.388	0	Tektite
1549	01/26/21	09:31:12 PM	01/26/21 09:31:12 PM	23.388	0	Tektite
1550	01/26/21	09:36:12 PM	01/26/21 09:36:12 PM	23.292	0	Tektite
1551	01/26/21	09:41:12 PM	01/26/21 09:41:12 PM	23.292	0	Tektite
1552	01/26/21	09:46:12 PM	01/26/21 09:46:12 PM	23.292	0	Tektite
1553	01/26/21	09:51:12 PM	01/26/21 09:51:12 PM	23.292	0	Tektite
1554	01/26/21	09:56:12 PM	01/26/21 09:56:12 PM	23.196	0	Tektite
1555	01/26/21	10:01:12 PM	01/26/21 10:01:12 PM	23.196	0	Tektite
1556	01/26/21	10:06:12 PM	01/26/21 10:06:12 PM	23.196	0	Tektite
1557	01/26/21	10:11:12 PM	01/26/21 10:11:12 PM	23.1	0	Tektite
1558	01/26/21	10:16:12 PM	01/26/21 10:16:12 PM	23.1	0	Tektite
1559	01/26/21	10:21:12 PM	01/26/21 10:21:12 PM	23.1	0	Tektite
1560	01/26/21	10:26:12 PM	01/26/21 10:26:12 PM	23.1	0	Tektite
1561	01/26/21	10:31:12 PM	01/26/21 10:31:12 PM	23.004	0	Tektite
1562	01/26/21	10:36:12 PM	01/26/21 10:36:12 PM	23.004	0	Tektite
1563	01/26/21	10:41:12 PM	01/26/21 10:41:12 PM	23.004	0	Tektite
1564	01/26/21	10:46:12 PM	01/26/21 10:46:12 PM	23.004	0	Tektite
1565	01/26/21	10:51:12 PM	01/26/21 10:51:12 PM	22.908	0	Tektite
1566	01/26/21	10:56:12 PM	01/26/21 10:56:12 PM	22.908	0	Tektite
1567	01/26/21	11:01:12 PM	01/26/21 11:01:12 PM	22.908	0	Tektite
1568	01/26/21	11:06:12 PM	01/26/21 11:06:12 PM	22.908	0	Tektite
1569	01/26/21	11:11:12 PM	01/26/21 11:11:12 PM	22.908	0	Tektite
1570	01/26/21	11:16:12 PM	01/26/21 11:16:12 PM	22.812	0	Tektite
1571	01/26/21	11:21:12 PM	01/26/21 11:21:12 PM	22.812	0	Tektite
1572	01/26/21	11:26:12 PM	01/26/21 11:26:12 PM	22.812	0	Tektite
1573	01/26/21	11:31:12 PM	01/26/21 11:31:12 PM	22.812	0	Tektite
1574	01/26/21	11:36:12 PM	01/26/21 11:36:12 PM	22.717	0	Tektite
1575	01/26/21	11:41:12 PM	01/26/21 11:41:12 PM	22.717	0	Tektite
1576	01/26/21	11:46:12 PM	01/26/21 11:46:12 PM	22.717	0	Tektite
1577	01/26/21	11:51:12 PM	01/26/21 11:51:12 PM	22.621	0	Tektite
1578	01/26/21	11:56:12 PM	01/26/21 11:56:12 PM	22.621	0	Tektite
1579	01/27/21	12:01:12 AM	01/27/21 12:01:12 AM	22.621	0	Tektite
1580	01/27/21	12:06:12 AM	01/27/21 12:06:12 AM	22.621	0	Tektite
1581	01/27/21	12:11:12 AM	01/27/21 12:11:12 AM	22.525	0	Tektite
1582	01/27/21	12:16:12 AM	01/27/21 12:16:12 AM	22.525	0	Tektite
1583	01/27/21	12:21:12 AM	01/27/21 12:21:12 AM	22.525	0	Tektite
1584	01/27/21	12:26:12 AM	01/27/21 12:26:12 AM	22.525	0	Tektite
1585	01/27/21	12:31:12 AM	01/27/21 12:31:12 AM	22.525	0	Tektite
1586	01/27/21	12:36:12 AM	01/27/21 12:36:12 AM	22.429	0	Tektite
1587	01/27/21	12:41:12 AM	01/27/21 12:41:12 AM	22.429	0	Tektite
1588	01/27/21	12:46:12 AM	01/27/21 12:46:12 AM	22.429	0	Tektite
1589	01/27/21	12:51:12 AM	01/27/21 12:51:12 AM	22.429	0	Tektite
1590	01/27/21	12:56:12 AM	01/27/21 12:56:12 AM	22.429	0	Tektite
1591	01/27/21	01:01:12 AM	01/27/21 01:01:12 AM	22.333	0	Tektite
1592	01/27/21	01:06:12 AM	01/27/21 01:06:12 AM	22.333	0	Tektite
1593	01/27/21	01:11:12 AM	01/27/21 01:11:12 AM	22.333	0	Tektite
1594	01/27/21	01:16:12 AM	01/27/21 01:16:12 AM	22.333	0	Tektite
1595	01/27/21	01:21:12 AM	01/27/21 01:21:12 AM	22.333	0	Tektite
1596	01/27/21	01:26:12 AM	01/27/21 01:26:12 AM	22.238	0	Tektite
1597	01/27/21	01:31:12 AM	01/27/21 01:31:12 AM	22.238	0	Tektite
1598	01/27/21	01:36:12 AM	01/27/21 01:36:12 AM	22.238	0	Tektite
1599	01/27/21	01:41:12 AM	01/27/21 01:41:12 AM	22.238	0	Tektite
1600	01/27/21	01:46:12 AM	01/27/21 01:46:12 AM	22.142	0	Tektite
1601	01/27/21	01:51:12 AM	01/27/21 01:51:12 AM	22.142	0	Tektite
1602	01/27/21	01:56:12 AM	01/27/21 01:56:12 AM	22.142	0	Tektite
1603	01/27/21	02:01:12 AM	01/27/21 02:01:12 AM	22.142	0	Tektite
1604	01/27/21	02:06:12 AM	01/27/21 02:06:12 AM	22.142	0	Tektite
1605	01/27/21	02:11:12 AM	01/27/21 02:11:12 AM	22.046	0	Tektite
1606	01/27/21	02:16:12 AM	01/27/21 02:16:12 AM	22.046	0	Tektite
1607	01/27/21	02:21:12 AM	01/27/21 02:21:12 AM	22.046	0	Tektite
1608	01/27/21	02:26:12 AM	01/27/21 02:26:12 AM	22.046	0	Tektite
1609	01/27/21	02:31:12 AM	01/27/21 02:31:12 AM	22.046	0	Tektite
1610	01/27/21	02:36:12 AM	01/27/21 02:36:12 AM	21.951	0	Tektite
1611	01/27/21	02:41:12 AM	01/27/21 02:41:12 AM	21.951	0	Tektite
1612	01/27/21	02:46:12 AM	01/27/21 02:46:12 AM	21.951	0	Tektite
1613	01/27/21	02:51:12 AM	01/27/21 02:51:12 AM	21.951	0	Tektite
1614	01/27/21	02:56:12 AM	01/27/21 02:56:12 AM	21.951	0	Tektite
1615	01/27/21	03:01:12 AM	01/27/21 03:01:12 AM	21.951	0	Tektite
1616	01/27/21	03:06:12 AM	01/27/21 03:06:12 AM	21.855	0	Tektite
1617	01/27/21	03:11:12 AM	01/27/21 03:11:12 AM	21.855	0	Tektite
1618	01/27/21	03:16:12 AM	01/27/21 03:16:12 AM	21.855	0	Tektite
1619	01/27/21	03:21:12 AM	01/27/21 03:21:12 AM	21.855	0	Tektite
1620	01/27/21	03:26:12 AM	01/27/21 03:26:12 AM	21.855	0	Tektite
1621	01/27/21	03:31:12 AM	01/27/21 03:31:12 AM	21.855	0	Tektite
1622	01/27/21	03:36:12 AM	01/27/21 03:36:12 AM	21.855	0	Tektite
1623	01/27/21	03:41:12 AM	01/27/21 03:41:12 AM	21.855	0	Tektite
1624	01/27/21	03:46:12 AM	01/27/21 03:46:12 AM	21.855	0	Tektite
1625	01/27/21	03:51:12 AM	01/27/21 03:51:12 AM	21.855	0	Tektite
1626	01/27/21	03:56:12 AM	01/27/21 03:56:12 AM	21.76	0	Tektite
1627	01/27/21	04:01:12 AM	01/27/21 04:01:12 AM	21.76	0	Tektite
1628	01/27/21	04:06:12 AM	01/27/21 04:06:12 AM	21.76	0	Tektite
1629	01/27/21	04:11:12 AM	01/27/21 04:11:12 AM	21.76	0	Tektite
1630	01/27/21	04:16:12 AM	01/27/21 04:16:12 AM	21.76	0	Tektite
1631	01/27/21	04:21:12 AM	01/27/21 04:21:12 AM	21.76	0	Tektite
1632	01/27/21	04:26:12 AM	01/27/21 04:26:12 AM	21.76	0	Tektite
1633	01/27/21	04:31:12 AM	01/27/21 04:31:12 AM	21.664	0	Tektite
1634	01/27/21	04:36:12 AM	01/27/21 04:36:12 AM	21.664	0	Tektite
1635	01/27/21	04:41:12 AM	01/27/21 04:41:12 AM	21.664	0	Tektite
1636	01/27/21	04:46:12 AM	01/27/21 04:46:12 AM	21.664	0	Tektite
1637	01/27/21	04:51:12 AM	01/27/21 04:51:12 AM	21.664	0	Tektite
1638	01/27/21	04:56:12 AM	01/27/21 04:56:12 AM	21.664	0	Tektite
1639	01/27/21	05:01:12 AM	01/27/21 05:01:12 AM	21.664	0	Tektite
1640	01/27/21	05:06:12 AM	01/27/21 05:06:12 AM	21.569	0	Tektite
1641	01/27/21	05:11:12 AM	01/27/21 05:11:12 AM	21.569	0	Tektite
1642	01/27/21	05:16:12 AM	01/27/21 05:16:12 AM	21.569	0	Tektite
1643	01/27/21	05:21:12 AM	01/27/21 05:21:12 AM	21.569	0	Tektite
1644	01/27/21	05:26:12 AM	01/27/21 05:26:12 AM	21.473	0	Tektite
1645	01/27/21	05:31:12 AM	01/27/21 05:31:12 AM	21.473	0	Tektite
1646	01/27/21	05:36:12 AM	01/27/21 05:36:12 AM	21.473	0	Tektite
1647	01/27/21	05:41:12 AM	01/27/21 05:41:12 AM	21.473	0	Tektite
1648	01/27/21	05:46:12 AM	01/27/21 05:46:12 AM	21.473	0	Tektite
1649	01/27/21	05:51:12 AM	01/27/21 05:51:12 AM	21.473	0	Tektite
1650	01/27/21	05:56:12 AM	01/27/21 05:56:12 AM	21.473	0	Tektite
1651	01/27/21	06:01:12 AM	01/27/21 06:01:12 AM	21.473	0	Tektite
1652	01/27/21	06:06:12 AM	01/27/21 06:06:12 AM	21.473	0	Tektite
1653	01/27/21	06:11:12 AM	01/27/21 06:11:12 AM	21.664	0	Tektite
1654	01/27/21	06:16:12 AM	01/27/21 06:16:12 AM	22.238	0	Tektite
1655	01/27/21	06:21:12 AM	01/27/21 06:21:12 AM	22.142	0	Tektite
1656	01/27/21	06:26:12 AM	01/27/21 06:26:12 AM	21.951	0	Tektite
1657	01/27/21	06:31:12 AM	01/27/21 06:31:12 AM	21.76	0	Tektite
1658	01/27/21	06:36:12 AM	01/27/21 06:36:12 AM	21.664	0	Tektite
1659	01/27/21	06:41:12 AM	01/27/21 06:41:12 AM	21.664	0	Tektite
1660	01/27/21	06:46:12 AM	01/27/21 06:46:12 AM	21.569	0	Tektite
1661	01/27/21	06:51:12 AM	01/27/21 06:51:12 AM	21.569	0	Tektite
1662	01/27/21	06:56:12 AM	01/27/21 06:56:12 AM	21.473	0	Tektite
1663	01/27/21	07:01:12 AM	01/27/21 07:01:12 AM	21.473	0	Tektite
1664	01/27/21	07:06:12 AM	01/27/21 07:06:12 AM	21.473	0	Tektite
1665	01/27/21	07:11:12 AM	01/27/21 07:11:12 AM	21.378	0	Tektite
1666	01/27/21	07:16:12 AM	01/27/21 07:16:12 AM	21.378	0	Tektite
1667	01/27/21	07:21:12 AM	01/27/21 07:21:12 AM	21.378	0	Tektite
1668	01/27/21	07:26:12 AM	01/27/21 07:26:12 AM	21.569	0	Tektite
1669	01/27/21	07:31:12 AM	01/27/21 07:31:12 AM	22.046	0	Tektite
1670	01/27/21	07:36:12 AM	01/27/21 07:36:12 AM	22.525	0	Tektite
1671	01/27/21	07:41:12 AM	01/27/21 07:41:12 AM	22.142	0	Tektite
1672	01/27/21	07:46:12 AM	01/27/21 07:46:12 AM	21.951	0	Tektite
1673	01/27/21	07:51:12 AM	01/27/21 07:51:12 AM	21.76	0	Tektite
1674	01/27/21	07:56:12 AM	01/27/21 07:56:12 AM	21.664	0	Tektite
1675	01/27/21	08:01:12 AM	01/27/21 08:01:12 AM	21.569	0	Tektite
1676	01/27/21	08:06:12 AM	01/27/21 08:06:12 AM	21.569	0	Tektite
1677	01/27/21	08:11:12 AM	01/27/21 08:11:12 AM	21.76	0	Tektite
1678	01/27/21	08:16:12 AM	01/27/21 08:16:12 AM	22.333	204.5	Tektite
1	01/21/21	12:32:30 PM	01/21/21 12:32:30 PM	26.683	0	Yawzi
2	01/21/21	12:37:30 PM	01/21/21 12:37:30 PM	25.902	0	Yawzi
3	01/21/21	12:42:30 PM	01/21/21 12:42:30 PM	24.835	10.8	Yawzi
4	01/21/21	12:47:30 PM	01/21/21 12:47:30 PM	24.738	21.5	Yawzi
5	01/21/21	12:52:30 PM	01/21/21 12:52:30 PM	28.258	10.8	Yawzi
6	01/21/21	12:57:30 PM	01/21/21 12:57:30 PM	28.456	6544.5	Yawzi
7	01/21/21	01:02:30 PM	01/21/21 01:02:30 PM	28.159	828.8	Yawzi
8	01/21/21	01:07:30 PM	01/21/21 01:07:30 PM	27.961	688.9	Yawzi
9	01/21/21	01:12:30 PM	01/21/21 01:12:30 PM	28.555	742.7	Yawzi
10	01/21/21	01:17:30 PM	01/21/21 01:17:30 PM	29.152	1248.6	Yawzi
11	01/21/21	01:22:30 PM	01/21/21 01:22:30 PM	29.652	947.2	Yawzi
12	01/21/21	01:27:30 PM	01/21/21 01:27:30 PM	30.154	1022.6	Yawzi
13	01/21/21	01:32:30 PM	01/21/21 01:32:30 PM	30.457	290.6	Yawzi
14	01/21/21	01:37:30 PM	01/21/21 01:37:30 PM	30.76	990.3	Yawzi
15	01/21/21	01:42:30 PM	01/21/21 01:42:30 PM	30.963	1119.5	Yawzi
16	01/21/21	01:47:30 PM	01/21/21 01:47:30 PM	31.268	129.2	Yawzi
17	01/21/21	01:52:30 PM	01/21/21 01:52:30 PM	31.472	161.5	Yawzi
18	01/21/21	01:57:30 PM	01/21/21 01:57:30 PM	31.472	452.1	Yawzi
19	01/21/21	02:02:30 PM	01/21/21 02:02:30 PM	31.37	473.6	Yawzi
20	01/21/21	02:07:30 PM	01/21/21 02:07:30 PM	29.552	818.1	Yawzi
21	01/21/21	02:12:30 PM	01/21/21 02:12:30 PM	27.272	301.4	Yawzi
22	01/21/21	02:17:30 PM	01/21/21 02:17:30 PM	27.075	3616.7	Yawzi
23	01/21/21	02:22:30 PM	01/21/21 02:22:30 PM	27.075	3272.2	Yawzi
24	01/21/21	02:27:30 PM	01/21/21 02:27:30 PM	27.075	2927.8	Yawzi
25	01/21/21	02:32:30 PM	01/21/21 02:32:30 PM	27.075	2927.8	Yawzi
26	01/21/21	02:37:30 PM	01/21/21 02:37:30 PM	27.075	2927.8	Yawzi
27	01/21/21	02:42:30 PM	01/21/21 02:42:30 PM	27.075	2755.6	Yawzi
28	01/21/21	02:47:30 PM	01/21/21 02:47:30 PM	27.075	2669.5	Yawzi
29	01/21/21	02:52:30 PM	01/21/21 02:52:30 PM	27.075	2669.5	Yawzi
30	01/21/21	02:57:30 PM	01/21/21 02:57:30 PM	27.075	2669.5	Yawzi
31	01/21/21	03:02:30 PM	01/21/21 03:02:30 PM	27.075	2497.2	Yawzi
32	01/21/21	03:07:30 PM	01/21/21 03:07:30 PM	27.075	2497.2	Yawzi
33	01/21/21	03:12:30 PM	01/21/21 03:12:30 PM	27.075	2411.1	Yawzi
34	01/21/21	03:17:30 PM	01/21/21 03:17:30 PM	27.075	2238.9	Yawzi
35	01/21/21	03:22:30 PM	01/21/21 03:22:30 PM	26.977	1980.6	Yawzi
36	01/21/21	03:27:30 PM	01/21/21 03:27:30 PM	27.075	1980.6	Yawzi
37	01/21/21	03:32:30 PM	01/21/21 03:32:30 PM	26.977	1808.3	Yawzi
38	01/21/21	03:37:30 PM	01/21/21 03:37:30 PM	26.977	1722.2	Yawzi
39	01/21/21	03:42:30 PM	01/21/21 03:42:30 PM	26.977	1722.2	Yawzi
40	01/21/21	03:47:30 PM	01/21/21 03:47:30 PM	26.977	1722.2	Yawzi
41	01/21/21	03:52:30 PM	01/21/21 03:52:30 PM	26.977	1636.1	Yawzi
42	01/21/21	03:57:30 PM	01/21/21 03:57:30 PM	26.977	1463.9	Yawzi
43	01/21/21	04:02:30 PM	01/21/21 04:02:30 PM	26.977	1463.9	Yawzi
44	01/21/21	04:07:30 PM	01/21/21 04:07:30 PM	26.977	1377.8	Yawzi
45	01/21/21	04:12:30 PM	01/21/21 04:12:30 PM	26.977	1302.4	Yawzi
46	01/21/21	04:17:30 PM	01/21/21 04:17:30 PM	26.977	1216.3	Yawzi
47	01/21/21	04:22:30 PM	01/21/21 04:22:30 PM	26.977	1151.7	Yawzi
48	01/21/21	04:27:30 PM	01/21/21 04:27:30 PM	26.977	1065.6	Yawzi
49	01/21/21	04:32:30 PM	01/21/21 04:32:30 PM	26.879	1054.9	Yawzi
50	01/21/21	04:37:30 PM	01/21/21 04:37:30 PM	26.879	958	Yawzi
51	01/21/21	04:42:30 PM	01/21/21 04:42:30 PM	26.879	914.9	Yawzi
52	01/21/21	04:47:30 PM	01/21/21 04:47:30 PM	26.879	839.6	Yawzi
53	01/21/21	04:52:30 PM	01/21/21 04:52:30 PM	26.879	775	Yawzi
54	01/21/21	04:57:30 PM	01/21/21 04:57:30 PM	26.879	710.4	Yawzi
55	01/21/21	05:02:30 PM	01/21/21 05:02:30 PM	26.879	656.6	Yawzi
56	01/21/21	05:07:30 PM	01/21/21 05:07:30 PM	26.879	613.5	Yawzi
57	01/21/21	05:12:30 PM	01/21/21 05:12:30 PM	26.879	527.4	Yawzi
58	01/21/21	05:17:30 PM	01/21/21 05:17:30 PM	26.879	473.6	Yawzi
59	01/21/21	05:22:30 PM	01/21/21 05:22:30 PM	26.879	419.8	Yawzi
60	01/21/21	05:27:30 PM	01/21/21 05:27:30 PM	26.879	366	Yawzi
61	01/21/21	05:32:30 PM	01/21/21 05:32:30 PM	26.879	322.9	Yawzi
62	01/21/21	05:37:30 PM	01/21/21 05:37:30 PM	26.879	269.1	Yawzi
63	01/21/21	05:42:30 PM	01/21/21 05:42:30 PM	26.879	215.3	Yawzi
64	01/21/21	05:47:30 PM	01/21/21 05:47:30 PM	26.879	172.2	Yawzi
65	01/21/21	05:52:30 PM	01/21/21 05:52:30 PM	26.879	129.2	Yawzi
66	01/21/21	05:57:30 PM	01/21/21 05:57:30 PM	26.879	86.1	Yawzi
67	01/21/21	06:02:30 PM	01/21/21 06:02:30 PM	26.879	53.8	Yawzi
68	01/21/21	06:07:30 PM	01/21/21 06:07:30 PM	26.879	21.5	Yawzi
69	01/21/21	06:12:30 PM	01/21/21 06:12:30 PM	26.879	0	Yawzi
70	01/21/21	06:17:30 PM	01/21/21 06:17:30 PM	26.781	0	Yawzi
71	01/21/21	06:22:30 PM	01/21/21 06:22:30 PM	26.879	0	Yawzi
72	01/21/21	06:27:30 PM	01/21/21 06:27:30 PM	26.879	0	Yawzi
73	01/21/21	06:32:30 PM	01/21/21 06:32:30 PM	26.879	0	Yawzi
74	01/21/21	06:37:30 PM	01/21/21 06:37:30 PM	26.781	0	Yawzi
75	01/21/21	06:42:30 PM	01/21/21 06:42:30 PM	26.781	0	Yawzi
76	01/21/21	06:47:30 PM	01/21/21 06:47:30 PM	26.879	0	Yawzi
