order	day	time	date_ast	temp	lux	site
1	01/21/21	12:31:12 PM	01/21/21 12:31:12 PM	26.097	0	Tektite
2	01/21/21	12:36:12 PM	01/21/21 12:36:12 PM	25.61	53.8	Tektite
3	01/21/21	12:41:12 PM	01/21/21 12:41:12 PM	24.835	32.3	Tektite
4	01/21/21	12:46:12 PM	01/21/21 12:46:12 PM	24.738	21.5	Tektite
5	01/21/21	12:51:12 PM	01/21/21 12:51:12 PM	25.222	0	Tektite
6	01/21/21	12:56:12 PM	01/21/21 12:56:12 PM	26.585	775	Tektite
7	01/21/21	01:01:12 PM	01/21/21 01:01:12 PM	28.853	10333.4	Tektite
8	01/21/21	01:06:12 PM	01/21/21 01:06:12 PM	30.154	12400.1	Tektite
9	01/21/21	01:11:12 PM	01/21/21 01:11:12 PM	33.43	22044.6	Tektite
10	01/21/21	01:16:12 PM	01/21/21 01:16:12 PM	35.649	27555.7	Tektite
11	01/21/21	01:21:12 PM	01/21/21 01:21:12 PM	37.604	22044.6	Tektite
12	01/21/21	01:26:12 PM	01/21/21 01:26:12 PM	38.046	88178.4	Tektite
13	01/21/21	01:31:12 PM	01/21/21 01:31:12 PM	38.157	19289	Tektite
14	01/21/21	01:36:12 PM	01/21/21 01:36:12 PM	38.379	85422.8	Tektite
15	01/21/21	01:41:12 PM	01/21/21 01:41:12 PM	38.268	17222.3	Tektite
16	01/21/21	01:46:12 PM	01/21/21 01:46:12 PM	38.49	5511.1	Tektite
17	01/21/21	01:51:12 PM	01/21/21 01:51:12 PM	38.826	8266.7	Tektite
18	01/21/21	01:56:12 PM	01/21/21 01:56:12 PM	38.046	13089	Tektite
19	01/21/21	02:01:12 PM	01/21/21 02:01:12 PM	36.837	22044.6	Tektite
20	01/21/21	02:06:12 PM	01/21/21 02:06:12 PM	35.756	115734.1	Tektite
21	01/21/21	02:11:12 PM	01/21/21 02:11:12 PM	41.692	2755.6	Tektite
22	01/21/21	02:16:12 PM	01/21/21 02:16:12 PM	46.85	21355.7	Tektite
23	01/21/21	02:21:12 PM	01/21/21 02:21:12 PM	46.21	1894.5	Tektite
24	01/21/21	02:26:12 PM	01/21/21 02:26:12 PM	44.58	21.5	Tektite
25	01/21/21	02:31:12 PM	01/21/21 02:31:12 PM	29.853	0	Tektite
26	01/21/21	02:36:12 PM	01/21/21 02:36:12 PM	27.37	5166.7	Tektite
27	01/21/21	02:41:12 PM	01/21/21 02:41:12 PM	27.173	5166.7	Tektite
28	01/21/21	02:46:12 PM	01/21/21 02:46:12 PM	27.173	5511.1	Tektite
29	01/21/21	02:51:12 PM	01/21/21 02:51:12 PM	27.173	5338.9	Tektite
30	01/21/21	02:56:12 PM	01/21/21 02:56:12 PM	27.173	5166.7	Tektite
31	01/21/21	03:01:12 PM	01/21/21 03:01:12 PM	27.173	4994.5	Tektite
32	01/21/21	03:06:12 PM	01/21/21 03:06:12 PM	27.173	4994.5	Tektite
33	01/21/21	03:11:12 PM	01/21/21 03:11:12 PM	27.173	4477.8	Tektite
34	01/21/21	03:16:12 PM	01/21/21 03:16:12 PM	27.075	4305.6	Tektite
35	01/21/21	03:21:12 PM	01/21/21 03:21:12 PM	27.173	4133.4	Tektite
36	01/21/21	03:26:12 PM	01/21/21 03:26:12 PM	27.075	3961.1	Tektite
37	01/21/21	03:31:12 PM	01/21/21 03:31:12 PM	27.075	3444.5	Tektite
38	01/21/21	03:36:12 PM	01/21/21 03:36:12 PM	27.075	3100	Tektite
39	01/21/21	03:41:12 PM	01/21/21 03:41:12 PM	27.075	3272.2	Tektite
40	01/21/21	03:46:12 PM	01/21/21 03:46:12 PM	27.075	2927.8	Tektite
41	01/21/21	03:51:12 PM	01/21/21 03:51:12 PM	27.075	2755.6	Tektite
42	01/21/21	03:56:12 PM	01/21/21 03:56:12 PM	27.075	2755.6	Tektite
43	01/21/21	04:01:12 PM	01/21/21 04:01:12 PM	27.075	2583.4	Tektite
44	01/21/21	04:06:12 PM	01/21/21 04:06:12 PM	26.977	2497.2	Tektite
45	01/21/21	04:11:12 PM	01/21/21 04:11:12 PM	26.977	2325	Tektite
46	01/21/21	04:16:12 PM	01/21/21 04:16:12 PM	26.977	2152.8	Tektite
47	01/21/21	04:21:12 PM	01/21/21 04:21:12 PM	26.977	2152.8	Tektite
48	01/21/21	04:26:12 PM	01/21/21 04:26:12 PM	26.977	1980.6	Tektite
49	01/21/21	04:31:12 PM	01/21/21 04:31:12 PM	26.977	1722.2	Tektite
50	01/21/21	04:36:12 PM	01/21/21 04:36:12 PM	26.977	1636.1	Tektite
51	01/21/21	04:41:12 PM	01/21/21 04:41:12 PM	26.977	1550	Tektite
52	01/21/21	04:46:12 PM	01/21/21 04:46:12 PM	26.879	1463.9	Tektite
53	01/21/21	04:51:12 PM	01/21/21 04:51:12 PM	26.879	1334.7	Tektite
54	01/21/21	04:56:12 PM	01/21/21 04:56:12 PM	26.879	1227.1	Tektite
55	01/21/21	05:01:12 PM	01/21/21 05:01:12 PM	26.879	1108.7	Tektite
56	01/21/21	05:06:12 PM	01/21/21 05:06:12 PM	26.879	1011.8	Tektite
57	01/21/21	05:11:12 PM	01/21/21 05:11:12 PM	26.879	882.6	Tektite
58	01/21/21	05:16:12 PM	01/21/21 05:16:12 PM	26.879	796.5	Tektite
59	01/21/21	05:21:12 PM	01/21/21 05:21:12 PM	26.879	710.4	Tektite
60	01/21/21	05:26:12 PM	01/21/21 05:26:12 PM	26.879	613.5	Tektite
61	01/21/21	05:31:12 PM	01/21/21 05:31:12 PM	26.879	538.2	Tektite
62	01/21/21	05:36:12 PM	01/21/21 05:36:12 PM	26.879	452.1	Tektite
63	01/21/21	05:41:12 PM	01/21/21 05:41:12 PM	26.781	376.7	Tektite
64	01/21/21	05:46:12 PM	01/21/21 05:46:12 PM	26.781	301.4	Tektite
65	01/21/21	05:51:12 PM	01/21/21 05:51:12 PM	26.781	226	Tektite
66	01/21/21	05:56:12 PM	01/21/21 05:56:12 PM	26.781	161.5	Tektite
67	01/21/21	06:01:12 PM	01/21/21 06:01:12 PM	26.781	107.6	Tektite
68	01/21/21	06:06:12 PM	01/21/21 06:06:12 PM	26.781	53.8	Tektite
69	01/21/21	06:11:12 PM	01/21/21 06:11:12 PM	26.781	21.5	Tektite
70	01/21/21	06:16:12 PM	01/21/21 06:16:12 PM	26.781	0	Tektite
71	01/21/21	06:21:12 PM	01/21/21 06:21:12 PM	26.781	0	Tektite
72	01/21/21	06:26:12 PM	01/21/21 06:26:12 PM	26.781	0	Tektite
73	01/21/21	06:31:12 PM	01/21/21 06:31:12 PM	26.781	0	Tektite
74	01/21/21	06:36:12 PM	01/21/21 06:36:12 PM	26.781	0	Tektite
75	01/21/21	06:41:12 PM	01/21/21 06:41:12 PM	26.781	0	Tektite
76	01/21/21	06:46:12 PM	01/21/21 06:46:12 PM	26.781	0	Tektite
77	01/21/21	06:51:12 PM	01/21/21 06:51:12 PM	26.781	0	Tektite
78	01/21/21	06:56:12 PM	01/21/21 06:56:12 PM	26.781	0	Tektite
79	01/21/21	07:01:12 PM	01/21/21 07:01:12 PM	26.781	0	Tektite
80	01/21/21	07:06:12 PM	01/21/21 07:06:12 PM	26.781	0	Tektite
81	01/21/21	07:11:12 PM	01/21/21 07:11:12 PM	26.781	0	Tektite
82	01/21/21	07:16:12 PM	01/21/21 07:16:12 PM	26.781	0	Tektite
83	01/21/21	07:21:12 PM	01/21/21 07:21:12 PM	26.781	0	Tektite
84	01/21/21	07:26:12 PM	01/21/21 07:26:12 PM	26.781	0	Tektite
85	01/21/21	07:31:12 PM	01/21/21 07:31:12 PM	26.781	0	Tektite
86	01/21/21	07:36:12 PM	01/21/21 07:36:12 PM	26.781	0	Tektite
87	01/21/21	07:41:12 PM	01/21/21 07:41:12 PM	26.781	0	Tektite
88	01/21/21	07:46:12 PM	01/21/21 07:46:12 PM	26.781	0	Tektite
89	01/21/21	07:51:12 PM	01/21/21 07:51:12 PM	26.781	0	Tektite
90	01/21/21	07:56:12 PM	01/21/21 07:56:12 PM	26.781	0	Tektite
91	01/21/21	08:01:12 PM	01/21/21 08:01:12 PM	26.781	0	Tektite
92	01/21/21	08:06:12 PM	01/21/21 08:06:12 PM	26.781	0	Tektite
93	01/21/21	08:11:12 PM	01/21/21 08:11:12 PM	26.781	0	Tektite
94	01/21/21	08:16:12 PM	01/21/21 08:16:12 PM	26.781	0	Tektite
95	01/21/21	08:21:12 PM	01/21/21 08:21:12 PM	26.781	0	Tektite
96	01/21/21	08:26:12 PM	01/21/21 08:26:12 PM	26.781	0	Tektite
97	01/21/21	08:31:12 PM	01/21/21 08:31:12 PM	26.781	0	Tektite
98	01/21/21	08:36:12 PM	01/21/21 08:36:12 PM	26.781	0	Tektite
99	01/21/21	08:41:12 PM	01/21/21 08:41:12 PM	26.781	0	Tektite
100	01/21/21	08:46:12 PM	01/21/21 08:46:12 PM	26.781	0	Tektite
101	01/21/21	08:51:12 PM	01/21/21 08:51:12 PM	26.781	0	Tektite
102	01/21/21	08:56:12 PM	01/21/21 08:56:12 PM	26.781	0	Tektite
103	01/21/21	09:01:12 PM	01/21/21 09:01:12 PM	26.781	0	Tektite
104	01/21/21	09:06:12 PM	01/21/21 09:06:12 PM	26.781	0	Tektite
105	01/21/21	09:11:12 PM	01/21/21 09:11:12 PM	26.781	0	Tektite
106	01/21/21	09:16:12 PM	01/21/21 09:16:12 PM	26.781	0	Tektite
107	01/21/21	09:21:12 PM	01/21/21 09:21:12 PM	26.781	0	Tektite
108	01/21/21	09:26:12 PM	01/21/21 09:26:12 PM	26.781	0	Tektite
109	01/21/21	09:31:12 PM	01/21/21 09:31:12 PM	26.781	0	Tektite
110	01/21/21	09:36:12 PM	01/21/21 09:36:12 PM	26.781	0	Tektite
111	01/21/21	09:41:12 PM	01/21/21 09:41:12 PM	26.781	0	Tektite
112	01/21/21	09:46:12 PM	01/21/21 09:46:12 PM	26.781	0	Tektite
113	01/21/21	09:51:12 PM	01/21/21 09:51:12 PM	26.781	0	Tektite
114	01/21/21	09:56:12 PM	01/21/21 09:56:12 PM	26.781	0	Tektite
115	01/21/21	10:01:12 PM	01/21/21 10:01:12 PM	26.781	0	Tektite
116	01/21/21	10:06:12 PM	01/21/21 10:06:12 PM	26.781	0	Tektite
117	01/21/21	10:11:12 PM	01/21/21 10:11:12 PM	26.781	0	Tektite
118	01/21/21	10:16:12 PM	01/21/21 10:16:12 PM	26.781	0	Tektite
119	01/21/21	10:21:12 PM	01/21/21 10:21:12 PM	26.879	0	Tektite
120	01/21/21	10:26:12 PM	01/21/21 10:26:12 PM	26.879	0	Tektite
121	01/21/21	10:31:12 PM	01/21/21 10:31:12 PM	26.781	0	Tektite
122	01/21/21	10:36:12 PM	01/21/21 10:36:12 PM	26.781	0	Tektite
123	01/21/21	10:41:12 PM	01/21/21 10:41:12 PM	26.879	0	Tektite
124	01/21/21	10:46:12 PM	01/21/21 10:46:12 PM	26.781	0	Tektite
125	01/21/21	10:51:12 PM	01/21/21 10:51:12 PM	26.781	0	Tektite
126	01/21/21	10:56:12 PM	01/21/21 10:56:12 PM	26.879	0	Tektite
127	01/21/21	11:01:12 PM	01/21/21 11:01:12 PM	26.781	0	Tektite
128	01/21/21	11:06:12 PM	01/21/21 11:06:12 PM	26.879	0	Tektite
129	01/21/21	11:11:12 PM	01/21/21 11:11:12 PM	26.879	0	Tektite
130	01/21/21	11:16:12 PM	01/21/21 11:16:12 PM	26.879	0	Tektite
131	01/21/21	11:21:12 PM	01/21/21 11:21:12 PM	26.781	0	Tektite
132	01/21/21	11:26:12 PM	01/21/21 11:26:12 PM	26.781	0	Tektite
133	01/21/21	11:31:12 PM	01/21/21 11:31:12 PM	26.879	0	Tektite
134	01/21/21	11:36:12 PM	01/21/21 11:36:12 PM	26.879	0	Tektite
135	01/21/21	11:41:12 PM	01/21/21 11:41:12 PM	26.879	0	Tektite
136	01/21/21	11:46:12 PM	01/21/21 11:46:12 PM	26.781	0	Tektite
137	01/21/21	11:51:12 PM	01/21/21 11:51:12 PM	26.879	0	Tektite
138	01/21/21	11:56:12 PM	01/21/21 11:56:12 PM	26.879	0	Tektite
139	01/22/21	12:01:12 AM	01/22/21 12:01:12 AM	26.879	0	Tektite
140	01/22/21	12:06:12 AM	01/22/21 12:06:12 AM	26.781	0	Tektite
141	01/22/21	12:11:12 AM	01/22/21 12:11:12 AM	26.781	0	Tektite
142	01/22/21	12:16:12 AM	01/22/21 12:16:12 AM	26.879	0	Tektite
143	01/22/21	12:21:12 AM	01/22/21 12:21:12 AM	26.879	0	Tektite
144	01/22/21	12:26:12 AM	01/22/21 12:26:12 AM	26.879	0	Tektite
145	01/22/21	12:31:12 AM	01/22/21 12:31:12 AM	26.879	0	Tektite
146	01/22/21	12:36:12 AM	01/22/21 12:36:12 AM	26.879	0	Tektite
147	01/22/21	12:41:12 AM	01/22/21 12:41:12 AM	26.879	0	Tektite
148	01/22/21	12:46:12 AM	01/22/21 12:46:12 AM	26.879	0	Tektite
149	01/22/21	12:51:12 AM	01/22/21 12:51:12 AM	26.781	0	Tektite
150	01/22/21	12:56:12 AM	01/22/21 12:56:12 AM	26.879	0	Tektite
151	01/22/21	01:01:12 AM	01/22/21 01:01:12 AM	26.781	0	Tektite
152	01/22/21	01:06:12 AM	01/22/21 01:06:12 AM	26.781	0	Tektite
153	01/22/21	01:11:12 AM	01/22/21 01:11:12 AM	26.781	0	Tektite
154	01/22/21	01:16:12 AM	01/22/21 01:16:12 AM	26.781	0	Tektite
155	01/22/21	01:21:12 AM	01/22/21 01:21:12 AM	26.781	0	Tektite
156	01/22/21	01:26:12 AM	01/22/21 01:26:12 AM	26.781	0	Tektite
157	01/22/21	01:31:12 AM	01/22/21 01:31:12 AM	26.781	0	Tektite
158	01/22/21	01:36:12 AM	01/22/21 01:36:12 AM	26.781	0	Tektite
159	01/22/21	01:41:12 AM	01/22/21 01:41:12 AM	26.781	0	Tektite
160	01/22/21	01:46:12 AM	01/22/21 01:46:12 AM	26.781	0	Tektite
161	01/22/21	01:51:12 AM	01/22/21 01:51:12 AM	26.781	0	Tektite
162	01/22/21	01:56:12 AM	01/22/21 01:56:12 AM	26.781	0	Tektite
163	01/22/21	02:01:12 AM	01/22/21 02:01:12 AM	26.781	0	Tektite
164	01/22/21	02:06:12 AM	01/22/21 02:06:12 AM	26.781	0	Tektite
165	01/22/21	02:11:12 AM	01/22/21 02:11:12 AM	26.781	0	Tektite
166	01/22/21	02:16:12 AM	01/22/21 02:16:12 AM	26.781	0	Tektite
167	01/22/21	02:21:12 AM	01/22/21 02:21:12 AM	26.781	0	Tektite
168	01/22/21	02:26:12 AM	01/22/21 02:26:12 AM	26.781	0	Tektite
169	01/22/21	02:31:12 AM	01/22/21 02:31:12 AM	26.781	0	Tektite
170	01/22/21	02:36:12 AM	01/22/21 02:36:12 AM	26.781	0	Tektite
171	01/22/21	02:41:12 AM	01/22/21 02:41:12 AM	26.781	0	Tektite
172	01/22/21	02:46:12 AM	01/22/21 02:46:12 AM	26.781	0	Tektite
173	01/22/21	02:51:12 AM	01/22/21 02:51:12 AM	26.781	0	Tektite
174	01/22/21	02:56:12 AM	01/22/21 02:56:12 AM	26.781	0	Tektite
175	01/22/21	03:01:12 AM	01/22/21 03:01:12 AM	26.781	0	Tektite
176	01/22/21	03:06:12 AM	01/22/21 03:06:12 AM	26.781	0	Tektite
177	01/22/21	03:11:12 AM	01/22/21 03:11:12 AM	26.781	0	Tektite
178	01/22/21	03:16:12 AM	01/22/21 03:16:12 AM	26.781	0	Tektite
179	01/22/21	03:21:12 AM	01/22/21 03:21:12 AM	26.781	0	Tektite
180	01/22/21	03:26:12 AM	01/22/21 03:26:12 AM	26.781	0	Tektite
181	01/22/21	03:31:12 AM	01/22/21 03:31:12 AM	26.781	0	Tektite
182	01/22/21	03:36:12 AM	01/22/21 03:36:12 AM	26.781	0	Tektite
183	01/22/21	03:41:12 AM	01/22/21 03:41:12 AM	26.781	0	Tektite
184	01/22/21	03:46:12 AM	01/22/21 03:46:12 AM	26.683	0	Tektite
185	01/22/21	03:51:12 AM	01/22/21 03:51:12 AM	26.781	0	Tektite
186	01/22/21	03:56:12 AM	01/22/21 03:56:12 AM	26.781	0	Tektite
187	01/22/21	04:01:12 AM	01/22/21 04:01:12 AM	26.781	0	Tektite
188	01/22/21	04:06:12 AM	01/22/21 04:06:12 AM	26.781	0	Tektite
189	01/22/21	04:11:12 AM	01/22/21 04:11:12 AM	26.781	0	Tektite
190	01/22/21	04:16:12 AM	01/22/21 04:16:12 AM	26.781	0	Tektite
191	01/22/21	04:21:12 AM	01/22/21 04:21:12 AM	26.781	0	Tektite
192	01/22/21	04:26:12 AM	01/22/21 04:26:12 AM	26.781	0	Tektite
193	01/22/21	04:31:12 AM	01/22/21 04:31:12 AM	26.781	0	Tektite
194	01/22/21	04:36:12 AM	01/22/21 04:36:12 AM	26.683	0	Tektite
195	01/22/21	04:41:12 AM	01/22/21 04:41:12 AM	26.683	0	Tektite
196	01/22/21	04:46:12 AM	01/22/21 04:46:12 AM	26.683	0	Tektite
197	01/22/21	04:51:12 AM	01/22/21 04:51:12 AM	26.781	0	Tektite
198	01/22/21	04:56:12 AM	01/22/21 04:56:12 AM	26.683	0	Tektite
199	01/22/21	05:01:12 AM	01/22/21 05:01:12 AM	26.781	0	Tektite
200	01/22/21	05:06:12 AM	01/22/21 05:06:12 AM	26.781	0	Tektite
201	01/22/21	05:11:12 AM	01/22/21 05:11:12 AM	26.683	0	Tektite
202	01/22/21	05:16:12 AM	01/22/21 05:16:12 AM	26.683	0	Tektite
203	01/22/21	05:21:12 AM	01/22/21 05:21:12 AM	26.683	0	Tektite
204	01/22/21	05:26:12 AM	01/22/21 05:26:12 AM	26.683	0	Tektite
205	01/22/21	05:31:12 AM	01/22/21 05:31:12 AM	26.683	0	Tektite
206	01/22/21	05:36:12 AM	01/22/21 05:36:12 AM	26.683	0	Tektite
207	01/22/21	05:41:12 AM	01/22/21 05:41:12 AM	26.683	0	Tektite
208	01/22/21	05:46:12 AM	01/22/21 05:46:12 AM	26.683	0	Tektite
209	01/22/21	05:51:12 AM	01/22/21 05:51:12 AM	26.683	0	Tektite
210	01/22/21	05:56:12 AM	01/22/21 05:56:12 AM	26.683	0	Tektite
211	01/22/21	06:01:12 AM	01/22/21 06:01:12 AM	26.683	0	Tektite
212	01/22/21	06:06:12 AM	01/22/21 06:06:12 AM	26.683	0	Tektite
213	01/22/21	06:11:12 AM	01/22/21 06:11:12 AM	26.683	0	Tektite
214	01/22/21	06:16:12 AM	01/22/21 06:16:12 AM	26.683	0	Tektite
215	01/22/21	06:21:12 AM	01/22/21 06:21:12 AM	26.683	0	Tektite
216	01/22/21	06:26:12 AM	01/22/21 06:26:12 AM	26.683	0	Tektite
217	01/22/21	06:31:12 AM	01/22/21 06:31:12 AM	26.683	0	Tektite
218	01/22/21	06:36:12 AM	01/22/21 06:36:12 AM	26.683	0	Tektite
219	01/22/21	06:41:12 AM	01/22/21 06:41:12 AM	26.683	0	Tektite
220	01/22/21	06:46:12 AM	01/22/21 06:46:12 AM	26.683	10.8	Tektite
221	01/22/21	06:51:12 AM	01/22/21 06:51:12 AM	26.683	32.3	Tektite
222	01/22/21	06:56:12 AM	01/22/21 06:56:12 AM	26.683	64.6	Tektite
223	01/22/21	07:01:12 AM	01/22/21 07:01:12 AM	26.683	118.4	Tektite
224	01/22/21	07:06:12 AM	01/22/21 07:06:12 AM	26.683	183	Tektite
225	01/22/21	07:11:12 AM	01/22/21 07:11:12 AM	26.683	333.7	Tektite
226	01/22/21	07:16:12 AM	01/22/21 07:16:12 AM	26.683	430.6	Tektite
227	01/22/21	07:21:12 AM	01/22/21 07:21:12 AM	26.683	419.8	Tektite
228	01/22/21	07:26:12 AM	01/22/21 07:26:12 AM	26.683	667.4	Tektite
229	01/22/21	07:31:12 AM	01/22/21 07:31:12 AM	26.683	538.2	Tektite
230	01/22/21	07:36:12 AM	01/22/21 07:36:12 AM	26.683	559.7	Tektite
231	01/22/21	07:41:12 AM	01/22/21 07:41:12 AM	26.683	602.8	Tektite
232	01/22/21	07:46:12 AM	01/22/21 07:46:12 AM	26.683	656.6	Tektite
233	01/22/21	07:51:12 AM	01/22/21 07:51:12 AM	26.683	979.5	Tektite
234	01/22/21	07:56:12 AM	01/22/21 07:56:12 AM	26.781	1550	Tektite
235	01/22/21	08:01:12 AM	01/22/21 08:01:12 AM	26.781	1722.2	Tektite
236	01/22/21	08:06:12 AM	01/22/21 08:06:12 AM	26.781	2325	Tektite
237	01/22/21	08:11:12 AM	01/22/21 08:11:12 AM	26.781	2583.4	Tektite
238	01/22/21	08:16:12 AM	01/22/21 08:16:12 AM	26.781	2066.7	Tektite
239	01/22/21	08:21:12 AM	01/22/21 08:21:12 AM	26.781	2238.9	Tektite
240	01/22/21	08:26:12 AM	01/22/21 08:26:12 AM	26.781	2411.1	Tektite
241	01/22/21	08:31:12 AM	01/22/21 08:31:12 AM	26.781	2669.5	Tektite
242	01/22/21	08:36:12 AM	01/22/21 08:36:12 AM	26.781	2755.6	Tektite
243	01/22/21	08:41:12 AM	01/22/21 08:41:12 AM	26.879	3100	Tektite
244	01/22/21	08:46:12 AM	01/22/21 08:46:12 AM	26.879	3100	Tektite
245	01/22/21	08:51:12 AM	01/22/21 08:51:12 AM	26.879	3444.5	Tektite
246	01/22/21	08:56:12 AM	01/22/21 08:56:12 AM	26.879	3616.7	Tektite
247	01/22/21	09:01:12 AM	01/22/21 09:01:12 AM	26.879	3616.7	Tektite
248	01/22/21	09:06:12 AM	01/22/21 09:06:12 AM	26.879	4133.4	Tektite
249	01/22/21	09:11:12 AM	01/22/21 09:11:12 AM	26.879	4305.6	Tektite
250	01/22/21	09:16:12 AM	01/22/21 09:16:12 AM	26.879	4650	Tektite
251	01/22/21	09:21:12 AM	01/22/21 09:21:12 AM	26.879	4477.8	Tektite
252	01/22/21	09:26:12 AM	01/22/21 09:26:12 AM	26.879	4822.3	Tektite
253	01/22/21	09:31:12 AM	01/22/21 09:31:12 AM	26.977	4477.8	Tektite
254	01/22/21	09:36:12 AM	01/22/21 09:36:12 AM	26.977	5166.7	Tektite
255	01/22/21	09:41:12 AM	01/22/21 09:41:12 AM	26.977	5166.7	Tektite
256	01/22/21	09:46:12 AM	01/22/21 09:46:12 AM	26.977	5338.9	Tektite
257	01/22/21	09:51:12 AM	01/22/21 09:51:12 AM	26.977	6200	Tektite
258	01/22/21	09:56:12 AM	01/22/21 09:56:12 AM	26.977	6200	Tektite
259	01/22/21	10:01:12 AM	01/22/21 10:01:12 AM	26.977	5166.7	Tektite
260	01/22/21	10:06:12 AM	01/22/21 10:06:12 AM	26.977	2325	Tektite
261	01/22/21	10:11:12 AM	01/22/21 10:11:12 AM	27.075	7233.4	Tektite
262	01/22/21	10:16:12 AM	01/22/21 10:16:12 AM	27.075	7577.8	Tektite
263	01/22/21	10:21:12 AM	01/22/21 10:21:12 AM	27.075	7233.4	Tektite
264	01/22/21	10:26:12 AM	01/22/21 10:26:12 AM	27.075	7577.8	Tektite
265	01/22/21	10:31:12 AM	01/22/21 10:31:12 AM	27.075	5338.9	Tektite
266	01/22/21	10:36:12 AM	01/22/21 10:36:12 AM	27.173	7577.8	Tektite
267	01/22/21	10:41:12 AM	01/22/21 10:41:12 AM	27.173	8611.2	Tektite
268	01/22/21	10:46:12 AM	01/22/21 10:46:12 AM	27.173	8266.7	Tektite
269	01/22/21	10:51:12 AM	01/22/21 10:51:12 AM	27.173	7577.8	Tektite
270	01/22/21	10:56:12 AM	01/22/21 10:56:12 AM	27.173	8611.2	Tektite
271	01/22/21	11:01:12 AM	01/22/21 11:01:12 AM	27.173	8611.2	Tektite
272	01/22/21	11:06:12 AM	01/22/21 11:06:12 AM	27.272	8266.7	Tektite
273	01/22/21	11:11:12 AM	01/22/21 11:11:12 AM	27.272	8611.2	Tektite
274	01/22/21	11:16:12 AM	01/22/21 11:16:12 AM	27.272	9300.1	Tektite
275	01/22/21	11:21:12 AM	01/22/21 11:21:12 AM	27.272	9300.1	Tektite
276	01/22/21	11:26:12 AM	01/22/21 11:26:12 AM	27.272	10333.4	Tektite
277	01/22/21	11:31:12 AM	01/22/21 11:31:12 AM	27.272	9300.1	Tektite
278	01/22/21	11:36:12 AM	01/22/21 11:36:12 AM	27.272	8611.2	Tektite
279	01/22/21	11:41:12 AM	01/22/21 11:41:12 AM	27.272	9644.5	Tektite
280	01/22/21	11:46:12 AM	01/22/21 11:46:12 AM	27.272	10333.4	Tektite
281	01/22/21	11:51:12 AM	01/22/21 11:51:12 AM	27.272	9644.5	Tektite
282	01/22/21	11:56:12 AM	01/22/21 11:56:12 AM	27.272	9644.5	Tektite
283	01/22/21	12:01:12 PM	01/22/21 12:01:12 PM	27.37	10677.8	Tektite
284	01/22/21	12:06:12 PM	01/22/21 12:06:12 PM	27.37	11022.3	Tektite
285	01/22/21	12:11:12 PM	01/22/21 12:11:12 PM	27.37	11022.3	Tektite
286	01/22/21	12:16:12 PM	01/22/21 12:16:12 PM	27.37	10333.4	Tektite
287	01/22/21	12:21:12 PM	01/22/21 12:21:12 PM	27.37	10333.4	Tektite
288	01/22/21	12:26:12 PM	01/22/21 12:26:12 PM	27.37	10333.4	Tektite
289	01/22/21	12:31:12 PM	01/22/21 12:31:12 PM	27.37	9644.5	Tektite
290	01/22/21	12:36:12 PM	01/22/21 12:36:12 PM	27.37	9644.5	Tektite
291	01/22/21	12:41:12 PM	01/22/21 12:41:12 PM	27.37	8611.2	Tektite
292	01/22/21	12:46:12 PM	01/22/21 12:46:12 PM	27.37	10333.4	Tektite
293	01/22/21	12:51:12 PM	01/22/21 12:51:12 PM	27.37	9300.1	Tektite
294	01/22/21	12:56:12 PM	01/22/21 12:56:12 PM	27.37	9644.5	Tektite
295	01/22/21	01:01:12 PM	01/22/21 01:01:12 PM	27.37	9300.1	Tektite
296	01/22/21	01:06:12 PM	01/22/21 01:06:12 PM	27.37	4477.8	Tektite
297	01/22/21	01:11:12 PM	01/22/21 01:11:12 PM	27.37	9300.1	Tektite
298	01/22/21	01:16:12 PM	01/22/21 01:16:12 PM	27.37	9644.5	Tektite
299	01/22/21	01:21:12 PM	01/22/21 01:21:12 PM	27.37	8611.2	Tektite
300	01/22/21	01:26:12 PM	01/22/21 01:26:12 PM	27.37	8611.2	Tektite
301	01/22/21	01:31:12 PM	01/22/21 01:31:12 PM	27.37	8611.2	Tektite
302	01/22/21	01:36:12 PM	01/22/21 01:36:12 PM	27.272	8266.7	Tektite
303	01/22/21	01:41:12 PM	01/22/21 01:41:12 PM	27.272	7233.4	Tektite
304	01/22/21	01:46:12 PM	01/22/21 01:46:12 PM	27.272	8611.2	Tektite
305	01/22/21	01:51:12 PM	01/22/21 01:51:12 PM	27.272	8266.7	Tektite
306	01/22/21	01:56:12 PM	01/22/21 01:56:12 PM	27.272	7577.8	Tektite
307	01/22/21	02:01:12 PM	01/22/21 02:01:12 PM	27.272	7233.4	Tektite
308	01/22/21	02:06:12 PM	01/22/21 02:06:12 PM	27.272	7233.4	Tektite
309	01/22/21	02:11:12 PM	01/22/21 02:11:12 PM	27.272	5511.1	Tektite
310	01/22/21	02:16:12 PM	01/22/21 02:16:12 PM	27.272	6200	Tektite
311	01/22/21	02:21:12 PM	01/22/21 02:21:12 PM	27.173	6200	Tektite
312	01/22/21	02:26:12 PM	01/22/21 02:26:12 PM	27.272	5511.1	Tektite
313	01/22/21	02:31:12 PM	01/22/21 02:31:12 PM	27.173	5511.1	Tektite
314	01/22/21	02:36:12 PM	01/22/21 02:36:12 PM	27.173	5511.1	Tektite
315	01/22/21	02:41:12 PM	01/22/21 02:41:12 PM	27.173	5166.7	Tektite
