contrast	asv_id	estimate	pval	group	site	commonid	test_type	model	sampling_time	Combo	baseline	baseMean	padj	log2FoldChange_MMSE	pair1	pair2	hold	variable	p_fdr
dawn (Yawzi - LB_seagrass)	ASV_00096						corncob	cc_da					2.004368560304166e-16				dawn	Yawzi - LB_seagrass	2.004368560304166e-16
dawn (Tektite - LB_seagrass)	ASV_00096						corncob	cc_da									dawn	Tektite - LB_seagrass	8.428274377187006e-6
dawn (Yawzi - Tektite)	ASV_00097						corncob	cc_dv									dawn	Yawzi - Tektite	0.024480870000427066
dawn (Yawzi - LB_seagrass)	ASV_00097						corncob	cc_da					5.67374918767219e-38				dawn	Yawzi - LB_seagrass	5.67374918767219e-38
dawn (Tektite - LB_seagrass)	ASV_00097						corncob	cc_da									dawn	Tektite - LB_seagrass	1.4835378920207905e-11
dawn (Yawzi - LB_seagrass)	ASV_00103						corncob	cc_da									dawn	Yawzi - LB_seagrass	9.528488177692149e-7
dawn (Tektite - LB_seagrass)	ASV_00103						corncob	cc_da									dawn	Tektite - LB_seagrass	0.00011050151193734828
dawn (Yawzi - LB_seagrass)	ASV_00105						corncob	cc_da									dawn	Yawzi - LB_seagrass	2.69497652365154e-12
dawn (Tektite - LB_seagrass)	ASV_00105						corncob	cc_da									dawn	Tektite - LB_seagrass	4.4500813034766624e-7
dawn (Yawzi - LB_seagrass)	ASV_00119						corncob	cc_da									dawn	Yawzi - LB_seagrass	1.823885089703764e-10
dawn (Tektite - LB_seagrass)	ASV_00119						corncob	cc_da					3.454227335926113e-14				dawn	Tektite - LB_seagrass	3.454227335926113e-14
dawn (Yawzi - Tektite)	ASV_00125						corncob	cc_dv									dawn	Yawzi - Tektite	0.03115310405738791
dawn (Yawzi - LB_seagrass)	ASV_00125						corncob	cc_da									dawn	Yawzi - LB_seagrass	1.0891878256460963e-5
dawn (Tektite - LB_seagrass)	ASV_00125						corncob	cc_da									dawn	Tektite - LB_seagrass	4.0406902260729514e-7
dawn (Yawzi - LB_seagrass)	ASV_00130						corncob	cc_da									dawn	Yawzi - LB_seagrass	2.4881610913281527e-8
dawn (Tektite - LB_seagrass)	ASV_00130						corncob	cc_da									dawn	Tektite - LB_seagrass	1.3597732761994881e-11
dawn (Yawzi - LB_seagrass)	ASV_00131						corncob	cc_da					1.8626514965284656e-22				dawn	Yawzi - LB_seagrass	1.8626514965284656e-22
dawn (Tektite - LB_seagrass)	ASV_00131						corncob	cc_da									dawn	Tektite - LB_seagrass	2.1625105851223797e-13
dawn (Yawzi - LB_seagrass)	ASV_00133						corncob	cc_da									dawn	Yawzi - LB_seagrass	1.2004291969676717e-8
dawn (Tektite - LB_seagrass)	ASV_00133						corncob	cc_da									dawn	Tektite - LB_seagrass	1.8739325197126423e-11
dawn (Yawzi - LB_seagrass)	ASV_00138						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.01357921069306689
dawn (Tektite - LB_seagrass)	ASV_00138						corncob	cc_da									dawn	Tektite - LB_seagrass	0.0026166723560996172
dawn (Yawzi - Tektite)	ASV_00146						corncob	cc_dv									dawn	Yawzi - Tektite	0.0035087044475175986
dawn (Yawzi - LB_seagrass)	ASV_00146						corncob	cc_da									dawn	Yawzi - LB_seagrass	2.20961183159963e-7
dawn (Tektite - LB_seagrass)	ASV_00146						corncob	cc_da									dawn	Tektite - LB_seagrass	3.4840519467677615e-4
dawn (Yawzi - LB_seagrass)	ASV_00150						corncob	cc_da									dawn	Yawzi - LB_seagrass	4.840944375535139e-7
dawn (Tektite - LB_seagrass)	ASV_00150						corncob	cc_da									dawn	Tektite - LB_seagrass	7.291457939975218e-9
dawn (Yawzi - LB_seagrass)	ASV_00153						corncob	cc_da									dawn	Yawzi - LB_seagrass	6.064508524663119e-5
dawn (Tektite - LB_seagrass)	ASV_00153						corncob	cc_da									dawn	Tektite - LB_seagrass	5.239515797005857e-7
dawn (Yawzi - LB_seagrass)	ASV_00155						corncob	cc_da									dawn	Yawzi - LB_seagrass	3.17277807219652e-5
dawn (Tektite - LB_seagrass)	ASV_00155						corncob	cc_da									dawn	Tektite - LB_seagrass	1.0757315592220467e-8
dawn (Yawzi - LB_seagrass)	ASV_00186						corncob	cc_da									dawn	Yawzi - LB_seagrass	3.890165845373186e-9
dawn (Tektite - LB_seagrass)	ASV_00186						corncob	cc_da									dawn	Tektite - LB_seagrass	6.333938454567392e-4
dawn (Yawzi - LB_seagrass)	ASV_00209						corncob	cc_da									dawn	Yawzi - LB_seagrass	2.265959497070194e-6
dawn (Tektite - LB_seagrass)	ASV_00209						corncob	cc_da									dawn	Tektite - LB_seagrass	0.001787664409918782
dawn (Yawzi - LB_seagrass)	ASV_00215						corncob	cc_da					2.0598034247611352e-30				dawn	Yawzi - LB_seagrass	2.0598034247611352e-30
dawn (Tektite - LB_seagrass)	ASV_00215						corncob	cc_da									dawn	Tektite - LB_seagrass	3.398817601012856e-13
dawn (Yawzi - LB_seagrass)	ASV_00227						corncob	cc_da									dawn	Yawzi - LB_seagrass	4.459163062137614e-9
dawn (Tektite - LB_seagrass)	ASV_00227						corncob	cc_da									dawn	Tektite - LB_seagrass	7.142441433236278e-5
dawn (Yawzi - Tektite)	ASV_00229						corncob	cc_dv									dawn	Yawzi - Tektite	0.009864932729347475
dawn (Yawzi - LB_seagrass)	ASV_00229						corncob	cc_dv									dawn	Yawzi - LB_seagrass	1.0606843795292188e-4
dawn (Yawzi - LB_seagrass)	ASV_00236						corncob	cc_da									dawn	Yawzi - LB_seagrass	1.4954381772632475e-4
dawn (Tektite - LB_seagrass)	ASV_00236						corncob	cc_da									dawn	Tektite - LB_seagrass	2.058249597812965e-6
dawn (Yawzi - LB_seagrass)	ASV_00243						corncob	cc_da									dawn	Yawzi - LB_seagrass	2.4929852642018298e-6
dawn (Tektite - LB_seagrass)	ASV_00243						corncob	cc_da									dawn	Tektite - LB_seagrass	1.0552754939586922e-4
dawn (Yawzi - LB_seagrass)	ASV_00251						corncob	cc_da									dawn	Yawzi - LB_seagrass	3.5388629223560957e-6
dawn (Tektite - LB_seagrass)	ASV_00251						corncob	cc_da									dawn	Tektite - LB_seagrass	0.0011302548475655072
dawn (Yawzi - LB_seagrass)	ASV_00260						corncob	cc_da									dawn	Yawzi - LB_seagrass	7.766446603640766e-7
dawn (Tektite - LB_seagrass)	ASV_00260						corncob	cc_da									dawn	Tektite - LB_seagrass	4.0406902260729514e-7
dawn (Yawzi - Tektite)	ASV_00269						corncob	cc_da									dawn	Yawzi - Tektite	0.0011477304519978155
dawn (Yawzi - LB_seagrass)	ASV_00269						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.040285464774506216
dawn (Yawzi - LB_seagrass)	ASV_00271						corncob	cc_da					1.9436522923854246e-15				dawn	Yawzi - LB_seagrass	1.9436522923854246e-15
dawn (Tektite - LB_seagrass)	ASV_00271						corncob	cc_da									dawn	Tektite - LB_seagrass	4.951574374561762e-6
dawn (Yawzi - LB_seagrass)	ASV_00282						corncob	cc_da									dawn	Yawzi - LB_seagrass	2.3600923165027184e-6
dawn (Tektite - LB_seagrass)	ASV_00282						corncob	cc_da									dawn	Tektite - LB_seagrass	4.111449296087791e-6
dawn (Yawzi - LB_seagrass)	ASV_00300						corncob	cc_da									dawn	Yawzi - LB_seagrass	4.6907671561498585e-7
dawn (Yawzi - LB_seagrass)	ASV_00321						corncob	cc_da									dawn	Yawzi - LB_seagrass	5.1452399346574785e-5
dawn (Tektite - LB_seagrass)	ASV_00321						corncob	cc_da									dawn	Tektite - LB_seagrass	1.0177213936133453e-4
dawn (Yawzi - LB_seagrass)	ASV_00361						corncob	cc_da									dawn	Yawzi - LB_seagrass	1.3056482934287337e-9
dawn (Tektite - LB_seagrass)	ASV_00361						corncob	cc_da									dawn	Tektite - LB_seagrass	0.007292120940373827
dawn (Yawzi - LB_seagrass)	ASV_00389						corncob	cc_da									dawn	Yawzi - LB_seagrass	2.8044698593271035e-8
dawn (Tektite - LB_seagrass)	ASV_00389						corncob	cc_da									dawn	Tektite - LB_seagrass	3.317203763431109e-5
dawn (Yawzi - LB_seagrass)	ASV_00469						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.04955877000273555
dawn (Tektite - LB_seagrass)	ASV_00469						corncob	cc_da									dawn	Tektite - LB_seagrass	0.040168792670623954
dawn (Yawzi - LB_seagrass)	ASV_00495						corncob	cc_da									dawn	Yawzi - LB_seagrass	1.0651401810038946e-5
dawn (Tektite - LB_seagrass)	ASV_00495						corncob	cc_da									dawn	Tektite - LB_seagrass	2.170469733627315e-6
dawn (Yawzi - LB_seagrass)	ASV_00524						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.045965673133252484
dawn (Tektite - LB_seagrass)	ASV_00524						corncob	cc_da									dawn	Tektite - LB_seagrass	0.006923965127721919
dawn (Yawzi - LB_seagrass)	ASV_00528						corncob	cc_da									dawn	Yawzi - LB_seagrass	2.2085401902906517e-4
dawn (Tektite - LB_seagrass)	ASV_00528						corncob	cc_da									dawn	Tektite - LB_seagrass	1.069886922854797e-4
dawn (Yawzi - LB_seagrass)	ASV_00570						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.009972937295912405
dawn (Yawzi - LB_seagrass)	ASV_00614						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.019382182908465346
dawn (Tektite - LB_seagrass)	ASV_00614						corncob	cc_da									dawn	Tektite - LB_seagrass	2.0053625261154395e-4
dawn (Yawzi - Tektite)	ASV_00624						corncob	cc_dv									dawn	Yawzi - Tektite	0.015089274837724535
dawn (Yawzi - LB_seagrass)	ASV_00624						corncob	cc_da									dawn	Yawzi - LB_seagrass	2.3047738407350262e-8
dawn (Yawzi - LB_seagrass)	ASV_00661						corncob	cc_da									dawn	Yawzi - LB_seagrass	1.9545871663878922e-4
dawn (Tektite - LB_seagrass)	ASV_00661						corncob	cc_da									dawn	Tektite - LB_seagrass	1.0543408045234766e-4
dawn (Yawzi - LB_seagrass)	ASV_00837						corncob	cc_da									dawn	Yawzi - LB_seagrass	1.8905736939134657e-6
dawn (Tektite - LB_seagrass)	ASV_00837						corncob	cc_da									dawn	Tektite - LB_seagrass	5.223361975635644e-4
dawn (Yawzi - LB_seagrass)	ASV_00848						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.0014770013370490177
dawn (Tektite - LB_seagrass)	ASV_00848						corncob	cc_da									dawn	Tektite - LB_seagrass	0.0022979174707737564
dawn (Yawzi - LB_seagrass)	ASV_00851						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.005938129118316421
dawn (Tektite - LB_seagrass)	ASV_00851						corncob	cc_da									dawn	Tektite - LB_seagrass	0.008508649830033608
dawn (Yawzi - LB_seagrass)	ASV_00882						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.02515941668802189
dawn (Yawzi - LB_seagrass)	ASV_01015						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.044657991847916405
dawn (Tektite - LB_seagrass)	ASV_01015						corncob	cc_da									dawn	Tektite - LB_seagrass	0.001234506293413971
dawn (Yawzi - LB_seagrass)	ASV_01134						corncob	cc_da					1.2161080429382186e-27				dawn	Yawzi - LB_seagrass	1.2161080429382186e-27
dawn (Tektite - LB_seagrass)	ASV_01134						corncob	cc_da									dawn	Tektite - LB_seagrass	1.3944591051876002e-9
dawn (Yawzi - LB_seagrass)	ASV_01140						corncob	cc_da									dawn	Yawzi - LB_seagrass	9.522291409146912e-5
dawn (Tektite - LB_seagrass)	ASV_01140						corncob	cc_da									dawn	Tektite - LB_seagrass	4.382233830157976e-8
dawn (Yawzi - LB_seagrass)	ASV_01583						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.017679742307658917
dawn (Yawzi - LB_seagrass)	ASV_01729						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.008894211000720484
dawn (Tektite - LB_seagrass)	ASV_01729						corncob	cc_da									dawn	Tektite - LB_seagrass	0.006506720836046921
dawn (Yawzi - LB_seagrass)	ASV_02219						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.040285464774506216
dawn (Yawzi - LB_seagrass)	ASV_02305						corncob	cc_da									dawn	Yawzi - LB_seagrass	5.489303550271576e-5
dawn (Tektite - LB_seagrass)	ASV_02305						corncob	cc_da									dawn	Tektite - LB_seagrass	3.004371789127974e-4
dawn (Yawzi - LB_seagrass)	ASV_00015						corncob	cc_da									dawn	Yawzi - LB_seagrass	2.767012911427225e-10
dawn (Tektite - LB_seagrass)	ASV_00015						corncob	cc_da									dawn	Tektite - LB_seagrass	8.668387414627024e-12
dawn (Yawzi - LB_seagrass)	ASV_00064						corncob	cc_da									dawn	Yawzi - LB_seagrass	2.4522341613204375e-11
dawn (Tektite - LB_seagrass)	ASV_00064						corncob	cc_da									dawn	Tektite - LB_seagrass	1.0757315592220467e-8
dawn (Tektite - LB_seagrass)	ASV_00177						corncob	cc_da									dawn	Tektite - LB_seagrass	0.006178319479767842
dawn (Tektite - LB_seagrass)	ASV_00346						corncob	cc_da									dawn	Tektite - LB_seagrass	0.042465193196124025
dawn (Yawzi - LB_seagrass)	ASV_00360						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.0011695830857024684
dawn (Yawzi - LB_seagrass)	ASV_00609						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.015511232526021046
dawn (Tektite - LB_seagrass)	ASV_00654						corncob	cc_da									dawn	Tektite - LB_seagrass	0.03971753151965515
dawn (Yawzi - LB_seagrass)	ASV_01202						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.03257120247530439
dawn (Yawzi - LB_seagrass)	ASV_02093						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.04044833615732848
dawn (Tektite - LB_seagrass)	ASV_02093						corncob	cc_da									dawn	Tektite - LB_seagrass	0.007401520064776086
dawn (Yawzi - LB_seagrass)	ASV_02345						corncob	cc_da									dawn	Yawzi - LB_seagrass	8.557177021248575e-4
dawn (Tektite - LB_seagrass)	ASV_02345						corncob	cc_da									dawn	Tektite - LB_seagrass	0.026927989232335248
dawn (Yawzi - Tektite)	ASV_00080						corncob	cc_dv									dawn	Yawzi - Tektite	0.03995444753974725
dawn (Yawzi - LB_seagrass)	ASV_00080						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.0204180305994735
dawn (Yawzi - Tektite)	ASV_00168						corncob	cc_dv									dawn	Yawzi - Tektite	0.009864932729347475
dawn (Yawzi - LB_seagrass)	ASV_00168						corncob	cc_dv									dawn	Yawzi - LB_seagrass	0.0029237016246567867
dawn (Yawzi - Tektite)	ASV_00307						corncob	cc_dv									dawn	Yawzi - Tektite	0.024480870000427066
dawn (Yawzi - LB_seagrass)	ASV_00307						corncob	cc_dv									dawn	Yawzi - LB_seagrass	0.040328291494251114
dawn (Yawzi - LB_seagrass)	ASV_00019						corncob	cc_dv									dawn	Yawzi - LB_seagrass	0.027976066655789042
dawn (Tektite - LB_seagrass)	ASV_00019						corncob	cc_da									dawn	Tektite - LB_seagrass	0.007801390059047628
dawn (Yawzi - LB_seagrass)	ASV_00040						corncob	cc_da									dawn	Yawzi - LB_seagrass	1.124607473113994e-4
dawn (Yawzi - LB_seagrass)	ASV_00042						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.0149514343470807
dawn (Yawzi - LB_seagrass)	ASV_00060						corncob	cc_da									dawn	Yawzi - LB_seagrass	3.3874605923021405e-8
dawn (Yawzi - LB_seagrass)	ASV_00066						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.0036811189946242932
dawn (Tektite - LB_seagrass)	ASV_00066						corncob	cc_da									dawn	Tektite - LB_seagrass	3.549865076000947e-5
dawn (Yawzi - LB_seagrass)	ASV_00084						corncob	cc_dv									dawn	Yawzi - LB_seagrass	0.03660886305436841
dawn (Yawzi - LB_seagrass)	ASV_00147						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.025062148532774546
dawn (Yawzi - LB_seagrass)	ASV_00317						corncob	cc_da									dawn	Yawzi - LB_seagrass	2.971238733113808e-4
dawn (Tektite - LB_seagrass)	ASV_00317						corncob	cc_da									dawn	Tektite - LB_seagrass	0.024878009913519007
dawn (Yawzi - LB_seagrass)	ASV_00339						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.017106791009937804
dawn (Tektite - LB_seagrass)	ASV_00339						corncob	cc_da									dawn	Tektite - LB_seagrass	0.019561949231325145
dawn (Yawzi - LB_seagrass)	ASV_00399						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.02180982980999638
dawn (Tektite - LB_seagrass)	ASV_00399						corncob	cc_da									dawn	Tektite - LB_seagrass	0.0420064928961921
dawn (Yawzi - LB_seagrass)	ASV_00400						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.007308245060607004
dawn (Tektite - LB_seagrass)	ASV_00400						corncob	cc_da									dawn	Tektite - LB_seagrass	0.0043472489301182304
dawn (Yawzi - LB_seagrass)	ASV_00445						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.00984200796157501
dawn (Yawzi - LB_seagrass)	ASV_00451						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.0015098800717087597
dawn (Tektite - LB_seagrass)	ASV_00451						corncob	cc_da									dawn	Tektite - LB_seagrass	0.014163705120923813
dawn (Yawzi - LB_seagrass)	ASV_00650						corncob	cc_da									dawn	Yawzi - LB_seagrass	1.823885089703764e-10
dawn (Tektite - LB_seagrass)	ASV_00650						corncob	cc_da									dawn	Tektite - LB_seagrass	3.65197218155936e-4
dawn (Yawzi - LB_seagrass)	ASV_00712						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.013277064541467503
dawn (Tektite - LB_seagrass)	ASV_00712						corncob	cc_da									dawn	Tektite - LB_seagrass	0.00489537614649225
dawn (Yawzi - LB_seagrass)	ASV_00769						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.014382096986693672
dawn (Yawzi - LB_seagrass)	ASV_00829						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.03257120247530439
dawn (Yawzi - LB_seagrass)	ASV_00833						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.02515941668802189
dawn (Tektite - LB_seagrass)	ASV_00833						corncob	cc_da									dawn	Tektite - LB_seagrass	0.01621721647897894
dawn (Yawzi - LB_seagrass)	ASV_00967						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.030467400223974397
dawn (Yawzi - LB_seagrass)	ASV_00975						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.005574046915837563
dawn (Yawzi - LB_seagrass)	ASV_01119						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.01221816305967583
dawn (Yawzi - LB_seagrass)	ASV_01319						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.002166754551378216
dawn (Tektite - LB_seagrass)	ASV_01319						corncob	cc_da									dawn	Tektite - LB_seagrass	0.015597097647352754
dawn (Yawzi - LB_seagrass)	ASV_01399						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.022572950130853878
dawn (Yawzi - LB_seagrass)	ASV_01427						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.0017191753858201695
dawn (Tektite - LB_seagrass)	ASV_01427						corncob	cc_da									dawn	Tektite - LB_seagrass	0.026927989232335248
dawn (Yawzi - LB_seagrass)	ASV_01571						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.031263606167942076
dawn (Tektite - LB_seagrass)	ASV_01571						corncob	cc_da									dawn	Tektite - LB_seagrass	0.03971753151965515
dawn (Yawzi - LB_seagrass)	ASV_01660						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.019367430389533823
dawn (Tektite - LB_seagrass)	ASV_01660						corncob	cc_da									dawn	Tektite - LB_seagrass	0.008051164890945131
dawn (Yawzi - LB_seagrass)	ASV_01740						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.048887849745441865
dawn (Tektite - LB_seagrass)	ASV_01740						corncob	cc_da									dawn	Tektite - LB_seagrass	0.01751202363248545
dawn (Yawzi - LB_seagrass)	ASV_01787						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.0021814016483411914
dawn (Yawzi - LB_seagrass)	ASV_01910						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.0356274607574182
dawn (Yawzi - LB_seagrass)	ASV_02032						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.017984366660570725
dawn (Tektite - LB_seagrass)	ASV_02032						corncob	cc_da									dawn	Tektite - LB_seagrass	0.04791198947182585
dawn (Yawzi - LB_seagrass)	ASV_02127						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.015606982082484915
dawn (Tektite - LB_seagrass)	ASV_02127						corncob	cc_da									dawn	Tektite - LB_seagrass	0.0018250220855469076
dawn (Yawzi - LB_seagrass)	ASV_02190						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.030467400223974397
dawn (Tektite - LB_seagrass)	ASV_02190						corncob	cc_da									dawn	Tektite - LB_seagrass	0.015597097647352754
dawn (Yawzi - LB_seagrass)	ASV_02725						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.013277064541467503
dawn (Tektite - LB_seagrass)	ASV_02725						corncob	cc_da									dawn	Tektite - LB_seagrass	2.448375309939826e-4
dawn (Yawzi - LB_seagrass)	ASV_02936						corncob	cc_da									dawn	Yawzi - LB_seagrass	0.001764584340992667
dawn (Tektite - LB_seagrass)	ASV_02936						corncob	cc_da									dawn	Tektite - LB_seagrass	0.033256260168263815
dawn (Tektite - LB_seagrass)	ASV_00001						corncob	cc_da									dawn	Tektite - LB_seagrass	0.026927989232335248
dawn (Tektite - LB_seagrass)	ASV_00277						corncob	cc_da									dawn	Tektite - LB_seagrass	0.010211052139754203
dawn (Tektite - LB_seagrass)	ASV_00359						corncob	cc_da									dawn	Tektite - LB_seagrass	0.03497447113485315
dawn (Tektite - LB_seagrass)	ASV_00507						corncob	cc_da									dawn	Tektite - LB_seagrass	0.008051164890945131
dawn (Tektite - LB_seagrass)	ASV_00562						corncob	cc_da									dawn	Tektite - LB_seagrass	0.04509486572089417
dawn (Tektite - LB_seagrass)	ASV_00644						corncob	cc_da									dawn	Tektite - LB_seagrass	0.040168792670623954
dawn (Tektite - LB_seagrass)	ASV_00776						corncob	cc_da									dawn	Tektite - LB_seagrass	0.011318563752581574
dawn (Tektite - LB_seagrass)	ASV_00801						corncob	cc_da									dawn	Tektite - LB_seagrass	0.02465129059386935
dawn (Tektite - LB_seagrass)	ASV_01239						corncob	cc_da									dawn	Tektite - LB_seagrass	0.0420064928961921
dawn (Tektite - LB_seagrass)	ASV_02380						corncob	cc_da									dawn	Tektite - LB_seagrass	0.042465193196124025
dawn (Tektite - LB_seagrass)	ASV_02748						corncob	cc_da									dawn	Tektite - LB_seagrass	0.024256629817989796
peak_photo (Yawzi - LB_seagrass)	ASV_00002						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	1.5925251964200556e-5
peak_photo (Tektite - LB_seagrass)	ASV_00002						corncob	cc_da									peak_photo	Tektite - LB_seagrass	1.564323154563838e-5
peak_photo (Yawzi - Tektite)	ASV_00003						corncob	cc_da									peak_photo	Yawzi - Tektite	0.015419124323641528
peak_photo (Yawzi - LB_seagrass)	ASV_00003						corncob	cc_da					2.362873718402493e-53				peak_photo	Yawzi - LB_seagrass	2.362873718402493e-53
peak_photo (Tektite - LB_seagrass)	ASV_00003						corncob	cc_da					8.274971931425665e-64				peak_photo	Tektite - LB_seagrass	8.274971931425665e-64
peak_photo (Yawzi - Tektite)	ASV_00006						corncob	cc_da									peak_photo	Yawzi - Tektite	0.04587897793437046
peak_photo (Yawzi - LB_seagrass)	ASV_00006						corncob	cc_da					6.941347834630044e-31				peak_photo	Yawzi - LB_seagrass	6.941347834630044e-31
peak_photo (Tektite - LB_seagrass)	ASV_00006						corncob	cc_da					5.320896914173483e-53				peak_photo	Tektite - LB_seagrass	5.320896914173483e-53
peak_photo (Yawzi - Tektite)	ASV_00009						corncob	cc_da									peak_photo	Yawzi - Tektite	0.009808725248329781
peak_photo (Yawzi - LB_seagrass)	ASV_00009						corncob	cc_da					4.7829645828916976e-29				peak_photo	Yawzi - LB_seagrass	4.7829645828916976e-29
peak_photo (Tektite - LB_seagrass)	ASV_00009						corncob	cc_da					7.847405942305184e-41				peak_photo	Tektite - LB_seagrass	7.847405942305184e-41
peak_photo (Yawzi - LB_seagrass)	ASV_00012						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	1.6351051366127084e-9
peak_photo (Tektite - LB_seagrass)	ASV_00012						corncob	cc_da									peak_photo	Tektite - LB_seagrass	1.8084206245757637e-11
peak_photo (Yawzi - LB_seagrass)	ASV_00017						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	2.7643067501240863e-4
peak_photo (Tektite - LB_seagrass)	ASV_00017						corncob	cc_da									peak_photo	Tektite - LB_seagrass	6.16619984973822e-5
peak_photo (Yawzi - Tektite)	ASV_00023						corncob	cc_dv									peak_photo	Yawzi - Tektite	0.009432355415309353
peak_photo (Yawzi - LB_seagrass)	ASV_00023						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	9.930688990291737e-8
peak_photo (Tektite - LB_seagrass)	ASV_00023						corncob	cc_da									peak_photo	Tektite - LB_seagrass	9.19930355879633e-9
peak_photo (Yawzi - LB_seagrass)	ASV_00031						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	1.2194088602402911e-5
peak_photo (Tektite - LB_seagrass)	ASV_00031						corncob	cc_da									peak_photo	Tektite - LB_seagrass	1.5035203382051924e-6
peak_photo (Yawzi - LB_seagrass)	ASV_00038						corncob	cc_da					3.487632012881218e-18				peak_photo	Yawzi - LB_seagrass	3.487632012881218e-18
peak_photo (Tektite - LB_seagrass)	ASV_00038						corncob	cc_da									peak_photo	Tektite - LB_seagrass	1.180076718586914e-13
peak_photo (Yawzi - Tektite)	ASV_00045						corncob	cc_dv									peak_photo	Yawzi - Tektite	0.0021486378370124235
peak_photo (Yawzi - LB_seagrass)	ASV_00045						corncob	cc_da					2.446582216783138e-20				peak_photo	Yawzi - LB_seagrass	2.446582216783138e-20
peak_photo (Tektite - LB_seagrass)	ASV_00045						corncob	cc_da									peak_photo	Tektite - LB_seagrass	9.637278879298859e-13
peak_photo (Yawzi - LB_seagrass)	ASV_00059						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	3.694929578138566e-8
peak_photo (Tektite - LB_seagrass)	ASV_00059						corncob	cc_da									peak_photo	Tektite - LB_seagrass	4.0099635441060195e-8
peak_photo (Yawzi - LB_seagrass)	ASV_00072						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	2.6381818897904114e-5
peak_photo (Tektite - LB_seagrass)	ASV_00072						corncob	cc_da									peak_photo	Tektite - LB_seagrass	4.38277290606669e-7
peak_photo (Yawzi - LB_seagrass)	ASV_00111						corncob	cc_da					5.399087773621471e-30				peak_photo	Yawzi - LB_seagrass	5.399087773621471e-30
peak_photo (Tektite - LB_seagrass)	ASV_00111						corncob	cc_da					3.281813143107388e-14				peak_photo	Tektite - LB_seagrass	3.281813143107388e-14
peak_photo (Yawzi - LB_seagrass)	ASV_00124						corncob	cc_da					1.1744200691260942e-24				peak_photo	Yawzi - LB_seagrass	1.1744200691260942e-24
peak_photo (Tektite - LB_seagrass)	ASV_00124						corncob	cc_da					6.44654017902599e-18				peak_photo	Tektite - LB_seagrass	6.44654017902599e-18
peak_photo (Yawzi - LB_seagrass)	ASV_00129						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	6.636098806411805e-5
peak_photo (Tektite - LB_seagrass)	ASV_00129						corncob	cc_da									peak_photo	Tektite - LB_seagrass	6.544083279931448e-6
peak_photo (Yawzi - LB_seagrass)	ASV_00164						corncob	cc_da									peak_photo	Yawzi - LB_seagrass	1.1158845467399818e-7
peak_photo (Tektite - LB_seagrass)	ASV_00164						corncob	cc_da									peak_photo	Tektite - LB_seagrass	1.039588205124564e-5
