pair1	pair2	t	p.value	q05	q10
LB_seagrass.dawn	Tektite.dawn	-7.1881756858979005	0.053216763062554226	0.0027583280056500707	0.006083877490272262
LB_seagrass.dawn	Yawzi.dawn	-0.47572202538350966	0.9686166572571377	0.059214958297751474	0.11783856368356002
LB_seagrass.dawn	LB_seagrass.peak_photo	-0.5304307517041357	0.4450319654717846	0.06240297898496954	0.11453231453764068
LB_seagrass.dawn	Tektite.peak_photo	-7.071253543129775	0.45469845808026144	0.0029815407689488785	0.006671974422714413
LB_seagrass.dawn	Yawzi.peak_photo	-7.618524250899146	6.256565485765201e-5	0.0016664132991368768	0.0038035010989941795
Tektite.dawn	Yawzi.dawn	6.399160023281094	0.0058967085928190634	0.0034293671534233417	0.007244320126979542
Tektite.dawn	LB_seagrass.peak_photo	6.819240844652033	0.2294792339066578	0.002938999753401165	0.006695650770998511
Tektite.dawn	Tektite.peak_photo	1.3018941641742434	0.7134074675550663	0.05341392240083428	0.1008381182659039
Tektite.dawn	Yawzi.peak_photo	0.04674719912599315	0.6999404040758197	0.06323266035976116	0.11809311609891178
Yawzi.dawn	LB_seagrass.peak_photo	0.02861653756331373	0.821187517882485	0.04769119894674986	0.10551609400114426
Yawzi.dawn	Tektite.peak_photo	-6.002816011662699	0.01464715790311998	0.00391734864078023	0.009198495559565695
Yawzi.dawn	Yawzi.peak_photo	-6.717077584637622	0.6592588584270628	0.002274322036557047	0.005408755917569539
LB_seagrass.peak_photo	Tektite.peak_photo	-6.594601135418947	0.876845327796088	0.0036704661721758385	0.008052648011108467
LB_seagrass.peak_photo	Yawzi.peak_photo	-7.214743690938828	0.012749783431393737	0.0017526747317903248	0.004516424410996485
Tektite.peak_photo	Yawzi.peak_photo	-1.3134377728980333	0.25219575700274166	0.04937404049138132	0.09959477104274511
