Source,Target,Type,Weight,estimate,padj_01
1,174,Undirected,0.6853146853146853,0.6853146853146853,0.013905968814362764
2,174,Undirected,0.7062937062937064,0.7062937062937064,0.010245193941127863
3,175,Undirected,0.6923076923076924,0.6923076923076924,0.012593030496094107
4,176,Undirected,0.6781548984780026,-0.6781548984780026,0.015352226699186356
5,177,Undirected,0.7526737802859003,-0.7526737802859003,0.00472787750582091
6,178,Undirected,0.7278044959197887,0.7278044959197887,0.007290796372685397
6,179,Undirected,0.7016781806816423,0.7016781806816423,0.010980494755383386
6,180,Undirected,0.6942135191850293,0.6942135191850293,0.012251710226365535
7,181,Undirected,0.7332121664827596,-0.7332121664827596,0.00666123191063095
8,174,Undirected,0.8461538461538463,0.8461538461538463,5.211337004810042e-4
9,182,Undirected,0.7482517482517483,0.7482517482517483,0.005124081698753069
10,183,Undirected,0.8136481031308406,-0.8136481031308406,0.0012824554993616565
11,184,Undirected,0.8048763000313615,-0.8048763000313615,0.0015888476802689417
12,174,Undirected,0.7762237762237764,0.7762237762237764,0.0029928636801859767
13,185,Undirected,0.9667265263069178,-0.9667265263069178,3.03740963290918e-7
13,186,Undirected,0.7152638146977821,-0.7152638146977821,0.013344487724182728
14,176,Undirected,0.6783216783216784,-0.6783216783216784,0.015317329053281745
14,184,Undirected,0.7762237762237764,-0.7762237762237764,0.0029928636801859797
15,174,Undirected,0.7132867132867134,0.7132867132867134,0.009201779777634747
16,187,Undirected,0.85,-0.85,0.0037047773275857934
17,188,Undirected,0.7181818181818183,-0.7181818181818183,0.01279959806885844
17,189,Undirected,0.8,-0.8,0.00962792472537981
18,185,Undirected,0.7405617909759783,-0.7405617909759783,0.00587214252660837
19,174,Undirected,0.8531468531468533,0.8531468531468533,4.181179404149946e-4
20,185,Undirected,0.6993006993006995,-0.6993006993006995,0.011374198642690897
20,174,Undirected,0.8111888111888113,0.8111888111888113,0.0013633152527271946
21,174,Undirected,0.7622377622377623,0.7622377622377623,0.0039504489725426545
22,174,Undirected,0.8881118881118882,0.8881118881118882,1.1413359814618011e-4
23,174,Undirected,0.7272727272727274,0.7272727272727274,0.007355028857805126
24,174,Undirected,0.7412587412587414,0.7412587412587414,0.005801150474478243
25,185,Undirected,0.8391608391608392,-0.8391608391608392,6.428259886278226e-4
25,186,Undirected,0.8,-0.8,0.003110428310385851
25,174,Undirected,0.7272727272727274,0.7272727272727274,0.007355028857805126
26,174,Undirected,0.7622377622377623,0.7622377622377623,0.0039504489725426545
27,185,Undirected,0.7552447552447553,-0.7552447552447553,0.004508435484294213
28,190,Undirected,0.6993006993006995,0.6993006993006995,0.011374198642690932
28,191,Undirected,0.7454545454545454,0.7454545454545454,0.013330146315440047
29,182,Undirected,0.7062937062937064,0.7062937062937064,0.010245193941127863
29,192,Undirected,0.7272727272727274,0.7272727272727274,0.007355028857805126
30,193,Undirected,0.7878848033457102,0.7878848033457102,0.0067954323151990965
30,194,Undirected,0.8048763000313615,0.8048763000313615,0.0015888476802689417
31,174,Undirected,0.7902097902097903,0.7902097902097903,0.0022231354099909225
32,174,Undirected,0.8391608391608392,0.8391608391608392,6.428259886278226e-4
33,185,Undirected,0.8671328671328673,-0.8671328671328673,2.5981184986147935e-4
33,186,Undirected,0.7545454545454546,-0.7545454545454546,0.007282041008429129
33,195,Undirected,0.6853146853146853,-0.6853146853146853,0.013905968814362726
34,196,Undirected,0.7622377622377623,0.7622377622377623,0.0039504489725426545
34,197,Undirected,0.7132867132867134,0.7132867132867134,0.009201779777634747
34,177,Undirected,0.7622377622377623,0.7622377622377623,0.0039504489725426545
34,182,Undirected,0.7902097902097903,0.7902097902097903,0.0022231354099909225
34,178,Undirected,0.8111888111888113,0.8111888111888113,0.0013633152527271946
34,188,Undirected,0.7454545454545454,0.7454545454545454,0.008454728885061592
34,198,Undirected,0.7832167832167833,0.7832167832167833,0.0025862148333625845
34,189,Undirected,0.9,0.9,9.430623223403283e-4
34,199,Undirected,0.7202797202797203,0.7202797202797203,0.008239768712338441
34,200,Undirected,0.8111888111888113,0.8111888111888113,0.0013633152527271946
34,192,Undirected,0.7412587412587414,0.7412587412587414,0.005801150474478243
34,179,Undirected,0.7062937062937064,0.7062937062937064,0.010245193941127863
34,201,Undirected,0.7132867132867134,0.7132867132867134,0.009201779777634747
34,202,Undirected,0.7272727272727274,0.7272727272727274,0.007355028857805126
34,180,Undirected,0.7762237762237764,0.7762237762237764,0.0029928636801859767
34,203,Undirected,0.7692307692307694,0.7692307692307694,0.0034464502618274493
34,204,Undirected,0.7622377622377623,0.7622377622377623,0.0039504489725426545
35,185,Undirected,0.7396160594882781,-0.7396160594882781,0.005969519246053736
35,186,Undirected,0.8962548338908568,-0.8962548338908568,1.8770558256252196e-4
36,174,Undirected,0.7342657342657344,0.7342657342657344,0.006543490146837873
37,186,Undirected,0.743700819611562,-0.743700819611562,0.008695891703857296
38,184,Undirected,0.6993006993006995,-0.6993006993006995,0.011374198642690897
38,205,Undirected,0.8321678321678323,-0.8321678321678323,7.854416778536154e-4
39,183,Undirected,0.7033603702976762,0.7033603702976762,0.010708109920351623
40,176,Undirected,0.6762636486976908,-0.6762636486976908,0.015752067028416965
41,184,Undirected,0.7390014881647085,0.7390014881647085,0.006033446498286714
41,206,Undirected,0.6830165269401094,0.6830165269401094,0.014358724127194519
42,207,Undirected,0.7159579861256125,0.7159579861256125,0.008824916610432809
42,190,Undirected,0.7618527288259723,0.7618527288259723,0.003979733967020667
42,194,Undirected,0.7618527288259723,0.7618527288259723,0.003979733967020667
42,191,Undirected,0.812776759390954,0.812776759390954,0.004259472986524341
42,195,Undirected,0.7159579861256125,0.7159579861256125,0.008824916610432809
43,185,Undirected,0.7132867132867134,-0.7132867132867134,0.009201779777634773
43,186,Undirected,0.7363636363636363,-0.7363636363636363,0.009759535959916911
44,185,Undirected,0.7622377622377623,0.7622377622377623,0.0039504489725426545
44,186,Undirected,0.7272727272727273,0.7272727272727273,0.011204967253592057
44,174,Undirected,0.7762237762237764,-0.7762237762237764,0.0029928636801859797
45,185,Undirected,0.7482517482517483,0.7482517482517483,0.005124081698753069
45,186,Undirected,0.7909090909090909,0.7909090909090909,0.003746082953397416
46,185,Undirected,0.6923076923076924,-0.6923076923076924,0.012593030496094082
47,185,Undirected,0.8251748251748252,-0.8251748251748252,9.513628555555071e-4
47,186,Undirected,0.7727272727272727,-0.7727272727272727,0.005299487178643858
47,174,Undirected,0.6993006993006995,0.6993006993006995,0.011374198642690932
48,185,Undirected,0.7972027972027973,-0.7972027972027973,0.0019003677255282703
48,186,Undirected,0.7454545454545454,-0.7454545454545454,0.008454728885061592
49,185,Undirected,0.7272727272727274,-0.7272727272727274,0.007355028857805111
50,185,Undirected,0.7355527917552636,0.7355527917552636,0.0064017845654579615
50,186,Undirected,0.7152638146977821,0.7152638146977821,0.013344487724182728
50,174,Undirected,0.7845896445389479,-0.7845896445389479,0.0025116023149757004
51,208,Undirected,0.9276336570439175,-0.9276336570439175,0.007665844187473129
51,205,Undirected,0.791254118641001,-0.791254118641001,0.002172450872377244
52,187,Undirected,0.7822165589515727,0.7822165589515727,0.012732203687083578
53,209,Undirected,0.6783216783216784,0.6783216783216784,0.0153173290532817
54,196,Undirected,0.6923076923076924,0.6923076923076924,0.012593030496094107
54,197,Undirected,0.6923076923076924,0.6923076923076924,0.012593030496094107
54,181,Undirected,0.6993006993006995,0.6993006993006995,0.011374198642690932
54,198,Undirected,0.6853146853146853,0.6853146853146853,0.013905968814362764
54,189,Undirected,0.7666666666666667,0.7666666666666667,0.015944016578974034
54,200,Undirected,0.7062937062937064,0.7062937062937064,0.010245193941127863
54,179,Undirected,0.6923076923076924,0.6923076923076924,0.012593030496094107
54,187,Undirected,0.7666666666666667,0.7666666666666667,0.015944016578974034
54,205,Undirected,0.8181818181818183,0.8181818181818183,0.0011431050868040617
54,210,Undirected,0.7272727272727274,0.7272727272727274,0.007355028857805126
55,211,Undirected,0.7818181818181817,0.7818181818181817,0.004473162252783056
55,176,Undirected,0.6923076923076924,0.6923076923076924,0.012593030496094107
56,185,Undirected,0.8371291296643237,0.8371291296643237,6.820012896813308e-4
56,194,Undirected,0.704029100680038,0.704029100680038,0.010601234739609743
56,186,Undirected,0.8200476856407694,0.8200476856407694,0.001994360469593147
56,195,Undirected,0.6900185713132712,0.6900185713132712,0.013012243184083064
57,185,Undirected,0.7758717486788799,0.7758717486788799,0.00301454660095218
57,186,Undirected,0.8095212630466696,0.8095212630466696,0.002534407815244016
57,174,Undirected,0.6888580946214354,-0.6888580946214354,0.013228664198036167
58,186,Undirected,0.7686340001353569,0.7686340001353569,0.005706079427219681
59,185,Undirected,0.7062937062937064,0.7062937062937064,0.010245193941127863
59,186,Undirected,0.7727272727272727,0.7727272727272727,0.005299487178643858
60,174,Undirected,0.7343158832057564,-0.7343158832057564,0.006537925003600076
61,185,Undirected,0.7272727272727274,0.7272727272727274,0.007355028857805126
61,174,Undirected,0.6923076923076924,-0.6923076923076924,0.012593030496094082
62,207,Undirected,0.7887519530284786,0.7887519530284786,0.0022953943176097567
63,178,Undirected,0.6792421919653246,-0.6792421919653246,0.015125767324672931
63,198,Undirected,0.6976000890454686,-0.6976000890454686,0.011662174288655423
63,199,Undirected,0.7343158832057564,-0.7343158832057564,0.006537925003600076
63,179,Undirected,0.7526737802859003,-0.7526737802859003,0.00472787750582091
63,201,Undirected,0.7343158832057564,-0.7343158832057564,0.006537925003600076
63,202,Undirected,0.7526737802859003,-0.7526737802859003,0.00472787750582091
63,180,Undirected,0.7343158832057564,-0.7343158832057564,0.006537925003600076
63,203,Undirected,0.7159579861256125,-0.7159579861256125,0.008824916610432809
63,204,Undirected,0.7526737802859003,-0.7526737802859003,0.00472787750582091
64,197,Undirected,0.807129142973819,0.807129142973819,0.0015053049077189014
64,177,Undirected,0.7280804124763831,0.7280804124763831,0.007257634527692951
64,175,Undirected,0.7031176554771928,0.7031176554771928,0.010747097526886067
64,189,Undirected,0.772315083521806,0.772315083521806,0.014721311521767368
64,200,Undirected,0.6823153579778676,0.6823153579778676,0.014498999744933256
64,210,Undirected,0.6989571959773279,0.6989571959773279,0.011431936233931761
65,207,Undirected,0.7412587412587414,-0.7412587412587414,0.005801150474478249
66,183,Undirected,0.7202797202797203,-0.7202797202797203,0.008239768712338426
67,189,Undirected,0.8,-0.8,0.00962792472537981
68,186,Undirected,0.7159878357425242,0.7159878357425242,0.013207756290702297
68,210,Undirected,0.7946477644742238,0.7946477644742238,0.00201382467449145
69,185,Undirected,0.7692307692307694,0.7692307692307694,0.0034464502618274493
70,195,Undirected,0.7062937062937064,0.7062937062937064,0.010245193941127863
71,185,Undirected,0.8441343943477073,0.8441343943477073,5.542616819347128e-4
72,186,Undirected,0.7055623160417384,0.7055623160417384,0.015276630917152463
73,185,Undirected,0.7552447552447553,0.7552447552447553,0.0045084354842942305
73,186,Undirected,0.7818181818181817,0.7818181818181817,0.004473162252783056
74,186,Undirected,0.7181818181818183,0.7181818181818183,0.01279959806885844
75,185,Undirected,0.8111888111888113,0.8111888111888113,0.0013633152527271946
75,186,Undirected,0.8272727272727273,0.8272727272727273,0.001676973896452378
76,185,Undirected,0.7526737802859003,0.7526737802859003,0.00472787750582091
77,185,Undirected,0.7412587412587414,0.7412587412587414,0.005801150474478243
77,186,Undirected,0.7818181818181817,0.7818181818181817,0.004473162252783056
78,183,Undirected,0.7552447552447553,-0.7552447552447553,0.004508435484294213
78,186,Undirected,0.7909090909090909,-0.7909090909090909,0.0037460829533974027
79,185,Undirected,0.8671328671328673,-0.8671328671328673,2.5981184986147935e-4
79,186,Undirected,0.9181818181818181,-0.9181818181818181,6.661451941355693e-5
80,174,Undirected,0.8671328671328673,0.8671328671328673,2.5981184986148103e-4
81,186,Undirected,0.870161710874372,-0.870161710874372,4.954180897534654e-4
82,186,Undirected,0.7818181818181817,-0.7818181818181817,0.004473162252783056
83,174,Undirected,0.7692307692307694,0.7692307692307694,0.0034464502618274493
84,185,Undirected,0.7132867132867134,-0.7132867132867134,0.009201779777634773
84,174,Undirected,0.6853146853146853,0.6853146853146853,0.013905968814362764
85,195,Undirected,0.6993006993006995,0.6993006993006995,0.011374198642690932
86,186,Undirected,0.7545454545454546,0.7545454545454546,0.007282041008429129
87,185,Undirected,0.7132867132867134,0.7132867132867134,0.009201779777634747
87,186,Undirected,0.7545454545454546,0.7545454545454546,0.007282041008429129
88,186,Undirected,0.8727272727272727,0.8727272727272727,4.546150514096433e-4
89,185,Undirected,0.7902097902097903,0.7902097902097903,0.0022231354099909225
89,186,Undirected,0.8090909090909091,0.8090909090909091,0.002558580199713915
90,185,Undirected,0.807129142973819,0.807129142973819,0.0015053049077189014
91,185,Undirected,0.8811188811188813,0.8811188811188813,1.5267406467669886e-4
92,185,Undirected,0.6993006993006995,0.6993006993006995,0.011374198642690932
92,178,Undirected,0.6853146853146853,-0.6853146853146853,0.013905968814362726
92,192,Undirected,0.6783216783216784,-0.6783216783216784,0.015317329053281745
92,174,Undirected,0.7762237762237764,-0.7762237762237764,0.0029928636801859797
92,180,Undirected,0.6783216783216784,-0.6783216783216784,0.015317329053281745
93,183,Undirected,0.6940217287138996,0.6940217287138996,0.012285744753363094
93,186,Undirected,0.7583928435578129,0.7583928435578129,0.006823483426977318
94,183,Undirected,0.7412587412587414,-0.7412587412587414,0.005801150474478249
95,185,Undirected,0.7251369346656844,0.7251369346656844,0.007617293687583711
96,183,Undirected,0.7067790375855405,0.7067790375855405,0.010170063049647385
97,185,Undirected,0.6993006993006995,0.6993006993006995,0.011374198642690932
98,174,Undirected,0.7202797202797203,-0.7202797202797203,0.008239768712338426
99,185,Undirected,0.7692307692307694,0.7692307692307694,0.0034464502618274493
99,174,Undirected,0.8041958041958044,-0.8041958041958044,0.001614768986069918
100,185,Undirected,0.7832167832167833,0.7832167832167833,0.0025862148333625845
100,186,Undirected,0.7090909090909091,0.7090909090909091,0.014552051953727723
101,174,Undirected,0.7253700996601186,-0.7253700996601186,0.007588326636891354
102,205,Undirected,0.7355527917552636,-0.7355527917552636,0.006401784565457931
103,174,Undirected,0.7240721651714821,-0.7240721651714821,0.007750628417083426
104,185,Undirected,0.7622377622377623,0.7622377622377623,0.0039504489725426545
104,186,Undirected,0.7090909090909091,0.7090909090909091,0.014552051953727723
104,174,Undirected,0.7622377622377623,-0.7622377622377623,0.0039504489725426545
105,185,Undirected,0.7132867132867134,0.7132867132867134,0.009201779777634747
105,186,Undirected,0.8181818181818182,0.8181818181818182,0.0020831448404786904
106,186,Undirected,0.7454545454545454,0.7454545454545454,0.008454728885061592
107,185,Undirected,0.8461538461538463,0.8461538461538463,5.211337004810042e-4
107,186,Undirected,0.8181818181818182,0.8181818181818182,0.0020831448404786904
108,185,Undirected,0.8251748251748252,0.8251748251748252,9.513628555555071e-4
108,186,Undirected,0.7909090909090909,0.7909090909090909,0.003746082953397416
108,174,Undirected,0.7272727272727274,-0.7272727272727274,0.007355028857805111
109,174,Undirected,0.8391608391608392,-0.8391608391608392,6.428259886278226e-4
110,185,Undirected,0.7342657342657344,0.7342657342657344,0.006543490146837873
110,174,Undirected,0.7202797202797203,-0.7202797202797203,0.008239768712338426
111,174,Undirected,0.6783216783216784,-0.6783216783216784,0.015317329053281745
112,185,Undirected,0.6831155307478787,0.6831155307478787,0.014338998433725802
113,185,Undirected,0.6760080419465042,0.6760080419465042,0.015806688244151854
114,174,Undirected,0.7110343653634215,-0.7110343653634215,0.009528761167698633
115,185,Undirected,0.8301238649809404,0.8301238649809404,8.314183449022794e-4
115,186,Undirected,0.7272727272727273,0.7272727272727273,0.011204967253592057
116,185,Undirected,0.85843607211052,0.85843607211052,3.5131339801905767e-4
116,186,Undirected,0.9057894597833127,0.9057894597833127,1.2337445562307753e-4
117,185,Undirected,0.8733653951037464,0.8733653951037464,2.0657475824528983e-4
117,186,Undirected,0.8962548338908568,0.8962548338908568,1.8770558256252093e-4
118,174,Undirected,0.7821663859746286,-0.7821663859746286,0.0026444343632051263
119,211,Undirected,0.743700819611562,-0.743700819611562,0.008695891703857296
119,212,Undirected,0.9856107606091623,-0.9856107606091623,3.0908566784967537e-4
120,185,Undirected,0.7618527288259723,0.7618527288259723,0.003979733967020667
121,177,Undirected,0.6760731025958386,0.6760731025958386,0.015792772078667534
122,212,Undirected,0.9428571428571428,-0.9428571428571428,0.0048046647230320675
123,186,Undirected,0.7435223956449146,0.7435223956449146,0.0087207055264508955
124,183,Undirected,0.7957943811805186,0.7957943811805186,0.0019622856162422606
125,187,Undirected,0.8033264176742436,0.8033264176742436,0.009110661710242144
126,181,Undirected,0.7272727272727274,0.7272727272727274,0.007355028857805126
127,208,Undirected,0.9411239481143203,0.9411239481143203,0.005097540564861457
128,174,Undirected,0.6923076923076924,0.6923076923076924,0.012593030496094107
129,185,Undirected,0.7447222504758433,-0.7447222504758433,0.005457894165269318
130,174,Undirected,0.7042428152039988,0.7042428152039988,0.010567247147911843
131,186,Undirected,0.7341661937191061,-0.7341661937191061,0.010095711882822538
132,196,Undirected,0.7128751729265622,0.7128751729265622,0.00926088997252135
132,197,Undirected,0.9069563718385059,0.9069563718385059,4.6894083179362685e-5
132,177,Undirected,0.742733818913015,0.742733818913015,0.005653030822749839
132,182,Undirected,0.7987187801376142,0.7987187801376142,0.0018354045665037123
132,175,Undirected,0.8659007336071332,0.8659007336071332,2.714962782997394e-4
132,178,Undirected,0.7240721651714821,0.7240721651714821,0.007750628417083403
132,198,Undirected,0.7128751729265622,0.7128751729265622,0.00926088997252135
